match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,keyPass,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,dispossessed,blockedScoringAttempt
15280976,home,6224,FK Sutjeska Nikšić,57363,Vladan Giljen,vladan-giljen,G,1,False,38.0,30.0,23.0,15.0,0.0,22.0,26.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,90.0,42.0,7.6,7.0,0.0,0.0,1.0,"{'original': 7.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,78.94736842105263,65.21739130434783,,,,,,
15280976,home,6224,FK Sutjeska Nikšić,1149283,Milos Vracar,milos-vracar,D,4,False,20.0,13.0,3.0,1.0,0.0,7.0,10.0,6.0,9.0,1.0,0.0,1.0,0.0,12.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,30.0,6.0,9.0,0.02,0.0,,"{'original': 6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,2,11,65.0,33.33333333333333,0.0,100.0,,1.0,,
15280976,home,6224,FK Sutjeska Nikšić,138937,Boris Kopitović,boris-kopitovic,D,15,False,32.0,28.0,5.0,2.0,0.0,21.0,22.0,7.0,10.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,46.0,36.0,7.0,4.0,0.0,0.11,1.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,87.5,40.0,,,,,,
15280976,home,6224,FK Sutjeska Nikšić,1423507,Bojan Damjanovic,bojan-damjanovic,D,91,False,41.0,37.0,5.0,3.0,0.0,24.0,26.0,12.0,14.0,0.0,0.0,2.0,4.0,8.0,6.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,14.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,52.0,8.1,9.0,0.19,0.0,,"{'original': 8.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,6,8,2,6,90.2439024390244,60.0,,,,,,
15280976,home,6224,FK Sutjeska Nikšić,1000770,Andrija Ražnatović,andrija-raznatovic,D,22,False,35.0,28.0,5.0,3.0,0.0,18.0,21.0,9.0,12.0,3.0,1.0,2.0,4.0,3.0,8.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,90.0,43.0,7.1,8.0,0.0,0.0,,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,6,5,4,1,80.0,60.0,33.33333333333333,100.0,,,,
15280976,home,6224,FK Sutjeska Nikšić,850088,Jovan Čađenović,jovan-cadenovic,M,20,False,39.0,31.0,3.0,1.0,0.0,13.0,18.0,17.0,20.0,5.0,1.0,4.0,1.0,9.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,58.0,6.9,11.0,0.0,0.01,1.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,5,9,4,5,79.48717948717949,33.33333333333333,20.0,100.0,,,1.0,
15280976,home,6224,FK Sutjeska Nikšić,138947,Deni Hočko,deni-hocko,M,44,False,52.0,46.0,6.0,3.0,0.0,27.0,27.0,17.0,22.0,1.0,1.0,0.0,0.0,8.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,14.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,,,,,,,90.0,69.0,6.9,9.0,0.0,0.0,,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,0,14,6,8,88.46153846153845,50.0,100.0,100.0,,,1.0,
15280976,home,6224,FK Sutjeska Nikšić,836566,Aleksandar Šćekić,aleksandar-scekic,M,55,False,49.0,41.0,4.0,4.0,1.0,22.0,25.0,17.0,21.0,0.0,0.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,85.0,55.0,7.1,8.0,0.01,0.3,1.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,1,3,83.6734693877551,100.0,,,,,,1.0
15280976,home,6224,FK Sutjeska Nikšić,962100,Vasilije Cavor,vasilije-cavor,M,24,False,14.0,10.0,0.0,0.0,0.0,2.0,4.0,8.0,10.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,63.0,28.0,6.6,5.0,0.03,0.0,,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,0,11,5,6,71.42857142857143,,100.0,66.66666666666666,,1.0,2.0,
15280976,home,6224,FK Sutjeska Nikšić,1479109,Marko Simun,marko-simun,M,19,False,31.0,20.0,1.0,0.0,1.0,8.0,9.0,12.0,22.0,5.0,1.0,3.0,2.0,14.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,,,,,,,90.0,52.0,6.7,18.0,0.14,0.19,1.0,"{'original': 6.7, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,5,16,5,11,64.51612903225806,0.0,20.0,100.0,,1.0,1.0,2.0
15280976,home,6224,FK Sutjeska Nikšić,1005753,Marko Mrvaljević,marko-mrvaljevic,F,99,False,15.0,10.0,1.0,1.0,0.0,3.0,4.0,7.0,11.0,0.0,0.0,6.0,1.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,,,,,,,70.0,25.0,6.5,14.0,0.0,0.0,,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,7,10,3,7,66.66666666666666,100.0,,0.0,,,,
15280976,home,6224,FK Sutjeska Nikšić,893161,Anto Babić,anto-babic,D,72,True,33.0,30.0,5.0,4.0,0.0,21.0,22.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,44.0,39.0,7.0,5.0,0.0,0.0,,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,3,0,90.9090909090909,80.0,,,,,,
15280976,home,6224,FK Sutjeska Nikšić,1030493,Aleksa Golubovic,aleksa-golubovic,M,2,True,7.0,3.0,1.0,0.0,0.0,3.0,4.0,,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.0,9.0,6.5,3.0,0.0,0.0,,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,42.857142857142854,0.0,,,,,,
15280976,home,6224,FK Sutjeska Nikšić,1030465,Balša Tošković,balsa-toskovic,F,10,True,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,20.0,10.0,7.4,5.0,0.3,0.01,1.0,"{'original': 7.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,2,3,66.66666666666666,0.0,,,,,1.0,
15280976,home,6224,FK Sutjeska Nikšić,1067578,Igor Pajović,igor-pajovic,M,5,True,2.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,2.0,6.4,0.0,0.0,0.0,,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,50.0,0.0,,,,,,
15280976,home,6224,FK Sutjeska Nikšić,1032030,Stojan Vukcevic,stojan-vukcevic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15280976,home,6224,FK Sutjeska Nikšić,1005621,Ognjen Djinovic,ognjen-dinovic,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15280976,home,6224,FK Sutjeska Nikšić,929998,Ivan Vukčević,ivan-vukcevic,M,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15280976,home,6224,FK Sutjeska Nikšić,1381358,Petar Anicic,petar-anicic,M,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15280976,home,6224,FK Sutjeska Nikšić,1896811,Medo Jukovic,medo-jukovic,M,88,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,
15280976,away,6216,OFK Petrovac,188987,Marko Kordić,marko-kordic,G,25,False,32.0,25.0,20.0,13.0,0.0,15.0,17.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,90.0,35.0,6.4,9.0,0.0,0.0,,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,78.125,65.0,,,0.0,,,
15280976,away,6216,OFK Petrovac,882142,Danilo Pešukić,danilo-pesukic,D,29,False,28.0,17.0,5.0,2.0,0.0,6.0,8.0,10.0,19.0,2.0,0.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,90.0,38.0,6.8,16.0,0.0,0.2,2.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,2,4,60.71428571428571,40.0,0.0,,,,,
