player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Petar Sekulović', 'firstName': '', 'lastName': '', 'slug': 'petar-sekulovic', 'shortName': 'P. Sekulović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 4, 'gender': 'M', 'id': 1035792, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتار سيكولوفيتش', 'hi': 'पीटर सेकुलोविच', 'bn': 'পেটার সেকুলোভিচ'}, 'shortNameTranslation': {'ar': 'ب. سيكولوفيتش', 'hi': 'पी. सेकुलोविच', 'bn': 'পি. সেকুলোভিচ'}}}",True,save,regular,"{'x': 32, 'y': 48, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.2, 'z': 22.4}",0.019,0.06077,6532148,90,4.0,5607,"{'start': {'x': 48, 'y': 32}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 77.6}}",1,693,207,shot,,
"{'name': 'Žarko Tomašević', 'slug': 'zarko-tomasevic', 'shortName': 'Ž. Tomašević', 'position': 'D', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 78954, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو توماشيفيتش', 'hi': 'ज़ारको टोमासेविक', 'bn': 'জারকো টমাসভিচ'}, 'shortNameTranslation': {'ar': 'ز. توماشيفيتش', 'hi': 'ज़ेड. टोमासेविक', 'bn': 'টমাসভিচ'}}}",True,save,corner,"{'x': 7, 'y': 56, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51, 'z': 12.8}",0.2009,0.1806,6532147,90,3.0,5564,"{'start': {'x': 56, 'y': 7}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 87.2}}",1,736,164,shot,,
"{'name': 'Vuk Striković', 'firstName': '', 'lastName': '', 'slug': 'vuk-strikovic', 'shortName': 'V. Striković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 17, 'gender': 'M', 'id': 1034556, 'fieldTranslations': {'nameTranslation': {'ar': 'فوك ستريركوفيتش', 'hi': 'वुक स्ट्रिकोविक', 'bn': 'ভুক স্ট্রিকোভিচ'}, 'shortNameTranslation': {'ar': 'ف. ستريركوفيتش', 'hi': 'डब्ल्यू. स्ट्रिकोविक', 'bn': 'ভি. স্ট্রিকোভিচ'}}}",True,save,regular,"{'x': 2, 'y': 36, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.6, 'z': 21.1}",0.1254,0.1043,6532146,90,3.0,5537,"{'start': {'x': 36, 'y': 2}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 78.9}}",1,763,137,shot,,
"{'name': 'Arlind Maloku', 'firstName': 'Arlind Maloku', 'lastName': '', 'slug': 'arlind-maloku', 'shortName': 'A. Maloku', 'position': 'M', 'jerseyNumber': '8', 'userCount': 18, 'gender': 'M', 'id': 1196772, 'fieldTranslations': {'nameTranslation': {'ar': 'أرليند مالوكو'}, 'shortNameTranslation': {'ar': 'أ. مالوكو'}}}",True,block,regular,"{'x': 14, 'y': 44, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.05689,,6532145,89,,5333,"{'start': {'x': 44, 'y': 14}, 'block': {'x': 44, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",2,67,2633,shot,"{'x': 14, 'y': 44, 'z': 0}",
"{'name': 'Stefan Golubović', 'firstName': '', 'lastName': '', 'slug': 'stefan-golubovic', 'shortName': 'S. Golubović', 'position': 'F', 'jerseyNumber': '21', 'userCount': 7, 'gender': 'M', 'id': 1185131, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'س. غولوبوفيتش'}}}",False,save,regular,"{'x': 9, 'y': 60, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.1, 'z': 13.2}",0.1608,0.1144,6532144,86,,5155,"{'start': {'x': 60, 'y': 9}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 86.8}}",5,245,2455,shot,,
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,save,regular,"{'x': 8, 'y': 53, 'z': 0}",head,high-centre,"{'x': 0, 'y': 48.5, 'z': 21.9}",0.04309,0.08772,6532143,85,,5084,"{'start': {'x': 53, 'y': 8}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 78.1}}",6,316,2384,shot,,
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,block,regular,"{'x': 13, 'y': 62, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01217,,6532142,80,,4778,"{'start': {'x': 62, 'y': 13}, 'block': {'x': 62, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",11,622,2078,shot,"{'x': 13, 'y': 62, 'z': 0}",
"{'name': 'Fatih Muković', 'firstName': '', 'lastName': '', 'slug': 'fatih-mukovic', 'shortName': 'F. Muković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 8, 'gender': 'M', 'id': 1063210, 'fieldTranslations': {'nameTranslation': {'ar': 'فاتح موكوفيتش'}, 'shortNameTranslation': {'ar': 'ف. موكوفيتش'}}}",False,goal,regular,"{'x': 19, 'y': 37, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.3, 'z': 19.6}",0.03816,0.27,6532141,78,,4667,"{'start': {'x': 37, 'y': 19}, 'end': {'x': 52.7, 'y': 0}, 'goal': {'x': 52.7, 'y': 80.4}}",13,733,1967,shot,,regular
"{'name': 'Vuk Striković', 'firstName': '', 'lastName': '', 'slug': 'vuk-strikovic', 'shortName': 'V. Striković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 17, 'gender': 'M', 'id': 1034556, 'fieldTranslations': {'nameTranslation': {'ar': 'فوك ستريركوفيتش', 'hi': 'वुक स्ट्रिकोविक', 'bn': 'ভুক স্ট্রিকোভিচ'}, 'shortNameTranslation': {'ar': 'ف. ستريركوفيتش', 'hi': 'डब्ल्यू. स्ट्रिकोविक', 'bn': 'ভি. স্ট্রিকোভিচ'}}}",True,miss,regular,"{'x': 11, 'y': 43, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.9, 'z': 42.2}",0.2705,,6532140,73,,4370,"{'start': {'x': 43, 'y': 11}, 'end': {'x': 42.1, 'y': 0}, 'goal': {'x': 42.1, 'y': 57.8}}",18,1030,1670,shot,,
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'F', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",False,save,regular,"{'x': 13, 'y': 40, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.4, 'z': 9.2}",0.2061,0.1733,6532139,73,,4332,"{'start': {'x': 40, 'y': 13}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 90.8}}",18,1068,1632,shot,,
