minute,value
1.0,-12
2.0,-14
3.0,-20
4.0,-18
5.0,-21
6.0,-23
7.0,-53
8.0,-35
9.0,-15
10.0,-13
11.0,-15
12.0,-10
13.0,-9
14.0,-34
15.0,-18
16.0,-12
17.0,-19
18.0,-12
19.0,9
20.0,6
21.0,8
22.0,10
23.0,6
24.0,-7
25.0,-9
26.0,-6
27.0,11
28.0,4
29.0,8
30.0,6
31.0,9
32.0,71
33.0,43
34.0,21
35.0,18
36.0,6
37.0,-2
38.0,-6
39.0,-9
40.0,-6
41.0,-3
42.0,10
43.0,11
44.0,2
45.0,6
45.5,5
46.0,-1
47.0,-46
48.0,-33
49.0,-25
50.0,-25
51.0,-40
52.0,-26
53.0,-26
54.0,-21
55.0,-17
56.0,-9
57.0,-1
58.0,1
59.0,6
60.0,-21
61.0,-12
62.0,-48
63.0,-25
64.0,-46
65.0,-37
66.0,-23
67.0,-12
68.0,-14
69.0,-2
70.0,-2
71.0,-27
72.0,-22
73.0,-14
74.0,-10
75.0,-12
76.0,29
77.0,19
78.0,16
79.0,9
80.0,5
81.0,-1
82.0,4
83.0,6
84.0,8
85.0,9
86.0,10
87.0,6
88.0,8
89.0,5
90.0,8
90.5,-20
