match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,blockedScoringAttempt,dispossessed,shotOffTarget
15280983,home,6226,FK Dečić Tuzi,1005595,Dejan Perovic,dejan-perovic,F,44,False,12.0,7.0,1.0,0.0,0.0,3.0,5.0,4.0,7.0,1.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,63.0,21.0,6.4,5.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,2,6,58.333333333333336,0.0,0.0,0.0,,,,,
15280983,home,6226,FK Dečić Tuzi,1394763,Trimror Selimi,trimron-selimi,F,19,True,14.0,8.0,1.0,0.0,0.0,2.0,3.0,6.0,11.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.0,18.0,6.5,8.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,0,6,57.14285714285714,0.0,50.0,,,,,1.0,
15280983,home,6226,FK Dečić Tuzi,1035792,Petar Sekulović,petar-sekulovic,M,20,True,12.0,8.0,3.0,1.0,0.0,5.0,6.0,2.0,5.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.0,19.0,6.8,6.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,4,4,66.66666666666666,33.33333333333333,,100.0,,,,,
15280983,home,6226,FK Dečić Tuzi,334115,Matija Božanović,matija-bozanovic,M,16,True,11.0,9.0,2.0,0.0,0.0,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.0,15.0,6.6,1.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,81.81818181818183,0.0,,100.0,,,,,
15280983,home,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,F,77,True,5.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,18.0,8.0,6.5,5.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,60.0,,,,,,,,
15280983,home,6226,FK Dečić Tuzi,1799572,Halil Kajoshaj,halil-kajoshaj,F,50,True,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,2.0,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,,,,
15280983,home,6226,FK Dečić Tuzi,1396431,Danilo Radosevic,danilo-radosevic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
15280983,home,6226,FK Dečić Tuzi,1108587,Robert Gjelaj,robert-gjelaj,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
15280983,home,6226,FK Dečić Tuzi,44305,Draško Božović,drasko-bozovic,M,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
15280983,home,6226,FK Dečić Tuzi,1196772,Arlind Maloku,arlind-maloku,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
15280983,away,36019,FK Mornar Bar,1405738,Benjamin Krijestarac,benjamin-krijestarac,G,24,False,33.0,21.0,18.0,6.0,0.0,15.0,17.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,90.0,45.0,6.8,11.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,63.63636363636363,33.33333333333333,,,0.0,,,,
15280983,away,36019,FK Mornar Bar,1392904,Velimir Ljutica,velimir-ljutica,D,32,False,31.0,20.0,5.0,2.0,0.0,8.0,8.0,12.0,21.0,3.0,0.0,1.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,38.0,7.0,12.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,3,5,64.51612903225806,40.0,0.0,,,,,,
15280983,away,36019,FK Mornar Bar,189001,Jovan Baošić,jovan-baosic,D,15,False,33.0,28.0,4.0,2.0,0.0,16.0,16.0,12.0,15.0,0.0,0.0,6.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,90.0,43.0,6.7,7.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,8,7,1,6,84.84848484848484,50.0,,,,,,,
15280983,away,36019,FK Mornar Bar,286837,Ilija Martinović,ilija-martinovic,D,25,False,62.0,57.0,3.0,1.0,0.0,38.0,38.0,17.0,22.0,0.0,0.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,90.0,80.0,7.1,5.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,1,5,91.93548387096774,33.33333333333333,,,,,,,
15280983,away,36019,FK Mornar Bar,171431,Nikola Stijepović,nikola-stijepovic,D,33,False,39.0,28.0,7.0,2.0,0.0,14.0,15.0,12.0,22.0,4.0,0.0,3.0,2.0,12.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,17.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,,90.0,47.0,7.2,13.0,0.0,0.0,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,5,14,5,9,71.7948717948718,28.57142857142857,0.0,,,,,,
15280983,away,36019,FK Mornar Bar,843005,Marko Đurišić,marko-durisic,M,8,False,36.0,30.0,2.0,0.0,0.0,12.0,16.0,18.0,20.0,1.0,1.0,1.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,90.0,52.0,6.9,8.0,0.09,0.0,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,4,8,83.33333333333334,0.0,100.0,,,,,2.0,2.0
15280983,away,36019,FK Mornar Bar,94261,Andrija Kaluđerović,andrija-kaluderovic,M,4,False,43.0,38.0,5.0,5.0,0.0,13.0,15.0,25.0,28.0,0.0,0.0,1.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,19.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,,,,,,,90.0,57.0,7.2,7.0,0.0,0.13,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,6,10,88.37209302325581,100.0,,,,1.0,,,
15280983,away,36019,FK Mornar Bar,894450,Yann Michael Yao,yann-michael-yao,M,11,False,20.0,10.0,2.0,1.0,0.0,3.0,4.0,6.0,15.0,3.0,0.0,2.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,,,,,,,73.0,30.0,6.5,11.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,4,7,2,5,50.0,50.0,0.0,,,,,1.0,
15280983,away,36019,FK Mornar Bar,804419,Demir Skrijelj,demir-skrijelj,M,10,False,29.0,21.0,1.0,1.0,0.0,3.0,4.0,18.0,25.0,6.0,2.0,1.0,0.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,73.0,51.0,7.0,14.0,0.0,0.3,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,1,15,5,10,72.41379310344827,100.0,33.33333333333333,0.0,,2.0,,1.0,
15280983,away,36019,FK Mornar Bar,95583,Stefan Denković,stefan-denkovic,M,7,False,33.0,24.0,1.0,1.0,0.0,9.0,11.0,15.0,22.0,4.0,1.0,1.0,0.0,14.0,12.0,0.0,8.0,5.0,0.0,0.0,1.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,,,,,,,90.0,73.0,7.5,8.0,0.13,0.2,"{'original': 7.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",26,1,25,12,13,72.72727272727273,100.0,25.0,62.5,,2.0,,,1.0
15280983,away,36019,FK Mornar Bar,856483,Balša Sekulić,balsa-sekulic,F,9,False,12.0,10.0,1.0,0.0,0.0,2.0,2.0,8.0,10.0,0.0,0.0,1.0,4.0,11.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,81.0,31.0,7.2,6.0,0.55,0.09,"{'original': 7.2, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,5,13,3,10,83.33333333333334,0.0,,,,1.0,1.0,1.0,1.0
15280983,away,36019,FK Mornar Bar,1005622,Jovan Dašić,jovan-dasic,M,17,True,8.0,6.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,17.0,15.0,6.5,3.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,4,5,75.0,,,100.0,,,,2.0,
15280983,away,36019,FK Mornar Bar,941133,Petar Vukčević,petar-vukcevic,F,19,True,9.0,8.0,0.0,0.0,0.0,2.0,2.0,6.0,7.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,17.0,13.0,6.5,2.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,88.88888888888889,,0.0,,,,,,
15280983,away,36019,FK Mornar Bar,357708,Nikola Vujnović,nikola-vujnovic,F,97,True,4.0,2.0,0.0,0.0,0.0,,,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9.0,4.0,6.6,2.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,50.0,,0.0,,,,,,
15280983,away,36019,FK Mornar Bar,187341,Stefan Popović,stefan-popovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
15280983,away,36019,FK Mornar Bar,226224,Filip Mitrović,filip-mitrovic,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
15280983,away,36019,FK Mornar Bar,1214474,Nikola Vuković,nikola-vukovic,D,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
15280983,away,36019,FK Mornar Bar,1404815,Matija Rovčanin,matija-rovcanin,M,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
15280983,away,36019,FK Mornar Bar,1484678,Vukas Dragović,vukas-dragovic,M,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
15280983,away,1138707,FK Mornar Bar,1606675,Luka Perović,luka-perovic,M,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
