match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,blockedScoringAttempt,dispossessed,shotOffTarget
15280983,home,6226,FK Dečić Tuzi,55668,Miloš Dragojević,milos-dragojevic,G,33,False,43.0,38.0,14.0,10.0,0.0,35.0,39.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,90.0,49.0,7.3,7.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,88.37209302325581,71.42857142857143,,,0.0,,,,
15280983,home,6226,FK Dečić Tuzi,958574,Jonathan Dresaj,jonathan-dresaj,D,22,False,25.0,19.0,3.0,3.0,0.0,10.0,12.0,7.0,10.0,3.0,2.0,0.0,0.0,10.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,90.0,38.0,6.9,12.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,0,13,3,10,76.0,100.0,66.66666666666666,66.66666666666666,,,,,
15280983,home,6226,FK Dečić Tuzi,1063206,Leon Ujkaj,leon-ujkaj,D,17,False,58.0,48.0,14.0,7.0,0.0,29.0,31.0,18.0,25.0,1.0,1.0,1.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,90.0,71.0,7.2,13.0,0.0,0.17,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,0,8,82.75862068965517,50.0,100.0,,,1.0,,,
15280983,home,6226,FK Dečić Tuzi,1466922,Nikola Braunović,nikola-braunovic,D,29,False,56.0,48.0,14.0,7.0,0.0,31.0,34.0,15.0,20.0,0.0,0.0,2.0,4.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,90.0,67.0,7.1,10.0,0.07,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,6,6,1,5,85.71428571428571,50.0,,0.0,,,1.0,,
15280983,home,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,D,15,False,39.0,29.0,8.0,6.0,0.0,15.0,20.0,11.0,16.0,0.0,0.0,2.0,3.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,90.0,45.0,7.3,14.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,5,5,1,4,74.35897435897436,75.0,,0.0,,,,,
15280983,home,6226,FK Dečić Tuzi,76273,Asmir Kajević,asmir-kajevic,M,10,False,24.0,19.0,1.0,1.0,0.0,10.0,12.0,9.0,12.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,63.0,30.0,6.7,8.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,2,7,79.16666666666666,100.0,,,,,,,
15280983,home,6226,FK Dečić Tuzi,1005614,Andrej Bajović,andrej-bajovic,M,14,False,34.0,24.0,4.0,2.0,0.0,14.0,20.0,10.0,14.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,,72.0,39.0,6.8,12.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,4,5,70.58823529411765,50.0,100.0,,,,,1.0,
15280983,home,6226,FK Dečić Tuzi,2073399,Mark Djokaj,mark-djokaj,M,11,False,17.0,13.0,2.0,1.0,0.0,7.0,9.0,6.0,8.0,0.0,0.0,2.0,0.0,13.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,2.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,,,,,,,90.0,29.0,6.6,8.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,2,15,4,11,76.47058823529412,50.0,,100.0,,,,,
15280983,home,6225,FK Dečić Tuzi,1131064,Balša Radusinović,balsa-radusinovic,F,32,False,21.0,14.0,1.0,1.0,0.0,5.0,7.0,8.0,13.0,0.0,0.0,3.0,4.0,12.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,,,,,,,88.0,31.0,6.6,13.0,0.0,0.07,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,7,13,4,9,66.66666666666666,100.0,,100.0,,1.0,,,
15280983,home,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,False,14.0,11.0,0.0,0.0,0.0,4.0,6.0,7.0,8.0,0.0,0.0,1.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,,,,72.0,25.0,7.0,13.0,0.17,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,5,10,5,5,78.57142857142857,,,,,,,1.0,1.0
