minute,value
1.0,6
2.0,9
3.0,12
4.0,18
5.0,18
6.0,22
7.0,23
8.0,17
9.0,-27
10.0,-14
11.0,-1
11.5,4
12.0,9
12.5,4
13.0,8
14.0,10
15.0,14
16.0,21
17.0,9
18.0,8
18.5,3
19.0,-33
19.5,3
20.0,-91
21.0,-8
22.0,-8
22.5,3
23.0,-38
24.0,48
25.0,25
26.0,14
27.0,6
27.5,2
28.0,3
29.0,47
29.5,2
30.0,59
31.0,32
32.0,22
32.5,3
33.0,10
34.0,-23
35.0,-18
36.0,-4
37.0,-6
38.0,-2
39.0,2
39.5,1
40.0,3
40.5,1
41.0,2
41.5,1
42.0,3
42.5,1
43.0,3
44.0,3
44.5,1
45.0,-5
45.5,-15
46.0,16
47.0,-34
48.0,27
49.0,19
49.5,2
50.0,13
50.5,2
51.0,-29
51.5,2
52.0,-19
52.5,2
53.0,-32
53.5,2
54.0,-14
54.5,2
55.0,12
56.0,12
56.5,2
57.0,15
57.5,2
58.0,17
58.5,2
59.0,12
59.5,2
60.0,8
60.5,2
61.0,11
61.5,2
62.0,8
62.5,2
63.0,1
64.0,2
65.0,-39
65.5,2
66.0,-100
66.5,2
67.0,-63
68.0,47
69.0,13
69.5,2
70.0,18
71.0,29
72.0,19
73.0,-14
74.0,-38
74.5,2
75.0,-16
76.0,-4
77.0,3
77.5,3
78.0,9
79.0,10
80.0,-24
81.0,-25
81.5,2
82.0,-18
83.0,-15
84.0,-42
85.0,-22
86.0,-15
87.0,-12
87.5,2
88.0,7
88.5,2
89.0,-4
89.5,2
90.0,2
90.5,115
