minute,value
1.0,6
2.0,9
3.0,43
4.0,39
5.0,23
6.0,-22
7.0,6
8.0,14
9.0,2
10.0,12
11.0,8
12.0,4
13.0,8
14.0,27
15.0,-37
16.0,-7
17.0,7
18.0,9
19.0,-19
20.0,28
21.0,47
22.0,26
23.0,-17
24.0,7
25.0,33
26.0,80
27.0,89
28.0,19
29.0,11
30.0,-16
31.0,13
32.0,9
33.0,15
34.0,18
35.0,50
36.0,30
37.0,52
38.0,38
39.0,55
40.0,33
41.0,21
42.0,14
43.0,15
44.0,15
45.0,11
45.5,-7
46.0,3
47.0,19
48.0,18
49.0,18
50.0,15
51.0,20
52.0,14
53.0,18
54.0,14
55.0,68
56.0,60
57.0,44
58.0,33
59.0,79
60.0,64
61.0,54
62.0,33
63.0,49
64.0,50
65.0,45
66.0,45
67.0,51
68.0,49
69.0,43
70.0,26
71.0,-16
72.0,9
73.0,59
74.0,53
75.0,39
76.0,35
77.0,34
78.0,20
79.0,32
80.0,-64
81.0,56
82.0,23
83.0,15
84.0,85
85.0,57
86.0,31
87.0,62
88.0,95
89.0,34
90.0,19
90.5,-18
