match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialLost,duelLost,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialWon,duelWon,dispossessed,totalContest,wonContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,bestBallCarryProgression,totalProgressiveBallCarriesDistance,keyPass,fouls,shotOffTarget,outfielderBlock,shotValueNormalized,challengeLost,onTargetScoringAttempt,blockedScoringAttempt,totalOffside
14015591,away,7771,FK Mladost Lučani,892174,Uroš Ljubomirac,uros-ljubomirac,M,77,False,37.0,28.0,4.0,2.0,0.0,8.0,9.0,20.0,28.0,1.0,7.0,,6.0,,,,90.0,54.0,6.3,19.0,151.87306436997,20.0,-9.7305508025298,0.0,,"{'original': 6.3, 'alternative': 7}",1,0.02,-0.01,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,2,6,75.67567567567568,50.0,,,,4.0,,,2.0,1.0,2.0,,2.0,1.0,,2.0,1.0,,,1.0,3.0,,,-0.25,,1.0,,1.0
14015591,away,7771,FK Mladost Lučani,126558,Petar Bojić,petar-bojic,F,10,False,20.0,15.0,1.0,1.0,0.0,4.0,4.0,11.0,16.0,2.0,4.0,,1.0,,,,83.0,31.0,6.2,7.0,27.011472224234,6.0,0.71141246539387,0.0,,"{'original': 6.2, 'alternative': 7.1}",2,-0.79,0.27,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,4,2,75.0,100.0,,,,,,,4.0,1.0,,,,1.0,,1.0,3.0,,,1.0,1.0,,,-0.17,,1.0,1.0,1.0
14015591,away,7771,FK Mladost Lučani,1981982,Mihailo Todosijevic,mihailo-todosijevic,F,22,False,21.0,11.0,1.0,,0.0,2.0,4.0,9.0,17.0,4.0,10.0,,1.0,,,,90.0,37.0,6.0,16.0,141.08998283795,15.0,13.407679726362,2.0,,"{'original': 6, 'alternative': 6.6}",2,-0.3,0.25,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,6,8,2,6,52.38095238095239,,,33.33333333333333,,,,2.0,4.0,1.0,3.0,1.0,,1.0,1.0,3.0,,15.934585842408,37.527105183537,1.0,2.0,1.0,,0.0,1.0,,1.0,
14015591,away,7771,FK Mladost Lučani,1030454,Filip Žunić,filip-zunic,D,18,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,2.0,,1.0,,,,12.0,5.0,6.7,,53.26718185966,3.0,41.949610235153,1.0,,"{'original': 6.7, 'alternative': 6.4}",0,0.05,0.12,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,100.0,,,,,,,1.0,1.0,,,,,,,,,27.110918013612,27.115554226311,,1.0,,,,1.0,,,
14015591,away,7771,FK Mladost Lučani,173957,Irfan Hadžić,irfan-hadzic,F,9,True,,,,,0.0,,,,,,,,,,,,12.0,,6.3,,,,,,,"{'original': 6.3, 'alternative': 6.3}",0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015591,away,7771,FK Mladost Lučani,150667,Nikola Boranijašević,nikola-boranijasevic,D,28,True,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015591,away,7771,FK Mladost Lučani,80250,Nikola Leković,nikola-lekovic,D,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015591,away,7771,FK Mladost Lučani,885516,Veljko Kijevčanin,veljko-kijevcanin,M,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015591,away,7771,FK Mladost Lučani,1166128,Bogdan Matijasevic,bogdan-matijasevic,G,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015591,away,324865,FK Mladost Lučani,2162392,David Đokić,david-dokic,F,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015591,away,324865,FK Mladost Lučani,1865415,Jagoš Ðurković,jagos-djurkovic,M,42,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015591,away,7771,FK Mladost Lučani,111313,Milan Joksimović,milan-joksimovic,D,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015591,away,7771,FK Mladost Lučani,795855,Aleksandar Varjačić,aleksandar-varjacic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015591,away,7771,FK Mladost Lučani,193130,Nikola Andrić,nikola-andric,D,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
