player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Petar Bojić', 'firstName': '', 'lastName': '', 'slug': 'petar-bojic', 'shortName': 'P. Bojić', 'position': 'M', 'jerseyNumber': '10', 'userCount': 26, 'gender': 'M', 'id': 126558, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بويتش', 'bn': 'পেটার বোজিচ', 'hi': 'पीटर बोजिक'}, 'shortNameTranslation': {'ar': 'ب. بويتش', 'bn': 'পি. বোজিচ', 'hi': 'पी. बोजिक'}}}",False,save,regular,"{'x': 14.7, 'y': 50.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.3, 'z': 7.6}","{'name': 'Dimitrije Stevanović', 'firstName': '', 'lastName': '', 'slug': 'dimitrije-stevanovic', 'shortName': 'D. Stevanović', 'position': 'G', 'jerseyNumber': '12', 'userCount': 49, 'gender': 'M', 'id': 1065775, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي ستيفانوفيتش'}, 'shortNameTranslation': {'ar': 'د. ستيفانوفيتش'}}}",6766637,67,,3991,"{'start': {'x': 50.7, 'y': 14.7}, 'block': {'x': 49.5, 'y': 2.2}, 'end': {'x': 50.7, 'y': 0}, 'goal': {'x': 50.7, 'y': 92.4}}",24,1409,1291,shot,"{'x': 2.2, 'y': 49.5, 'z': 0}"
"{'name': 'Lazar Mićić', 'firstName': 'Lazar Micic', 'lastName': '', 'slug': 'lazar-micic', 'shortName': 'L. Mićić', 'position': 'M', 'jerseyNumber': '28', 'userCount': 43, 'gender': 'M', 'id': 1147526, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميتشيتش'}, 'shortNameTranslation': {'ar': 'ل. ميتشيتش'}}}",True,save,assisted,"{'x': 10.7, 'y': 72.3, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 18.4}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6766636,62,,3696,"{'start': {'x': 72.3, 'y': 10.7}, 'block': {'x': 54.7, 'y': 1.8}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 81.6}}",29,1704,996,shot,"{'x': 1.8, 'y': 54.7, 'z': 0}"
"{'name': 'Nemanja Đokić', 'slug': 'nemanja-dokic', 'shortName': 'N. Đokić', 'position': 'D', 'jerseyNumber': '5', 'userCount': 15, 'gender': 'M', 'id': 1392891, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا ديوكيتش'}, 'shortNameTranslation': {'ar': 'ن. ديوكيتش'}}}",True,miss,free-kick,"{'x': 20.4, 'y': 66.9, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 59.5, 'z': 93.1}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6766634,55,,3282,"{'start': {'x': 66.9, 'y': 20.4}, 'end': {'x': 40.5, 'y': 0}, 'goal': {'x': 40.5, 'y': 6.9}}",36,2118,582,shot,
"{'name': 'Mihailo Todosijevic', 'firstName': 'Mihailo Todosijevic', 'slug': 'mihailo-todosijevic', 'shortName': 'M. Todosijevic', 'position': 'F', 'jerseyNumber': '22', 'userCount': 19, 'gender': 'M', 'id': 1981982, 'fieldTranslations': {'nameTranslation': {'ar': 'ميهايلو تودوسيفيتش'}, 'shortNameTranslation': {'ar': 'م. تودوسيفيتش'}}}",False,block,corner,"{'x': 14.3, 'y': 67.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 19}","{'name': 'Dimitrije Stevanović', 'firstName': '', 'lastName': '', 'slug': 'dimitrije-stevanovic', 'shortName': 'D. Stevanović', 'position': 'G', 'jerseyNumber': '12', 'userCount': 49, 'gender': 'M', 'id': 1065775, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي ستيفانوفيتش'}, 'shortNameTranslation': {'ar': 'د. ستيفانوفيتش'}}}",6766633,49,,2923,"{'start': {'x': 67.2, 'y': 14.3}, 'block': {'x': 60.5, 'y': 8.8}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 81}}",42,2477,223,shot,"{'x': 8.8, 'y': 60.5, 'z': 0}"
"{'name': 'Janko Tumbasević', 'firstName': '', 'lastName': '', 'slug': 'janko-tumbasevic', 'shortName': 'J. Tumbasević', 'position': 'M', 'jerseyNumber': '8', 'userCount': 13, 'gender': 'M', 'id': 27863, 'fieldTranslations': {'nameTranslation': {'ar': 'جانكو تومباسيفيتش', 'bn': 'জানকো টাম্বাসেভিচ', 'hi': 'जान्को टुम्बासेविक'}, 'shortNameTranslation': {'ar': 'ج. تومباسيفيتش', 'bn': 'জে. টাম্বাসেভিচ', 'hi': 'जे. टुम्बासेविक'}}}",False,save,corner,"{'x': 4.2, 'y': 59.1, 'z': 0}",head,high-right,"{'x': 0, 'y': 47.1, 'z': 20.9}","{'name': 'Dimitrije Stevanović', 'firstName': '', 'lastName': '', 'slug': 'dimitrije-stevanovic', 'shortName': 'D. Stevanović', 'position': 'G', 'jerseyNumber': '12', 'userCount': 49, 'gender': 'M', 'id': 1065775, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي ستيفانوفيتش'}, 'shortNameTranslation': {'ar': 'د. ستيفانوفيتش'}}}",6791922,48,,2834,"{'start': {'x': 59.1, 'y': 4.2}, 'block': {'x': 57.6, 'y': 2.9}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 79.1}}",43,2566,134,shot,"{'x': 2.9, 'y': 57.6, 'z': 0}"
"{'name': 'Bayere Loue', 'firstName': '', 'lastName': '', 'slug': 'bayere-loue', 'shortName': 'B. Loue', 'position': 'F', 'jerseyNumber': '27', 'userCount': 74, 'gender': 'M', 'id': 972802, 'fieldTranslations': {'nameTranslation': {'ar': 'باير لو'}, 'shortNameTranslation': {'ar': 'ب. لو'}}}",True,block,assisted,"{'x': 8.2, 'y': 45.6, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.4, 'z': 19}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6766493,45,2.0,2818,"{'start': {'x': 45.6, 'y': 8.2}, 'block': {'x': 46.4, 'y': 6.6}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 81}}",1,2582,118,shot,"{'x': 6.6, 'y': 46.4, 'z': 0}"
"{'name': 'Nemanja Đokić', 'slug': 'nemanja-dokic', 'shortName': 'N. Đokić', 'position': 'D', 'jerseyNumber': '5', 'userCount': 15, 'gender': 'M', 'id': 1392891, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا ديوكيتش'}, 'shortNameTranslation': {'ar': 'ن. ديوكيتش'}}}",True,miss,assisted,"{'x': 6.7, 'y': 51.7, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 58.8, 'z': 59.7}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6766488,41,,2425,"{'start': {'x': 51.7, 'y': 6.7}, 'end': {'x': 41.2, 'y': 0}, 'goal': {'x': 41.2, 'y': 40.3}}",5,275,2425,shot,
"{'name': 'Žarko Udovičić', 'slug': 'zarko-udovicic', 'shortName': 'Ž. Udovičić', 'position': 'D', 'jerseyNumber': '33', 'userCount': 17, 'gender': 'M', 'id': 795938, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو أودوفيتشيتش', 'bn': 'জারকো উডোভিচ', 'hi': 'ज़ारको उदोविचिक'}, 'shortNameTranslation': {'ar': 'ز. أودوفيتشيتش', 'bn': 'জেড. উডোভিচ', 'hi': 'ज़ेड. उदोविचिक'}}}",False,miss,throw-in-set-piece,"{'x': 8.9, 'y': 31.1, 'z': 0}",left-foot,right,"{'x': 0, 'y': 40.3, 'z': 18.1}","{'name': 'Dimitrije Stevanović', 'firstName': '', 'lastName': '', 'slug': 'dimitrije-stevanovic', 'shortName': 'D. Stevanović', 'position': 'G', 'jerseyNumber': '12', 'userCount': 49, 'gender': 'M', 'id': 1065775, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي ستيفانوفيتش'}, 'shortNameTranslation': {'ar': 'د. ستيفانوفيتش'}}}",6766483,36,,2117,"{'start': {'x': 31.1, 'y': 8.9}, 'end': {'x': 59.7, 'y': 0}, 'goal': {'x': 59.7, 'y': 81.9}}",10,583,2117,shot,
"{'name': 'Mamane Amadou Sabo', 'slug': 'mamane-amadou-sabo', 'shortName': 'M. A. Sabo', 'position': 'M', 'jerseyNumber': '6', 'userCount': 199, 'gender': 'M', 'id': 1435246, 'fieldTranslations': {'nameTranslation': {'ar': 'ماماني أمدو سابو'}, 'shortNameTranslation': {'ar': 'م. سابو'}}}",True,miss,regular,"{'x': 21.2, 'y': 49.3, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 56.5, 'z': 80.6}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6766479,32,,1882,"{'start': {'x': 49.3, 'y': 21.2}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 19.4}}",14,818,1882,shot,
"{'name': 'Petar Bojić', 'firstName': '', 'lastName': '', 'slug': 'petar-bojic', 'shortName': 'P. Bojić', 'position': 'M', 'jerseyNumber': '10', 'userCount': 26, 'gender': 'M', 'id': 126558, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بويتش', 'bn': 'পেটার বোজিচ', 'hi': 'पीटर बोजिक'}, 'shortNameTranslation': {'ar': 'ب. بويتش', 'bn': 'পি. বোজিচ', 'hi': 'पी. बोजिक'}}}",False,block,assisted,"{'x': 6.7, 'y': 40.7, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.7, 'z': 19}","{'name': 'Dimitrije Stevanović', 'firstName': '', 'lastName': '', 'slug': 'dimitrije-stevanovic', 'shortName': 'D. Stevanović', 'position': 'G', 'jerseyNumber': '12', 'userCount': 49, 'gender': 'M', 'id': 1065775, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي ستيفانوفيتش'}, 'shortNameTranslation': {'ar': 'د. ستيفانوفيتش'}}}",6766476,28,,1658,"{'start': {'x': 40.7, 'y': 6.7}, 'block': {'x': 42.1, 'y': 5.9}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 81}}",18,1042,1658,shot,"{'x': 5.9, 'y': 42.1, 'z': 0}"
"{'name': 'Nemanja Đokić', 'slug': 'nemanja-dokic', 'shortName': 'N. Đokić', 'position': 'D', 'jerseyNumber': '5', 'userCount': 15, 'gender': 'M', 'id': 1392891, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا ديوكيتش'}, 'shortNameTranslation': {'ar': 'ن. ديوكيتش'}}}",True,miss,assisted,"{'x': 11.1, 'y': 35.4, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.3, 'z': 55.6}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6766473,24,,1402,"{'start': {'x': 35.4, 'y': 11.1}, 'end': {'x': 42.7, 'y': 0}, 'goal': {'x': 42.7, 'y': 44.4}}",22,1298,1402,shot,
"{'name': 'Boubacari Doucoure', 'firstName': '', 'lastName': '', 'slug': 'boubacari-doucoure', 'shortName': 'B. Doucoure', 'position': 'M', 'jerseyNumber': '19', 'userCount': 40, 'gender': 'M', 'id': 986764, 'fieldTranslations': {'nameTranslation': {'ar': 'بوباكاري دوكوري'}, 'shortNameTranslation': {'ar': 'ب. دوكوري'}}}",True,save,throw-in-set-piece,"{'x': 8.8, 'y': 54.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 1.9}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6766470,20,,1155,"{'start': {'x': 54.2, 'y': 8.8}, 'block': {'x': 52.2, 'y': 1.1}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 98.1}}",26,1545,1155,shot,"{'x': 1.1, 'y': 52.2, 'z': 0}"
"{'name': 'Lazar Mićić', 'firstName': 'Lazar Micic', 'lastName': '', 'slug': 'lazar-micic', 'shortName': 'L. Mićić', 'position': 'M', 'jerseyNumber': '28', 'userCount': 43, 'gender': 'M', 'id': 1147526, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميتشيتش'}, 'shortNameTranslation': {'ar': 'ل. ميتشيتش'}}}",True,block,corner,"{'x': 20.7, 'y': 73.6, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.6, 'z': 19}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6766468,19,,1128,"{'start': {'x': 73.6, 'y': 20.7}, 'block': {'x': 59.9, 'y': 6.7}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 81}}",27,1572,1128,shot,"{'x': 6.7, 'y': 59.9, 'z': 0}"
