minute,value
0.0,0
1.0,2
2.0,30
3.0,19
4.0,-47
5.0,-22
6.0,-15
7.0,45
8.0,49
9.0,25
10.0,8
11.0,2
12.0,-7
13.0,27
14.0,6
15.0,26
16.0,18
17.0,9
18.0,43
19.0,26
20.0,18
21.0,-36
22.0,-20
23.0,-15
24.0,-9
25.0,-12
26.0,5
27.0,5
28.0,7
29.0,4
30.0,2
31.0,-1
32.0,4
33.0,6
34.0,3
35.0,1
36.0,25
37.0,19
38.0,5
39.0,2
40.0,60
41.0,33
42.0,43
43.0,25
44.0,4
45.0,59
45.5,40
46.0,28
47.0,-42
48.0,24
49.0,-42
50.0,-24
51.0,-18
52.0,-9
53.0,-14
54.0,-17
55.0,-12
56.0,74
57.0,39
58.0,27
59.0,-27
60.0,-13
61.0,-10
62.0,-8
63.0,-7
64.0,-5
65.0,-4
66.0,-5
67.0,-10
68.0,79
69.0,42
70.0,23
71.0,7
72.0,3
73.0,-7
74.0,-1
75.0,28
76.0,16
77.0,8
78.0,28
79.0,14
80.0,-108
81.0,-53
82.0,-34
83.0,-24
84.0,-76
85.0,-45
86.0,-24
87.0,-17
88.0,-7
89.0,-8
90.0,8
90.5,70
