player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Draško Božović', 'slug': 'drasko-bozovic', 'shortName': 'D. Božović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 12, 'gender': 'M', 'id': 44305, 'fieldTranslations': {'nameTranslation': {'ar': 'دراسكو بوزوفيتش', 'hi': 'ड्रास्को बोजोविक', 'bn': 'ড্রাস্কো বোজোভিচ'}, 'shortNameTranslation': {'ar': 'د. بوزوفيتش', 'hi': 'डी. बोजोविक', 'bn': 'ডি. বোজোভিচ'}}}",True,goal,penalty,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 6.1}",0.76,0.81,6544239,90,5.0,5662,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 93.9}}",1,638,262,shot,
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'M', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",False,goal,regular,regular,"{'x': 8, 'y': 52, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 17.9}",0.1461,0.6911,6544237,90,,5395,"{'start': {'x': 52, 'y': 8}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 82.1}}",1,5,2695,shot,
"{'name': 'Nikola Braunović', 'firstName': '', 'lastName': '', 'slug': 'nikola-braunovic', 'shortName': 'N. Braunović', 'position': 'M', 'jerseyNumber': '29', 'userCount': 5, 'gender': 'M', 'id': 1466922, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا براونوفيتش'}, 'shortNameTranslation': {'ar': 'ن. براونوفيتش'}}}",True,goal,regular,set-piece,"{'x': 4, 'y': 47, 'z': 0}",head,low-right,"{'x': 0, 'y': 46.4, 'z': 13.2}",0.3904,0.7697,6544236,87,,5166,"{'start': {'x': 47, 'y': 4}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 86.8}}",4,234,2466,shot,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",False,miss,,regular,"{'x': 26, 'y': 74, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 40.9, 'z': 6.1}",0.001656,,6544235,69,,4122,"{'start': {'x': 74, 'y': 26}, 'end': {'x': 59.1, 'y': 0}, 'goal': {'x': 59.1, 'y': 93.9}}",22,1278,1422,shot,
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",False,goal,regular,throw-in-set-piece,"{'x': 9, 'y': 48, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.2, 'z': 5.8}",0.2491,0.7145,6544234,61,,3649,"{'start': {'x': 48, 'y': 9}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 94.2}}",30,1751,949,shot,
"{'name': 'Vuk Striković', 'firstName': '', 'lastName': '', 'slug': 'vuk-strikovic', 'shortName': 'V. Striković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 17, 'gender': 'M', 'id': 1034556, 'fieldTranslations': {'nameTranslation': {'ar': 'فوك ستريركوفيتش', 'hi': 'वुक स्ट्रिकोविक', 'bn': 'ভুক স্ট্রিকোভিচ'}, 'shortNameTranslation': {'ar': 'ف. ستريركوفيتش', 'hi': 'डब्ल्यू. स्ट्रिकोविक', 'bn': 'ভি. স্ট্রিকোভিচ'}}}",True,block,,regular,"{'x': 12, 'y': 64, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.05801,,6544233,55,,3255,"{'start': {'x': 64, 'y': 12}, 'block': {'x': 64, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",36,2145,555,shot,"{'x': 12, 'y': 64, 'z': 0}"
"{'name': 'Vuk Striković', 'firstName': '', 'lastName': '', 'slug': 'vuk-strikovic', 'shortName': 'V. Striković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 17, 'gender': 'M', 'id': 1034556, 'fieldTranslations': {'nameTranslation': {'ar': 'فوك ستريركوفيتش', 'hi': 'वुक स्ट्रिकोविक', 'bn': 'ভুক স্ট্রিকোভিচ'}, 'shortNameTranslation': {'ar': 'ف. ستريركوفيتش', 'hi': 'डब्ल्यू. स्ट्रिकोविक', 'bn': 'ভি. স্ট্রিকোভিচ'}}}",True,miss,,regular,"{'x': 3, 'y': 44, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 58, 'z': 59.4}",0.2603,,6544232,53,,3158,"{'start': {'x': 44, 'y': 3}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 40.6}}",38,2242,458,shot,
"{'name': 'Trimror Selimi', 'firstName': 'Trimron Selimi', 'lastName': '', 'slug': 'trimron-selimi', 'shortName': 'T. Selimi', 'position': 'M', 'jerseyNumber': '19', 'userCount': 15, 'gender': 'M', 'id': 1394763, 'fieldTranslations': {'nameTranslation': {'ar': 'تريمور سليمي'}, 'shortNameTranslation': {'ar': 'ت. سليمي'}}}",True,goal,regular,free-kick,"{'x': 22, 'y': 26, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46, 'z': 30.3}",0.08089,0.4088,6544240,51,,3022,"{'start': {'x': 26, 'y': 22}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 69.7}}",40,2378,322,shot,
"{'name': 'Trimror Selimi', 'firstName': 'Trimron Selimi', 'lastName': '', 'slug': 'trimron-selimi', 'shortName': 'T. Selimi', 'position': 'M', 'jerseyNumber': '19', 'userCount': 15, 'gender': 'M', 'id': 1394763, 'fieldTranslations': {'nameTranslation': {'ar': 'تريمور سليمي'}, 'shortNameTranslation': {'ar': 'ت. سليمي'}}}",True,save,,regular,"{'x': 7, 'y': 32, 'z': 0}",head,low-centre,"{'x': 0, 'y': 48.5, 'z': 9.3}",0.07005,0.09545,6544231,48,,2851,"{'start': {'x': 32, 'y': 7}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 90.7}}",43,2549,151,shot,
"{'name': 'Mark Djokaj', 'slug': 'mark-djokaj', 'shortName': 'M. Djokaj', 'position': 'F', 'userCount': 13, 'gender': 'M', 'id': 2073399, 'fieldTranslations': {'nameTranslation': {'ar': 'مارك ديوكاج'}, 'shortNameTranslation': {'ar': 'م. ديوكاج'}}}",True,save,,regular,"{'x': 16, 'y': 47, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.6, 'z': 8.4}",0.1285,0.08316,6544230,45,5.0,2971,"{'start': {'x': 47, 'y': 16}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 91.6}}",1,2429,271,shot,
"{'name': 'Trimror Selimi', 'firstName': 'Trimron Selimi', 'lastName': '', 'slug': 'trimron-selimi', 'shortName': 'T. Selimi', 'position': 'M', 'jerseyNumber': '19', 'userCount': 15, 'gender': 'M', 'id': 1394763, 'fieldTranslations': {'nameTranslation': {'ar': 'تريمور سليمي'}, 'shortNameTranslation': {'ar': 'ت. سليمي'}}}",True,miss,,throw-in-set-piece,"{'x': 23, 'y': 33, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 46.6, 'z': 52.2}",0.003476,,6544229,45,3.0,2853,"{'start': {'x': 33, 'y': 23}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 47.8}}",1,2547,153,shot,
"{'name': 'Asmir Kajević', 'slug': 'asmir-kajevic', 'shortName': 'A. Kajević', 'position': 'M', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 76273, 'fieldTranslations': {'nameTranslation': {'ar': 'أسمير كايفيتش', 'hi': 'अस्मिर काजेविक', 'bn': 'আসমির কাজেভিচ'}, 'shortNameTranslation': {'ar': 'أ. كايفيتش', 'hi': 'ए. काजेविक', 'bn': 'এ. কাজেভিচ'}}}",True,save,,set-piece,"{'x': 4, 'y': 50, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 4.5}",0.5663,0.6262,6544228,45,2.0,2788,"{'start': {'x': 50, 'y': 4}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 95.5}}",1,2612,88,shot,
"{'name': 'Stephano Almeida', 'firstName': 'Stephano', 'lastName': 'Almeida', 'slug': 'stephano-almeida', 'shortName': 'S. Almeida', 'position': 'M', 'jerseyNumber': '27', 'userCount': 14, 'gender': 'M', 'id': 978475, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفانو ألميدا', 'hi': 'स्टेफानो अल्मेडा', 'bn': 'স্টেফানো নাউমোভস্কি'}, 'shortNameTranslation': {'ar': 'س. ألميدا', 'hi': 'एस. अल्मेडा', 'bn': 'এস. নাউমোভস্কি'}}}",False,save,,regular,"{'x': 14, 'y': 50, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.7, 'z': 10.8}",0.1918,0.2261,6544227,44,,2584,"{'start': {'x': 50, 'y': 14}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 89.2}}",2,116,2584,shot,
"{'name': 'Mark Djokaj', 'slug': 'mark-djokaj', 'shortName': 'M. Djokaj', 'position': 'F', 'userCount': 13, 'gender': 'M', 'id': 2073399, 'fieldTranslations': {'nameTranslation': {'ar': 'مارك ديوكاج'}, 'shortNameTranslation': {'ar': 'م. ديوكاج'}}}",True,miss,,regular,"{'x': 9, 'y': 39, 'z': 0}",head,close-left,"{'x': 0, 'y': 57.7, 'z': 30.3}",0.0495,,6544226,38,,2251,"{'start': {'x': 39, 'y': 9}, 'end': {'x': 42.3, 'y': 0}, 'goal': {'x': 42.3, 'y': 69.7}}",8,449,2251,shot,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,miss,,regular,"{'x': 13, 'y': 64, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.1, 'z': 24.6}",0.05739,,6544225,37,,2213,"{'start': {'x': 64, 'y': 13}, 'end': {'x': 58.9, 'y': 0}, 'goal': {'x': 58.9, 'y': 75.4}}",9,487,2213,shot,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,miss,,regular,"{'x': 20, 'y': 56, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 40.8, 'z': 14.2}",0.004451,,6544224,34,,2009,"{'start': {'x': 56, 'y': 20}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 85.8}}",12,691,2009,shot,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,miss,,set-piece,"{'x': 8, 'y': 57, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.4, 'z': 25.8}",0.2609,,6544223,32,,1911,"{'start': {'x': 57, 'y': 8}, 'end': {'x': 56.6, 'y': 0}, 'goal': {'x': 56.6, 'y': 74.2}}",14,789,1911,shot,
"{'name': 'Lazar Knezevic', 'firstName': 'Lazar Knezevic', 'slug': 'lazar-knezevic', 'shortName': 'L. Knezevic', 'position': 'M', 'jerseyNumber': '7', 'userCount': 5, 'gender': 'M', 'id': 1497156, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كنيزيفيتش'}, 'shortNameTranslation': {'ar': 'ل. كنيزيفيتش'}}}",False,block,,regular,"{'x': 13, 'y': 49, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.2612,,6544222,31,,1820,"{'start': {'x': 49, 'y': 13}, 'block': {'x': 49, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",15,880,1820,shot,"{'x': 13, 'y': 49, 'z': 0}"
"{'name': 'Nikola Braunović', 'firstName': '', 'lastName': '', 'slug': 'nikola-braunovic', 'shortName': 'N. Braunović', 'position': 'M', 'jerseyNumber': '29', 'userCount': 5, 'gender': 'M', 'id': 1466922, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا براونوفيتش'}, 'shortNameTranslation': {'ar': 'ن. براونوفيتش'}}}",True,goal,own,own-goal,"{'x': 6, 'y': 71, 'z': 0}",other,low-centre,"{'x': 0, 'y': 50, 'z': 20}",,,6544238,25,,1453,"{'start': {'x': 71, 'y': 6}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",21,1247,1453,shot,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,goal,regular,regular,"{'x': 7, 'y': 42, 'z': 0}",head,high-right,"{'x': 0, 'y': 47.5, 'z': 24.3}",0.2613,0.8884,6544221,14,,795,"{'start': {'x': 42, 'y': 7}, 'end': {'x': 52.5, 'y': 0}, 'goal': {'x': 52.5, 'y': 75.7}}",32,1905,795,shot,
