minute,value
0.0,0
1.0,6
2.0,4
3.0,18
4.0,15
5.0,9
6.0,-35
7.0,-23
8.0,-42
9.0,-31
10.0,-20
11.0,-16
12.0,-5
13.0,-8
14.0,-86
15.0,-55
16.0,-34
17.0,-17
18.0,-11
19.0,-7
20.0,-5
21.0,-8
22.0,-6
23.0,-5
24.0,-9
25.0,-6
26.0,-4
27.0,20
28.0,15
29.0,14
30.0,9
31.0,-56
32.0,-63
33.0,-38
34.0,-54
35.0,-22
36.0,-9
37.0,-33
38.0,25
39.0,16
40.0,9
41.0,11
42.0,15
43.0,8
44.0,-40
45.0,-16
45.5,140
46.0,6
47.0,-139
48.0,-39
49.0,-17
50.0,-4
51.0,92
52.0,70
53.0,70
54.0,48
55.0,59
56.0,10
57.0,7
58.0,3
59.0,8
60.0,14
61.0,-69
62.0,-35
63.0,-19
64.0,-9
65.0,-10
66.0,2
67.0,2
68.0,2
69.0,-29
70.0,-15
71.0,-8
72.0,-4
73.0,4
74.0,5
75.0,29
76.0,39
77.0,24
78.0,19
79.0,13
80.0,12
81.0,12
82.0,19
83.0,18
84.0,17
85.0,12
86.0,13
87.0,84
88.0,62
89.0,38
90.0,-100
90.5,50
