minute,value
0.0,0
1.0,-9
2.0,-18
3.0,23
4.0,13
5.0,32
6.0,9
7.0,7
8.0,-6
9.0,45
10.0,29
11.0,19
12.0,42
13.0,76
14.0,44
15.0,47
16.0,28
17.0,10
18.0,32
19.0,20
20.0,-60
21.0,-30
22.0,-7
23.0,-5
24.0,-3
25.0,4
26.0,4
27.0,3
28.0,3
29.0,3
30.0,3
31.0,3
32.0,-5
33.0,6
34.0,-5
35.0,-6
36.0,21
37.0,18
38.0,16
39.0,31
40.0,20
41.0,12
42.0,88
43.0,48
44.0,23
45.0,25
45.5,0
46.0,2
47.0,3
48.0,3
49.0,14
50.0,15
51.0,10
52.0,8
53.0,6
54.0,25
55.0,46
56.0,24
57.0,-74
58.0,77
59.0,14
60.0,8
61.0,42
62.0,32
63.0,-24
64.0,7
65.0,2
66.0,-1
67.0,17
68.0,18
69.0,-84
70.0,-43
71.0,87
72.0,17
73.0,11
74.0,40
75.0,26
76.0,1
77.0,4
78.0,-19
79.0,-11
80.0,-11
81.0,-9
82.0,12
83.0,2
84.0,3
85.0,-4
86.0,-5
87.0,7
88.0,4
89.0,3
90.0,79
90.5,5
