player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType
"{'name': 'Bogdan Petrović', 'firstName': 'Bogdan Petrovic', 'slug': 'bogdan-petrovic', 'shortName': 'B. Petrović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 62, 'gender': 'M', 'id': 1586205, 'fieldTranslations': {'nameTranslation': {'ar': 'بودغدان بتروفيتش'}, 'shortNameTranslation': {'ar': 'ب. بتروفيتش'}}}",True,block,corner,"{'x': 6.1, 'y': 56.2, 'z': 0}",head,low-left,"{'x': 0, 'y': 53.7, 'z': 19}","{'x': 1.9, 'y': 48.6, 'z': 0}","{'name': 'Matheus', 'slug': 'matheus', 'shortName': 'Matheus', 'position': 'G', 'jerseyNumber': '1', 'userCount': 1597, 'gender': 'M', 'id': 603946, 'fieldTranslations': {'nameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}, 'shortNameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}}}",6356139,90,6.0,5717,"{'start': {'x': 56.2, 'y': 6.1}, 'block': {'x': 48.6, 'y': 1.9}, 'end': {'x': 46.3, 'y': 0}, 'goal': {'x': 46.3, 'y': 81}}",1,583,317,shot
"{'name': 'Szabolcs Mezei', 'firstName': '', 'lastName': '', 'slug': 'szabolcs-mezei', 'shortName': 'S. Mezei', 'position': 'M', 'jerseyNumber': '26', 'userCount': 116, 'gender': 'M', 'id': 947036, 'fieldTranslations': {'nameTranslation': {'ar': 'سابولتش ميزاي'}, 'shortNameTranslation': {'ar': 'س. ميزاي'}}}",True,post,regular,"{'x': 22, 'y': 34.8, 'z': 0}",left-foot,high,"{'x': 0, 'y': 54.4, 'z': 39.2}",,"{'name': 'Matheus', 'slug': 'matheus', 'shortName': 'Matheus', 'position': 'G', 'jerseyNumber': '1', 'userCount': 1597, 'gender': 'M', 'id': 603946, 'fieldTranslations': {'nameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}, 'shortNameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}}}",6356116,90,3.0,5528,"{'start': {'x': 34.8, 'y': 22}, 'end': {'x': 45.6, 'y': 0}, 'goal': {'x': 45.6, 'y': 60.8}}",1,772,128,shot
"{'name': 'Branko Jovičić', 'slug': 'branko-jovicic', 'shortName': 'B. Jovičić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 110, 'gender': 'M', 'id': 220231, 'fieldTranslations': {'nameTranslation': {'ar': 'برانكو يوفيتشيتش', 'bn': 'ব্রাঙ্কো জোভিসিক', 'hi': 'ब्रांको जोविकिक'}, 'shortNameTranslation': {'ar': 'ب. يوفيتشيتش', 'bn': 'বি. জোভিসিচ', 'hi': 'बी. जोविकिक'}}}",True,save,assisted,"{'x': 13.3, 'y': 63.6, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50.4, 'z': 25.9}","{'x': 0.099999999999994, 'y': 51.1, 'z': 0}","{'name': 'Matheus', 'slug': 'matheus', 'shortName': 'Matheus', 'position': 'G', 'jerseyNumber': '1', 'userCount': 1597, 'gender': 'M', 'id': 603946, 'fieldTranslations': {'nameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}, 'shortNameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}}}",6356115,90,2.0,5517,"{'start': {'x': 63.6, 'y': 13.3}, 'block': {'x': 51.1, 'y': 0.099999999999994}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 74.1}}",1,783,117,shot
"{'name': 'Slobodan Urošević', 'slug': 'slobodan-urosevic', 'shortName': 'S. Urošević', 'position': 'D', 'jerseyNumber': '72', 'userCount': 119, 'gender': 'M', 'id': 312170, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان أوروسيفيتش', 'bn': 'স্লোবোদান উরোসেভিচ', 'hi': 'स्लोबोदान उरोसेविक'}, 'shortNameTranslation': {'ar': 'س. أوروسيفيتش', 'bn': 'এস. উরোসেভিচ', 'hi': 'एस. उरोसेविक'}}}",True,miss,assisted,"{'x': 27.4, 'y': 43.2, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 58, 'z': 66.7}",,"{'name': 'Matheus', 'slug': 'matheus', 'shortName': 'Matheus', 'position': 'G', 'jerseyNumber': '1', 'userCount': 1597, 'gender': 'M', 'id': 603946, 'fieldTranslations': {'nameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}, 'shortNameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}}}",6356083,87,,5192,"{'start': {'x': 43.2, 'y': 27.4}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 33.3}}",4,208,2492,shot
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",False,save,assisted,"{'x': 21, 'y': 31.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 5.7}","{'x': 2, 'y': 48, 'z': 0}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6356062,82,,4873,"{'start': {'x': 31.3, 'y': 21}, 'block': {'x': 48, 'y': 2}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 94.3}}",9,527,2173,shot
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",False,block,regular,"{'x': 13.3, 'y': 58.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 19}","{'x': 11.4, 'y': 57.2, 'z': 0}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6356059,79,,4713,"{'start': {'x': 58.4, 'y': 13.3}, 'block': {'x': 57.2, 'y': 11.4}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 81}}",12,687,2013,shot
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",False,save,free-kick,"{'x': 28.4, 'y': 48.9, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.9, 'z': 21.5}","{'x': 3.5, 'y': 49.8, 'z': 0}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6356051,77,,4602,"{'start': {'x': 48.9, 'y': 28.4}, 'block': {'x': 49.8, 'y': 3.5}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 78.5}}",14,798,1902,shot
"{'name': 'Adem Avdić', 'firstName': '', 'lastName': '', 'slug': 'adem-avdic', 'shortName': 'A. Avdić', 'position': 'D', 'jerseyNumber': '71', 'userCount': 1020, 'gender': 'M', 'id': 1493918, 'fieldTranslations': {'nameTranslation': {'ar': 'أديم أفديتش'}, 'shortNameTranslation': {'ar': 'أ. أفديتش'}}}",False,save,corner,"{'x': 15, 'y': 62, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 14.6}","{'x': 3.6, 'y': 51.4, 'z': 0}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6355997,68,,4063,"{'start': {'x': 62, 'y': 15}, 'block': {'x': 51.4, 'y': 3.6}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 85.4}}",23,1337,1363,shot
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",True,block,free-kick,"{'x': 26, 'y': 45, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 19}","{'x': 16.3, 'y': 46.8, 'z': 0}","{'name': 'Matheus', 'slug': 'matheus', 'shortName': 'Matheus', 'position': 'G', 'jerseyNumber': '1', 'userCount': 1597, 'gender': 'M', 'id': 603946, 'fieldTranslations': {'nameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}, 'shortNameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}}}",6356050,63,,3761,"{'start': {'x': 45, 'y': 26}, 'block': {'x': 46.8, 'y': 16.3}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 81}}",28,1639,1061,shot
"{'name': 'Aleksandar Katai', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-katai', 'shortName': 'A. Katai', 'position': 'M', 'jerseyNumber': '10', 'userCount': 2418, 'gender': 'M', 'id': 110701, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر كاتاي', 'bn': 'আলেকসান্ডার কাটাই', 'hi': 'एलेक्ज़ेंडर कटई'}, 'shortNameTranslation': {'ar': 'أ. كاتاي', 'bn': 'এ. কাটাই', 'hi': 'ए. कटई'}}}",False,miss,assisted,"{'x': 18.8, 'y': 61.3, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 67.7, 'z': 68.1}",,"{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6355963,57,,3375,"{'start': {'x': 61.3, 'y': 18.8}, 'end': {'x': 32.3, 'y': 0}, 'goal': {'x': 32.3, 'y': 31.9}}",34,2025,675,shot
