minute,value
1.0,8
2.0,13
3.0,-15
4.0,12
5.0,23
6.0,11
7.0,28
8.0,-23
9.0,-4
10.0,-10
11.0,36
12.0,12
13.0,5
14.0,-35
15.0,-23
16.0,-43
17.0,-22
18.0,45
19.0,31
20.0,53
21.0,53
22.0,37
23.0,13
24.0,21
25.0,7
26.0,-32
27.0,-39
28.0,-27
29.0,-21
30.0,-16
31.0,-24
32.0,-34
33.0,-21
34.0,-5
35.0,31
36.0,14
37.0,38
38.0,26
39.0,22
40.0,6
41.0,63
42.0,45
43.0,12
44.0,-8
45.0,31
45.5,-41
46.0,8
47.0,-21
48.0,-17
49.0,-25
50.0,-30
51.0,-17
52.0,37
53.0,11
54.0,-15
55.0,-17
56.0,-32
57.0,-29
58.0,-17
59.0,-9
60.0,-4
61.0,19
62.0,16
63.0,35
64.0,14
65.0,13
66.0,6
67.0,-26
68.0,-29
69.0,-31
70.0,-34
71.0,-30
72.0,-28
73.0,-26
74.0,-37
75.0,-26
76.0,-7
77.0,-8
78.0,-9
79.0,-23
80.0,-5
81.0,-7
82.0,31
83.0,20
84.0,23
85.0,11
86.0,-17
87.0,28
88.0,10
89.0,31
90.0,17
90.5,4
