player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Milan Vidakov', 'firstName': '', 'lastName': '', 'slug': 'vidakov-milan', 'shortName': 'M. Vidakov', 'position': 'F', 'jerseyNumber': '90', 'userCount': 33, 'gender': 'M', 'id': 1022058, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فيداكوف'}, 'shortNameTranslation': {'ar': 'م. فيداكوف'}}}",False,block,assisted,"{'x': 18.7, 'y': 63.8, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52, 'z': 19}","{'x': 16, 'y': 61.6, 'z': 0}",5406946,90,12.0,6067,"{'start': {'x': 63.8, 'y': 18.7}, 'block': {'x': 61.6, 'y': 16}, 'end': {'x': 48, 'y': 0}, 'goal': {'x': 48, 'y': 81}}",1,233,667,shot,
"{'name': 'Luka Stankovski', 'slug': 'stankovski-luka', 'shortName': 'L. Stankovski', 'position': 'M', 'jerseyNumber': '80', 'userCount': 100, 'gender': 'M', 'id': 1063157, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا ستانكوفسكي'}, 'shortNameTranslation': {'ar': 'ل. ستانكوفسكي'}}}",False,save,set-piece,"{'x': 6.9, 'y': 53.4, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50.1, 'z': 21.5}","{'x': 1.1, 'y': 50.7, 'z': 0}",5406941,90,10.0,5967,"{'start': {'x': 53.4, 'y': 6.9}, 'block': {'x': 50.7, 'y': 1.1}, 'end': {'x': 49.9, 'y': 0}, 'goal': {'x': 49.9, 'y': 78.5}}",1,333,567,shot,
"{'name': 'Bogdan Mirčetić', 'slug': 'bogdan-mircetic', 'shortName': 'B. Mirčetić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 325, 'gender': 'M', 'id': 1382153, 'fieldTranslations': {'nameTranslation': {'ar': 'بوغدان ميريتيتش'}, 'shortNameTranslation': {'ar': 'ب. ميريتيتش'}}}",False,miss,assisted,"{'x': 15.1, 'y': 60.9, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 50.1, 'z': 55.6}",,5406934,90,7.0,5807,"{'start': {'x': 60.9, 'y': 15.1}, 'end': {'x': 49.9, 'y': 0}, 'goal': {'x': 49.9, 'y': 44.4}}",1,493,407,shot,
"{'name': 'Nemanja Krstić', 'firstName': '', 'lastName': '', 'slug': 'nemanja-krstic', 'shortName': 'N. Krstić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 25, 'gender': 'M', 'id': 804833, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا كريستيتش', 'bn': 'নেমাঞ্জা ক্রিস্টিক', 'hi': 'नेमांजा क्रस्टिच'}, 'shortNameTranslation': {'ar': 'ن. كريستيتش', 'bn': 'এন. ক্রিস্টিক', 'hi': 'एन. क्रस्टिच'}}}",True,save,assisted,"{'x': 1.7, 'y': 60, 'z': 0}",head,high-right,"{'x': 0, 'y': 47.7, 'z': 29.7}","{'x': 0.099999999999994, 'y': 53.4, 'z': 0}",5407130,90,6.0,5757,"{'start': {'x': 60, 'y': 1.7}, 'block': {'x': 53.4, 'y': 0.099999999999994}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 70.3}}",1,543,357,shot,
"{'name': 'Dušan Pantelić', 'firstName': '', 'lastName': '', 'slug': 'dusan-pantelic', 'shortName': 'D. Pantelić', 'position': 'M', 'jerseyNumber': '10', 'userCount': 11, 'gender': 'M', 'id': 98458, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان بانتليتش'}, 'shortNameTranslation': {'ar': 'د. بانتليتش'}}}",True,miss,throw-in-set-piece,"{'x': 17.7, 'y': 33.9, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 62.2, 'z': 62.5}",,5406838,90,1.0,5417,"{'start': {'x': 33.9, 'y': 17.7}, 'end': {'x': 37.8, 'y': 0}, 'goal': {'x': 37.8, 'y': 37.5}}",1,883,17,shot,
"{'name': 'Nikola Skrobonja', 'firstName': 'Nikola Skrobonja', 'slug': 'nikola-skrobonja', 'shortName': 'N. Skrobonja', 'position': 'M', 'jerseyNumber': '44', 'userCount': 38, 'gender': 'M', 'id': 1616139, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سكروبونيا'}, 'shortNameTranslation': {'ar': 'ن. سكروبونيا'}}}",False,block,assisted,"{'x': 20, 'y': 29.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.6, 'z': 19}","{'x': 17.5, 'y': 31.6, 'z': 0}",5406832,88,,5255,"{'start': {'x': 29.3, 'y': 20}, 'block': {'x': 31.6, 'y': 17.5}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 81}}",3,145,2555,shot,
"{'name': 'Milan Vidakov', 'firstName': '', 'lastName': '', 'slug': 'vidakov-milan', 'shortName': 'M. Vidakov', 'position': 'F', 'jerseyNumber': '90', 'userCount': 33, 'gender': 'M', 'id': 1022058, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فيداكوف'}, 'shortNameTranslation': {'ar': 'م. فيداكوف'}}}",False,miss,assisted,"{'x': 10.5, 'y': 40.7, 'z': 0}",left-foot,high,"{'x': 0, 'y': 48.9, 'z': 72.2}",,5406819,84,,5004,"{'start': {'x': 40.7, 'y': 10.5}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 27.8}}",7,396,2304,shot,
"{'name': 'Bogdan Mirčetić', 'slug': 'bogdan-mircetic', 'shortName': 'B. Mirčetić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 325, 'gender': 'M', 'id': 1382153, 'fieldTranslations': {'nameTranslation': {'ar': 'بوغدان ميريتيتش'}, 'shortNameTranslation': {'ar': 'ب. ميريتيتش'}}}",False,save,assisted,"{'x': 5.2, 'y': 60.3, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.1, 'z': 10.1}","{'x': 1.1, 'y': 53.8, 'z': 0}",5406761,79,,4722,"{'start': {'x': 60.3, 'y': 5.2}, 'block': {'x': 53.8, 'y': 1.1}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 89.9}}",12,678,2022,shot,
"{'name': 'Kayode Saliman', 'firstName': 'Kayode', 'lastName': 'Saliman', 'slug': 'kayode-saliman', 'shortName': 'K. Saliman', 'position': 'M', 'jerseyNumber': '14', 'userCount': 39, 'gender': 'M', 'id': 1472922, 'fieldTranslations': {'nameTranslation': {'ar': 'كايويد ساليمان'}, 'shortNameTranslation': {'ar': 'ك. ساليمان'}}}",True,block,assisted,"{'x': 13, 'y': 36.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.8, 'z': 19}","{'x': 8.8, 'y': 41.3, 'z': 0}",5406738,75,,4453,"{'start': {'x': 36.6, 'y': 13}, 'block': {'x': 41.3, 'y': 8.8}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 81}}",16,947,1753,shot,
"{'name': 'Kilian Bevis', 'firstName': '', 'lastName': '', 'slug': 'kilian-bevis', 'shortName': 'K. Bevis', 'position': 'M', 'jerseyNumber': '10', 'userCount': 127, 'gender': 'M', 'id': 1005356, 'fieldTranslations': {'nameTranslation': {'ar': 'كيليان بيفيس'}, 'shortNameTranslation': {'ar': 'ك. بيفيس'}}}",False,block,assisted,"{'x': 20.7, 'y': 57.5, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 51.8, 'z': 19}","{'x': 11.2, 'y': 53.2, 'z': 0}",5406740,72,,4311,"{'start': {'x': 57.5, 'y': 20.7}, 'block': {'x': 53.2, 'y': 11.2}, 'end': {'x': 48.2, 'y': 0}, 'goal': {'x': 48.2, 'y': 81}}",19,1089,1611,shot,
