minute,value
1.0,5
2.0,4
3.0,-5
4.0,-6
5.0,-14
6.0,-23
7.0,-21
8.0,-67
9.0,-69
10.0,-46
11.0,-22
12.0,-11
13.0,-19
14.0,-13
15.0,-39
16.0,-35
17.0,29
18.0,7
19.0,1
20.0,18
21.0,8
22.0,-30
23.0,-27
24.0,-21
25.0,-19
26.0,-25
27.0,45
28.0,13
29.0,1
30.0,7
31.0,20
32.0,1
33.0,-12
34.0,-7
35.0,-11
36.0,12
37.0,-8
38.0,-5
39.0,-57
40.0,-66
41.0,-25
42.0,-44
43.0,-54
44.0,-37
45.0,-52
45.5,-30
46.0,-13
47.0,-8
48.0,-14
49.0,-38
50.0,-30
51.0,-77
52.0,-67
53.0,-100
54.0,-100
55.0,-63
56.0,-36
57.0,-23
58.0,-21
59.0,-27
60.0,-95
61.0,-56
62.0,-45
63.0,-50
64.0,-46
65.0,-100
66.0,-75
67.0,-82
68.0,-49
69.0,-47
70.0,50
71.0,-24
72.0,-3
73.0,-15
74.0,-10
75.0,-9
76.0,5
77.0,-32
78.0,-20
79.0,-15
80.0,-12
81.0,-37
82.0,-26
83.0,-32
84.0,-22
85.0,-34
86.0,-22
87.0,-12
88.0,-11
89.0,-10
90.0,6
90.5,-36
