player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Dario Pavković', 'firstName': 'Dario Pavkovic', 'lastName': '', 'slug': 'dario-pavkovic', 'shortName': 'D. Pavković', 'position': 'F', 'jerseyNumber': '90', 'userCount': 33, 'gender': 'M', 'id': 1186164, 'fieldTranslations': {'nameTranslation': {'ar': 'داريو بافكوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافكوفيتش'}}}",True,save,assisted,"{'x': 13.3, 'y': 45.4, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 10.8}","{'x': 9, 'y': 46, 'z': 0}","{'name': 'Nikola Mirković', 'slug': 'nikola-mirkovic', 'shortName': 'N. Mirković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 29, 'gender': 'M', 'id': 792127, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميركوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميركوفيتش'}}}",6389772,90,5379,"{'start': {'x': 45.4, 'y': 13.3}, 'block': {'x': 46, 'y': 9}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 89.2}}",1,21,2679,shot,
"{'name': 'Sambou Sissoko', 'slug': 'sambou-sissoko', 'shortName': 'S. Sissoko', 'position': 'M', 'jerseyNumber': '14', 'userCount': 145, 'gender': 'M', 'id': 1008225, 'fieldTranslations': {'nameTranslation': {'ar': 'سامبو سيسوكو', 'bn': 'সাম্বু সিসোকো', 'hi': 'संबोउ सिसोको'}, 'shortNameTranslation': {'ar': 'س. سيسوكو', 'bn': 'এস. সিসোকো', 'hi': 'एस. सिसोको'}}}",False,block,corner,"{'x': 22.8, 'y': 58.7, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.9, 'z': 15.3}","{'x': 17.9, 'y': 55.8, 'z': 0}","{'name': 'Marin Dulić', 'firstName': 'Marin Dulic', 'lastName': '', 'slug': 'marin-dulic', 'shortName': 'M. Dulić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 21, 'gender': 'M', 'id': 1166185, 'fieldTranslations': {'nameTranslation': {'ar': 'مارين دوليتش'}, 'shortNameTranslation': {'ar': 'م. دوليتش'}}}",6389761,89,5335,"{'start': {'x': 58.7, 'y': 22.8}, 'block': {'x': 55.8, 'y': 17.9}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 84.7}}",2,65,2635,shot,
"{'name': 'Uroš Miladinović', 'firstName': 'Uros Miladinovic', 'lastName': '', 'slug': 'uros-miladinovic', 'shortName': 'U. Miladinović', 'position': 'M', 'jerseyNumber': '90', 'userCount': 84, 'gender': 'M', 'id': 1165971, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش ميلادينوفيتش'}, 'shortNameTranslation': {'ar': 'أ. ميلادينوفيتش'}}}",False,save,fast-break,"{'x': 22.9, 'y': 40.9, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.7, 'z': 1.9}","{'x': 3.5, 'y': 49.3, 'z': 0}","{'name': 'Marin Dulić', 'firstName': 'Marin Dulic', 'lastName': '', 'slug': 'marin-dulic', 'shortName': 'M. Dulić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 21, 'gender': 'M', 'id': 1166185, 'fieldTranslations': {'nameTranslation': {'ar': 'مارين دوليتش'}, 'shortNameTranslation': {'ar': 'م. دوليتش'}}}",6389754,88,5223,"{'start': {'x': 40.9, 'y': 22.9}, 'block': {'x': 49.3, 'y': 3.5}, 'end': {'x': 53.3, 'y': 0}, 'goal': {'x': 53.3, 'y': 98.1}}",3,177,2523,shot,
"{'name': 'Brian Ramírez', 'firstName': 'Brian Ramírez', 'lastName': '', 'slug': 'brian-ramirez', 'shortName': 'B. Ramírez', 'position': 'M', 'jerseyNumber': '99', 'userCount': 21, 'gender': 'M', 'id': 1063790, 'fieldTranslations': {'nameTranslation': {'ar': 'براين راميريز'}, 'shortNameTranslation': {'ar': 'ب. راميريز'}}}",True,miss,assisted,"{'x': 11, 'y': 44.8, 'z': 0}",left-foot,high,"{'x': 0, 'y': 48.6, 'z': 95.8}",,"{'name': 'Nikola Mirković', 'slug': 'nikola-mirkovic', 'shortName': 'N. Mirković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 29, 'gender': 'M', 'id': 792127, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميركوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميركوفيتش'}}}",6389739,84,5015,"{'start': {'x': 44.8, 'y': 11}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 4.2}}",7,385,2315,shot,
"{'name': 'Milan Đoković', 'firstName': '', 'lastName': '', 'slug': 'milan-dokovic', 'shortName': 'M. Đoković', 'position': 'D', 'jerseyNumber': '26', 'userCount': 25, 'gender': 'M', 'id': 1392796, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان جوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. جوكوفيتش'}}}",False,save,corner,"{'x': 8.9, 'y': 54.8, 'z': 0}",head,low-right,"{'x': 0, 'y': 46, 'z': 13.9}","{'x': 1.6, 'y': 51.4, 'z': 0}","{'name': 'Marin Dulić', 'firstName': 'Marin Dulic', 'lastName': '', 'slug': 'marin-dulic', 'shortName': 'M. Dulić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 21, 'gender': 'M', 'id': 1166185, 'fieldTranslations': {'nameTranslation': {'ar': 'مارين دوليتش'}, 'shortNameTranslation': {'ar': 'م. دوليتش'}}}",6389730,81,4834,"{'start': {'x': 54.8, 'y': 8.9}, 'block': {'x': 51.4, 'y': 1.6}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 86.1}}",10,566,2134,shot,
"{'name': 'Lazar Tufegdžić', 'slug': 'lazar-tufegdzic', 'shortName': 'L. Tufegdžić', 'position': 'M', 'jerseyNumber': '7', 'userCount': 48, 'gender': 'M', 'id': 834586, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار توفغدزيك', 'bn': 'লাজার তুফেগজিচ', 'hi': 'लज़ार तुफेग्दज़िक'}, 'shortNameTranslation': {'ar': 'ل. توفغدزيك', 'bn': 'এল. তুফেগজিচ', 'hi': 'एल. तुफेग्दज़िक'}}}",False,miss,assisted,"{'x': 28.2, 'y': 60.1, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 59, 'z': 93.1}",,"{'name': 'Marin Dulić', 'firstName': 'Marin Dulic', 'lastName': '', 'slug': 'marin-dulic', 'shortName': 'M. Dulić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 21, 'gender': 'M', 'id': 1166185, 'fieldTranslations': {'nameTranslation': {'ar': 'مارين دوليتش'}, 'shortNameTranslation': {'ar': 'م. دوليتش'}}}",6389688,77,4612,"{'start': {'x': 60.1, 'y': 28.2}, 'end': {'x': 41, 'y': 0}, 'goal': {'x': 41, 'y': 6.9}}",14,788,1912,shot,
"{'name': 'Lincoln', 'slug': 'lincoln', 'shortName': 'Lincoln', 'position': 'F', 'jerseyNumber': '9', 'userCount': 613, 'gender': 'M', 'id': 905454, 'fieldTranslations': {'nameTranslation': {'ar': 'لينكولن'}, 'shortNameTranslation': {'ar': 'لينكولن'}}}",True,miss,corner,"{'x': 8, 'y': 50.7, 'z': 0}",head,left,"{'x': 0, 'y': 59.5, 'z': 8.3}",,"{'name': 'Nikola Mirković', 'slug': 'nikola-mirkovic', 'shortName': 'N. Mirković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 29, 'gender': 'M', 'id': 792127, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميركوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميركوفيتش'}}}",6389593,69,4101,"{'start': {'x': 50.7, 'y': 8}, 'end': {'x': 40.5, 'y': 0}, 'goal': {'x': 40.5, 'y': 91.7}}",22,1299,1401,shot,
"{'name': 'Brian Ramírez', 'firstName': 'Brian Ramírez', 'lastName': '', 'slug': 'brian-ramirez', 'shortName': 'B. Ramírez', 'position': 'M', 'jerseyNumber': '99', 'userCount': 21, 'gender': 'M', 'id': 1063790, 'fieldTranslations': {'nameTranslation': {'ar': 'براين راميريز'}, 'shortNameTranslation': {'ar': 'ب. راميريز'}}}",True,save,assisted,"{'x': 25.3, 'y': 44.4, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 45.5, 'z': 1.9}","{'x': 1, 'y': 49.1, 'z': 0}","{'name': 'Nikola Mirković', 'slug': 'nikola-mirkovic', 'shortName': 'N. Mirković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 29, 'gender': 'M', 'id': 792127, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميركوفيتش'}, 'shortNameTranslation': {'ar': 'ن. ميركوفيتش'}}}",6389592,68,4072,"{'start': {'x': 44.4, 'y': 25.3}, 'block': {'x': 49.1, 'y': 1}, 'end': {'x': 54.5, 'y': 0}, 'goal': {'x': 54.5, 'y': 98.1}}",23,1328,1372,shot,
"{'name': 'Godswill Vadze', 'firstName': 'Godswill Vadze', 'slug': 'godswill-vadze', 'shortName': 'G. Vadze', 'position': 'M', 'jerseyNumber': '11', 'userCount': 43, 'gender': 'M', 'id': 1515308, 'fieldTranslations': {'nameTranslation': {'ar': 'غودسويل فادزي'}, 'shortNameTranslation': {'ar': 'غ. فادزي'}}}",False,miss,corner,"{'x': 18.4, 'y': 41.7, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 43.7, 'z': 65.3}",,"{'name': 'Marin Dulić', 'firstName': 'Marin Dulic', 'lastName': '', 'slug': 'marin-dulic', 'shortName': 'M. Dulić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 21, 'gender': 'M', 'id': 1166185, 'fieldTranslations': {'nameTranslation': {'ar': 'مارين دوليتش'}, 'shortNameTranslation': {'ar': 'م. دوليتش'}}}",6389555,61,3636,"{'start': {'x': 41.7, 'y': 18.4}, 'end': {'x': 56.3, 'y': 0}, 'goal': {'x': 56.3, 'y': 34.7}}",30,1764,936,shot,
"{'name': 'Srđan Mijailović', 'slug': 'srdan-mijailovic', 'shortName': 'S. Mijailović', 'position': 'M', 'jerseyNumber': '8', 'userCount': 200, 'gender': 'M', 'id': 98436, 'fieldTranslations': {'nameTranslation': {'ar': 'سردان ميجايلوفيتش', 'bn': 'শ্রদান মিজাইলোভিচ', 'hi': 'सर्जान मिजायलोविच'}, 'shortNameTranslation': {'ar': 'س. ميجايلوفيتش', 'bn': 'এস. মিজাইলোভিচ', 'hi': 'एस. मिजायलोविच'}}}",False,block,assisted,"{'x': 18.9, 'y': 53.4, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.5, 'z': 19}","{'x': 11.9, 'y': 53.1, 'z': 0}","{'name': 'Marin Dulić', 'firstName': 'Marin Dulic', 'lastName': '', 'slug': 'marin-dulic', 'shortName': 'M. Dulić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 21, 'gender': 'M', 'id': 1166185, 'fieldTranslations': {'nameTranslation': {'ar': 'مارين دوليتش'}, 'shortNameTranslation': {'ar': 'م. دوليتش'}}}",6389547,60,3576,"{'start': {'x': 53.4, 'y': 18.9}, 'block': {'x': 53.1, 'y': 11.9}, 'end': {'x': 52.5, 'y': 0}, 'goal': {'x': 52.5, 'y': 81}}",31,1824,876,shot,
