minute,value
1.0,4
2.0,8
3.0,11
4.0,77
5.0,49
6.0,-30
7.0,-2
8.0,-26
9.0,-22
10.0,-13
11.0,-11
12.0,-2
13.0,32
14.0,69
15.0,37
16.0,24
17.0,15
18.0,8
19.0,2
20.0,-15
21.0,-17
22.0,11
23.0,-34
24.0,-19
25.0,-15
26.0,-7
27.0,-4
28.0,17
29.0,11
30.0,39
31.0,14
32.0,9
33.0,-9
34.0,-27
35.0,-23
36.0,-13
37.0,-12
38.0,26
39.0,15
40.0,50
41.0,31
42.0,-34
43.0,-10
44.0,6
45.0,-2
45.5,5
46.0,4
47.0,9
48.0,7
49.0,36
50.0,18
51.0,12
52.0,-24
53.0,52
54.0,24
55.0,100
56.0,68
57.0,4
58.0,-1
59.0,-4
60.0,-14
61.0,-4
62.0,-29
63.0,-21
64.0,-56
65.0,-27
66.0,-15
67.0,7
68.0,2
69.0,8
70.0,1
71.0,1
72.0,2
73.0,42
74.0,56
75.0,-74
76.0,-23
77.0,-18
78.0,-18
79.0,-12
80.0,7
81.0,-29
82.0,-44
83.0,-25
84.0,-19
85.0,-51
86.0,42
87.0,12
88.0,4
89.0,4
90.0,13
90.5,90
