player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType,addedTime
"{'name': 'Miloš Vulić', 'firstName': '', 'lastName': '', 'slug': 'milos-vulic', 'shortName': 'M. Vulić', 'position': 'M', 'jerseyNumber': '10', 'userCount': 124, 'gender': 'M', 'id': 795861, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش فوليتش', 'bn': 'মিলোস ভুলিচ', 'hi': 'मिलोस वुलिक'}, 'shortNameTranslation': {'ar': 'م. فوليتش', 'bn': 'এম. ভুলিচ', 'hi': 'एम. वुलिक'}}}",False,save,free-kick,"{'x': 27.2, 'y': 21.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.9, 'z': 19}",5958674,59,3494,"{'start': {'x': 21.3, 'y': 27.2}, 'block': {'x': 49.8, 'y': 1.1}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 81}}",32,1906,794,shot,"{'x': 1.1, 'y': 49.8, 'z': 0}",,
"{'name': 'Luka Drobnjak', 'firstName': 'Luka Drobnjak', 'lastName': '', 'slug': 'luka-drobnjak', 'shortName': 'L. Drobnjak', 'position': 'D', 'jerseyNumber': '77', 'userCount': 38, 'gender': 'M', 'id': 1165834, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا دروبنياك'}, 'shortNameTranslation': {'ar': 'ل. دروبنياك'}}}",False,miss,assisted,"{'x': 26.4, 'y': 26.4, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.8, 'z': 48.6}",5958652,56,3339,"{'start': {'x': 26.4, 'y': 26.4}, 'end': {'x': 43.2, 'y': 0}, 'goal': {'x': 43.2, 'y': 51.4}}",35,2061,639,shot,,,
"{'name': 'Miljan Momčilović', 'slug': 'miljan-momcilovic', 'shortName': 'M. Momčilović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 46, 'gender': 'M', 'id': 1000367, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلجان مومتشيلوفيتش'}, 'shortNameTranslation': {'ar': 'م. مومتشيلوفيتش'}}}",True,goal,assisted,"{'x': 5.6, 'y': 61.4, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 1.3}",5958528,50,2983,"{'start': {'x': 61.4, 'y': 5.6}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 98.7}}",41,2417,283,shot,,regular,
"{'name': 'Miloš Vulić', 'firstName': '', 'lastName': '', 'slug': 'milos-vulic', 'shortName': 'M. Vulić', 'position': 'M', 'jerseyNumber': '10', 'userCount': 124, 'gender': 'M', 'id': 795861, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش فوليتش', 'bn': 'মিলোস ভুলিচ', 'hi': 'मिलोस वुलिक'}, 'shortNameTranslation': {'ar': 'م. فوليتش', 'bn': 'এম. ভুলিচ', 'hi': 'एम. वुलिक'}}}",False,save,assisted,"{'x': 21.5, 'y': 36.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.9, 'z': 10.8}",5958519,49,2909,"{'start': {'x': 36.6, 'y': 21.5}, 'block': {'x': 48, 'y': 1.8}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 89.2}}",42,2491,209,shot,"{'x': 1.8, 'y': 48, 'z': 0}",,
"{'name': 'Vladimir Miletić', 'firstName': '', 'lastName': '', 'slug': 'vladimir-miletic', 'shortName': 'V. Miletić', 'position': 'M', 'jerseyNumber': '95', 'userCount': 51, 'gender': 'M', 'id': 998786, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ميليتيتش'}, 'shortNameTranslation': {'ar': 'ف. ميليتيتش'}}}",False,miss,corner,"{'x': 6.7, 'y': 40.6, 'z': 0}",head,close-left,"{'x': 0, 'y': 59, 'z': 19.4}",5958505,47,2802,"{'start': {'x': 40.6, 'y': 6.7}, 'end': {'x': 41, 'y': 0}, 'goal': {'x': 41, 'y': 80.6}}",44,2598,102,shot,,,
"{'name': 'Filip Krstić', 'firstName': 'Filip', 'lastName': 'Krstić', 'slug': 'filip-krstic', 'shortName': 'F. Krstić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 16, 'gender': 'M', 'id': 840862, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب كريستيتش'}, 'shortNameTranslation': {'ar': 'ف. كريستيتش'}}}",False,block,corner,"{'x': 9, 'y': 47, 'z': 0}",head,low-centre,"{'x': 0, 'y': 49.9, 'z': 19}",5958504,47,2782,"{'start': {'x': 47, 'y': 9}, 'block': {'x': 47.8, 'y': 6.6}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 81}}",44,2618,82,shot,"{'x': 6.6, 'y': 47.8, 'z': 0}",,
"{'name': 'Nebojša Bastajić', 'firstName': '', 'lastName': '', 'slug': 'nebojsa-bastajic', 'shortName': 'N. Bastajić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 31, 'gender': 'M', 'id': 267473, 'fieldTranslations': {'nameTranslation': {'ar': 'نيبويشا باستاجيتش'}, 'shortNameTranslation': {'ar': 'ن. باستاجيتش'}}}",False,save,assisted,"{'x': 5.2, 'y': 46.8, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51.4, 'z': 6.3}",5958496,46,2738,"{'start': {'x': 46.8, 'y': 5.2}, 'block': {'x': 51.3, 'y': 0.59999999999999}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 93.7}}",45,2662,38,shot,"{'x': 0.59999999999999, 'y': 51.3, 'z': 0}",,
"{'name': 'Egor Prutsev', 'firstName': 'Egor Prutsev', 'lastName': '', 'slug': 'egor-prutsev', 'shortName': 'E. Prutsev', 'position': 'M', 'jerseyNumber': '11', 'userCount': 687, 'gender': 'M', 'id': 1068813, 'fieldTranslations': {'nameTranslation': {'ar': 'ييجور برتسيف'}, 'shortNameTranslation': {'ar': 'ي. برتسيف'}}}",True,post,assisted,"{'x': 16.7, 'y': 28.9, 'z': 0}",right-foot,high,"{'x': 0, 'y': 47.9, 'z': 39.2}",5958272,45,2721,"{'start': {'x': 28.9, 'y': 16.7}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 60.8}}",1,2679,21,shot,,,1.0
"{'name': 'Miloš Vulić', 'firstName': '', 'lastName': '', 'slug': 'milos-vulic', 'shortName': 'M. Vulić', 'position': 'M', 'jerseyNumber': '10', 'userCount': 124, 'gender': 'M', 'id': 795861, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش فوليتش', 'bn': 'মিলোস ভুলিচ', 'hi': 'मिलोस वुलिक'}, 'shortNameTranslation': {'ar': 'م. فوليتش', 'bn': 'এম. ভুলিচ', 'hi': 'एम. वुलिक'}}}",False,save,regular,"{'x': 19.5, 'y': 41.8, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.4, 'z': 11.4}",5958271,45,2693,"{'start': {'x': 41.8, 'y': 19.5}, 'block': {'x': 49.6, 'y': 1.2}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 88.6}}",1,7,2693,shot,"{'x': 1.2, 'y': 49.6, 'z': 0}",,
"{'name': 'Jay Enem', 'slug': 'tyron-enem-jay-ifeanyi-junior', 'shortName': 'J. Enem', 'position': 'F', 'jerseyNumber': '42', 'userCount': 583, 'gender': 'M', 'id': 1937553, 'fieldTranslations': {'nameTranslation': {'ar': 'جاي إينيم'}, 'shortNameTranslation': {'ar': 'ج. إينيم'}}}",True,goal,assisted,"{'x': 7.1, 'y': 41.3, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.9, 'z': 1.9}",5958187,39,2287,"{'start': {'x': 41.3, 'y': 7.1}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 98.1}}",7,413,2287,shot,,regular,
"{'name': 'Nikola Bogdanovski', 'firstName': 'Nikola', 'lastName': 'Bogdanovski', 'slug': 'nikola-bogdanovski', 'shortName': 'N. Bogdanovski', 'position': 'M', 'jerseyNumber': '33', 'userCount': 16, 'gender': 'M', 'id': 956793, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بوغدانوفيسكي'}, 'shortNameTranslation': {'ar': 'ن. بوغدانوفيسكي'}}}",False,block,regular,"{'x': 21.2, 'y': 69.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.5, 'z': 19}",5958173,36,2143,"{'start': {'x': 69.9, 'y': 21.2}, 'block': {'x': 66.4, 'y': 17.2}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 81}}",10,557,2143,shot,"{'x': 17.2, 'y': 66.4, 'z': 0}",,
"{'name': 'Jay Enem', 'slug': 'tyron-enem-jay-ifeanyi-junior', 'shortName': 'J. Enem', 'position': 'F', 'jerseyNumber': '42', 'userCount': 583, 'gender': 'M', 'id': 1937553, 'fieldTranslations': {'nameTranslation': {'ar': 'جاي إينيم'}, 'shortNameTranslation': {'ar': 'ج. إينيم'}}}",True,miss,assisted,"{'x': 7.7, 'y': 56, 'z': 0}",head,right,"{'x': 0, 'y': 37.3, 'z': 36.1}",5958168,36,2100,"{'start': {'x': 56, 'y': 7.7}, 'end': {'x': 62.7, 'y': 0}, 'goal': {'x': 62.7, 'y': 63.9}}",10,600,2100,shot,,,
"{'name': 'Jay Enem', 'slug': 'tyron-enem-jay-ifeanyi-junior', 'shortName': 'J. Enem', 'position': 'F', 'jerseyNumber': '42', 'userCount': 583, 'gender': 'M', 'id': 1937553, 'fieldTranslations': {'nameTranslation': {'ar': 'جاي إينيم'}, 'shortNameTranslation': {'ar': 'ج. إينيم'}}}",True,save,assisted,"{'x': 13.5, 'y': 52.3, 'z': 0}",head,high-left,"{'x': 0, 'y': 53.3, 'z': 26.6}",5958167,35,2071,"{'start': {'x': 52.3, 'y': 13.5}, 'block': {'x': 50.2, 'y': 1.4}, 'end': {'x': 46.7, 'y': 0}, 'goal': {'x': 46.7, 'y': 73.4}}",11,629,2071,shot,"{'x': 1.4, 'y': 50.2, 'z': 0}",,
"{'name': 'Stefan Bukorac', 'firstName': '', 'lastName': '', 'slug': 'stefan-bukorac', 'shortName': 'S. Bukorac', 'position': 'D', 'jerseyNumber': '5', 'userCount': 19, 'gender': 'M', 'id': 795871, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان بوكوراك'}, 'shortNameTranslation': {'ar': 'س. بوكوراك'}}}",False,miss,fast-break,"{'x': 20, 'y': 49, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 62, 'z': 52.8}",5958094,32,1860,"{'start': {'x': 49, 'y': 20}, 'end': {'x': 38, 'y': 0}, 'goal': {'x': 38, 'y': 47.2}}",14,840,1860,shot,,,
"{'name': 'Marko Gobeljić', 'firstName': '', 'lastName': '', 'slug': 'marko-gobeljic', 'shortName': 'M. Gobeljić', 'position': 'D', 'jerseyNumber': '77', 'userCount': 115, 'gender': 'M', 'id': 191640, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو جوبيليتش', 'bn': 'মার্কো গোবেলজিচ', 'hi': 'मार्को गोबेलजिक'}, 'shortNameTranslation': {'ar': 'م. جوبيليتش', 'bn': 'এম. গোবেলজিচ', 'hi': 'एम. गोबेलजिक'}}}",True,miss,assisted,"{'x': 20.9, 'y': 66.6, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.2, 'z': 5.6}",5958029,20,1154,"{'start': {'x': 66.6, 'y': 20.9}, 'block': {'x': 43.5, 'y': 2.2}, 'end': {'x': 41.8, 'y': 0}, 'goal': {'x': 41.8, 'y': 94.4}}",26,1546,1154,shot,"{'x': 2.2, 'y': 43.5, 'z': 0}",,
"{'name': 'Jay Enem', 'slug': 'tyron-enem-jay-ifeanyi-junior', 'shortName': 'J. Enem', 'position': 'F', 'jerseyNumber': '42', 'userCount': 583, 'gender': 'M', 'id': 1937553, 'fieldTranslations': {'nameTranslation': {'ar': 'جاي إينيم'}, 'shortNameTranslation': {'ar': 'ج. إينيم'}}}",True,goal,regular,"{'x': 6.6, 'y': 49.7, 'z': 0}",head,low-left,"{'x': 0, 'y': 53, 'z': 10.8}",5958001,17,1004,"{'start': {'x': 49.7, 'y': 6.6}, 'end': {'x': 47, 'y': 0}, 'goal': {'x': 47, 'y': 89.2}}",29,1696,1004,shot,,regular,
"{'name': 'Egor Prutsev', 'firstName': 'Egor Prutsev', 'lastName': '', 'slug': 'egor-prutsev', 'shortName': 'E. Prutsev', 'position': 'M', 'jerseyNumber': '11', 'userCount': 687, 'gender': 'M', 'id': 1068813, 'fieldTranslations': {'nameTranslation': {'ar': 'ييجور برتسيف'}, 'shortNameTranslation': {'ar': 'ي. برتسيف'}}}",True,post,regular,"{'x': 11, 'y': 42.3, 'z': 0}",right-foot,high,"{'x': 0, 'y': 53.1, 'z': 39.2}",5958000,17,1002,"{'start': {'x': 42.3, 'y': 11}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 60.8}}",29,1698,1002,shot,,,
"{'name': 'Henry Addo', 'slug': 'addo-henry', 'shortName': 'H. Addo', 'position': 'M', 'jerseyNumber': '43', 'userCount': 225, 'gender': 'M', 'id': 1183887, 'fieldTranslations': {'nameTranslation': {'ar': 'هنري أدو'}, 'shortNameTranslation': {'ar': 'ه. أدو'}}}",True,block,assisted,"{'x': 18.7, 'y': 48.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.4, 'z': 19}",5957999,17,1002,"{'start': {'x': 48.5, 'y': 18.7}, 'block': {'x': 48.6, 'y': 8.8}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 81}}",29,1698,1002,shot,"{'x': 8.8, 'y': 48.6, 'z': 0}",,
"{'name': 'Andrej Pavlovic', 'firstName': 'Andrej Pavlovic', 'slug': 'andrej-pavlovic', 'shortName': 'A. Pavlović', 'position': 'D', 'jerseyNumber': '4', 'userCount': 49, 'gender': 'M', 'id': 1981967, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه بافلوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بافلوفيتش'}}}",True,miss,set-piece,"{'x': 6.7, 'y': 42.1, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.3, 'z': 2.8}",5992213,15,850,"{'start': {'x': 42.1, 'y': 6.7}, 'end': {'x': 41.7, 'y': 0}, 'goal': {'x': 41.7, 'y': 97.2}}",31,1850,850,shot,,,
