minute,value
1.0,3
2.0,5
3.0,7
4.0,10
5.0,21
6.0,43
7.0,24
8.0,18
9.0,11
10.0,16
11.0,35
12.0,41
13.0,28
14.0,27
15.0,32
16.0,23
17.0,53
18.0,94
19.0,52
20.0,66
21.0,42
22.0,60
23.0,56
24.0,44
25.0,25
26.0,17
27.0,10
28.0,6
29.0,5
30.0,26
31.0,24
32.0,-28
33.0,-6
34.0,11
35.0,52
36.0,61
37.0,39
38.0,23
39.0,48
40.0,25
41.0,12
42.0,15
43.0,40
44.0,22
45.0,62
45.5,-10
46.0,-2
47.0,-39
48.0,-76
49.0,-47
50.0,-60
51.0,-11
52.0,-23
53.0,41
54.0,19
55.0,22
56.0,-59
57.0,-17
58.0,-23
59.0,-5
60.0,-21
61.0,-26
62.0,-32
63.0,-22
64.0,-31
65.0,-18
66.0,-46
67.0,47
68.0,33
69.0,28
70.0,12
71.0,-12
72.0,48
73.0,6
74.0,7
75.0,35
76.0,26
77.0,16
78.0,15
79.0,13
80.0,12
81.0,10
82.0,7
83.0,17
84.0,-16
85.0,-2
86.0,-4
87.0,61
88.0,26
89.0,5
90.0,11
90.5,-5
