minute,value
1.0,10
2.0,6
3.0,5
4.0,9
5.0,40
6.0,39
7.0,73
8.0,26
9.0,18
10.0,36
11.0,13
12.0,2
13.0,-3
14.0,-29
15.0,-23
16.0,-11
17.0,13
18.0,32
19.0,29
20.0,20
21.0,15
22.0,16
23.0,9
24.0,-24
25.0,32
26.0,14
27.0,10
28.0,8
29.0,9
30.0,-43
31.0,-22
32.0,-22
33.0,-46
34.0,-31
35.0,27
36.0,-29
37.0,-6
38.0,32
39.0,45
40.0,26
41.0,19
42.0,37
43.0,21
44.0,12
45.0,8
45.5,80
46.0,7
47.0,2
48.0,-49
49.0,51
50.0,15
51.0,9
52.0,100
53.0,90
54.0,52
55.0,32
56.0,21
57.0,5
58.0,-4
59.0,-1
60.0,32
61.0,30
62.0,24
63.0,-34
64.0,-11
65.0,-13
66.0,-8
67.0,-4
68.0,2
69.0,73
70.0,50
71.0,36
72.0,22
73.0,14
74.0,-10
75.0,-34
76.0,-20
77.0,31
78.0,23
79.0,15
80.0,12
81.0,-10
82.0,-9
83.0,-11
84.0,-6
85.0,11
86.0,1
87.0,-25
88.0,-19
89.0,-7
90.0,6
90.5,0
