match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,interceptionWon,shotOffTarget,blockedScoringAttempt,keyPass,savedShotsFromInsideTheBox
14147336,home,6219,FK Jedinstvo Bijelo Polje,905682,Rijad Dzafic,rijad-dzafic,G,71,False,37.0,35.0,14.0,12.0,0.0,26.0,26.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,90.0,48.0,7.5,1.0,0.0,0.0,"{'original': 7.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,94.5945945945946,85.71428571428571,,,0.0,,,,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,1190521,Lazar Šekularac,lazar-sekularac,D,27,False,28.0,19.0,6.0,2.0,0.0,11.0,11.0,7.0,14.0,1.0,0.0,0.0,0.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,90.0,37.0,6.6,13.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,0,13,4,9,67.85714285714286,33.33333333333333,0.0,,,1.0,1.0,,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,960227,Ognjen Obradović,ognjen-obradovic,D,6,False,44.0,36.0,5.0,3.0,0.0,24.0,26.0,12.0,17.0,0.0,0.0,1.0,6.0,8.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,58.0,7.2,7.0,0.0,0.0,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,7,11,4,7,81.81818181818183,60.0,,,,,1.0,,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,807581,Miloš Nikolić,milos-nikolic,D,23,False,54.0,50.0,7.0,4.0,0.0,40.0,42.0,10.0,12.0,0.0,0.0,4.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90.0,62.0,7.3,8.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,5,13,4,9,92.5925925925926,57.14285714285714,,,,,2.0,,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,1440632,Georgios Makrydakis,makrydakis-georgios,D,56,False,25.0,23.0,2.0,1.0,0.0,16.0,17.0,6.0,7.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,45.0,31.0,6.6,3.0,0.01,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,3,4,92.0,50.0,100.0,,,,,1.0,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,1185130,Arsenije Čepić,arsenije-cepic,M,15,False,53.0,42.0,7.0,3.0,0.0,23.0,29.0,17.0,22.0,0.0,0.0,0.0,3.0,10.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,,,90.0,72.0,6.9,12.0,0.18,0.0,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,3,18,8,10,79.24528301886792,42.857142857142854,,100.0,,1.0,3.0,1.0,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,1131050,Andrej Cvijović,andrej-cvijovic,M,33,False,19.0,14.0,2.0,2.0,0.0,7.0,8.0,6.0,10.0,3.0,0.0,1.0,2.0,8.0,8.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,67.0,44.0,7.1,12.0,0.23,0.0,"{'original': 7.1, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,3,13,6,7,73.68421052631578,100.0,0.0,100.0,,3.0,1.0,1.0,1.0,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,1536333,Stefan Radojevic,stefan-radojevic,M,8,False,21.0,12.0,3.0,2.0,0.0,5.0,7.0,7.0,14.0,1.0,0.0,3.0,1.0,11.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,6.0,0.0,,,,,,90.0,33.0,6.9,14.0,0.11,0.0,"{'original': 6.9, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,2,8,57.14285714285714,66.66666666666666,0.0,0.0,,,2.0,2.0,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,1391891,Danis Kolić,danis-kolic,M,22,False,34.0,24.0,7.0,3.0,0.0,11.0,12.0,12.0,20.0,2.0,1.0,2.0,2.0,9.0,6.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,90.0,52.0,6.7,15.0,0.01,0.14,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,4,7,70.58823529411765,42.857142857142854,50.0,50.0,,,,1.0,,2.0,
14147336,home,6219,FK Jedinstvo Bijelo Polje,2217779,Yonathan Rodriguez,yonathan-rodriguez,M,32,False,33.0,25.0,6.0,3.0,0.0,18.0,19.0,7.0,13.0,0.0,0.0,0.0,2.0,9.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,67.0,46.0,6.9,13.0,0.0,0.05,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,2,14,5,9,75.75757575757575,50.0,,100.0,,1.0,,,1.0,1.0,
