match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,interceptionWon,shotOffTarget,blockedScoringAttempt,keyPass,savedShotsFromInsideTheBox
14147336,home,6219,FK Jedinstvo Bijelo Polje,54752,Žarko Korać,zarko-korac,F,11,False,13.0,8.0,2.0,0.0,0.0,3.0,4.0,5.0,9.0,1.0,0.0,11.0,5.0,18.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,,,,,,88.0,22.0,6.8,15.0,0.12,0.04,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,16,9,2,7,61.53846153846154,0.0,0.0,0.0,,,,1.0,,2.0,
14147336,home,383337,FK Jedinstvo Bijelo Polje,1391886,Sead Dacić,sead-dacic,D,19,True,25.0,20.0,3.0,1.0,0.0,9.0,11.0,10.0,13.0,1.0,0.0,2.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,45.0,35.0,7.1,5.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,2,13,6,7,80.0,33.33333333333333,0.0,,,1.0,2.0,,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,874418,Mirza Idrizović,mirza-idrizovic,M,10,True,11.0,9.0,2.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.0,16.0,6.5,5.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,0,7,81.81818181818183,50.0,,,,2.0,,,,,
14147336,home,241802,FK Jedinstvo Bijelo Polje,1391884,Takeru Komiya,takeru-komiya,M,30,True,6.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,23.0,12.0,6.6,5.0,0.0,0.14,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,1,4,83.33333333333334,,100.0,0.0,,1.0,1.0,,,1.0,
14147336,home,6219,FK Jedinstvo Bijelo Polje,1382874,Aldin Mušović,aldin-musovic,F,9,True,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,2.0,2.0,,1.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,100.0,,,,,,,,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,808563,Momčilo Dulović,momcilo-dulovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147336,home,6220,FK Jedinstvo Bijelo Polje,1005748,Veljko Radenović,veljko-radenovic,M,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147336,home,282802,FK Jedinstvo Bijelo Polje,1978656,Nemanja Pavićević,nemanja-pavicevic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147336,home,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,F,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147336,away,6224,FK Sutjeska Nikšić,57363,Vladan Giljen,vladan-giljen,G,1,False,30.0,26.0,9.0,5.0,0.0,23.0,25.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,90.0,34.0,7.8,2.0,0.0,0.0,"{'original': 7.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,86.66666666666667,55.55555555555556,,,0.0,,1.0,,,,3.0
14147336,away,6224,FK Sutjeska Nikšić,1030493,Aleksa Golubović,aleksa-golubovic,D,2,False,27.0,15.0,2.0,1.0,0.0,10.0,13.0,5.0,13.0,3.0,0.0,3.0,2.0,23.0,4.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,,,,,,90.0,43.0,5.7,19.0,0.0,0.0,"{'original': 5.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",27,5,22,2,20,55.55555555555556,50.0,0.0,25.0,,4.0,2.0,,,,
14147336,away,6224,FK Sutjeska Nikšić,138937,Boris Kopitović,boris-kopitovic,D,15,False,55.0,47.0,12.0,6.0,0.0,29.0,30.0,15.0,22.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,90.0,66.0,7.4,9.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,0,3,85.45454545454545,50.0,,,,,3.0,,,,
14147336,away,6224,FK Sutjeska Nikšić,1063207,Radoš Dedić,rados-dedic,D,6,False,52.0,43.0,7.0,2.0,0.0,30.0,33.0,11.0,16.0,0.0,0.0,3.0,2.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,90.0,69.0,7.0,10.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,5,6,2,4,82.6923076923077,28.57142857142857,,100.0,,,1.0,,,,
14147336,away,6224,FK Sutjeska Nikšić,1000770,Andrija Ražnatović,andrija-raznatovic,D,22,False,34.0,24.0,9.0,4.0,0.0,10.0,10.0,13.0,21.0,1.0,0.0,4.0,0.0,12.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,90.0,41.0,6.8,14.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,3,8,70.58823529411765,44.44444444444444,0.0,0.0,,1.0,1.0,,,,
14147336,away,6224,FK Sutjeska Nikšić,836566,Aleksandar Šćekić,aleksandar-scekic,M,55,False,48.0,45.0,6.0,6.0,0.0,24.0,24.0,21.0,24.0,0.0,0.0,2.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,90.0,57.0,7.3,8.0,0.0,0.02,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,9,6,1,5,93.75,100.0,,,,,,,,1.0,
14147336,away,456482,FK Sutjeska Nikšić,1606671,Todor Miljanić,todor-miljanic,M,17,False,12.0,5.0,2.0,0.0,0.0,1.0,2.0,4.0,10.0,2.0,0.0,1.0,0.0,9.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,56.0,26.0,6.6,8.0,0.05,0.0,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,5,8,41.66666666666667,0.0,0.0,100.0,,2.0,1.0,,,,
14147336,away,6224,FK Sutjeska Nikšić,1479109,Marko Simun,marko-simun,M,19,False,33.0,25.0,7.0,2.0,0.0,13.0,14.0,12.0,18.0,2.0,0.0,4.0,2.0,20.0,15.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,,,,,,90.0,58.0,7.2,11.0,0.07,0.0,"{'original': 7.2, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",35,6,29,13,16,75.75757575757575,28.57142857142857,0.0,100.0,,1.0,2.0,3.0,,,
14147336,away,6224,FK Sutjeska Nikšić,1896811,Medo Juković,medo-jukovic,M,88,False,18.0,10.0,4.0,0.0,0.0,8.0,8.0,2.0,9.0,0.0,0.0,2.0,0.0,16.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,90.0,39.0,6.2,16.0,0.04,0.0,"{'original': 6.2, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,2,21,7,14,55.55555555555556,0.0,,100.0,,6.0,2.0,,2.0,,
14147336,away,6224,FK Sutjeska Nikšić,962100,Vasilije Cavor,vasilije-cavor,M,24,False,14.0,6.0,2.0,1.0,0.0,,,6.0,14.0,1.0,0.0,1.0,0.0,7.0,4.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,65.0,22.0,6.8,8.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,4,6,42.857142857142854,50.0,0.0,100.0,,1.0,,,,1.0,
14147336,away,6224,FK Sutjeska Nikšić,929998,Ivan Vukčević,ivan-vukcevic,F,7,False,4.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,45.0,9.0,6.3,6.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,0,8,75.0,,,,,2.0,,,,,
14147336,away,5160,FK Sutjeska Nikšić,878422,Nikola Furtula,nikola-furtula,F,89,True,9.0,6.0,1.0,0.0,0.0,,,6.0,9.0,0.0,0.0,4.0,5.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,45.0,16.0,6.1,12.0,0.0,0.0,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,9,8,0,8,66.66666666666666,0.0,,,,2.0,,,,1.0,
14147336,away,6224,FK Sutjeska Nikšić,1481226,Danilo Ćetković,danilo-cetkovic,M,21,True,6.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,34.0,10.0,6.3,6.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,1,6,50.0,0.0,,,,1.0,,,,,
14147336,away,6224,FK Sutjeska Nikšić,172957,Vasko Kalezić,vasko-kalezic,M,70,True,8.0,5.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,25.0,18.0,6.8,3.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,4,4,62.5,,50.0,100.0,,,,,,,
14147336,away,6224,FK Sutjeska Nikšić,1032030,Stojan Vukčević,stojan-vukcevic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147336,away,6224,FK Sutjeska Nikšić,1005621,Ognjen Đinović,ognjen-dinovic,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147336,away,6224,FK Sutjeska Nikšić,1030470,Marko Đukanović,marko-dukanovic,D,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147336,away,315641,FK Sutjeska Nikšić,1134549,Mamadou Camara,mamadou-camara,M,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147336,away,3395,FK Sutjeska Nikšić,890634,Novica Eraković,novica-erakovic,M,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147336,away,6224,FK Sutjeska Nikšić,1030465,Balša Tošković,balsa-toskovic,F,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
