player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Aranđel Stojković', 'slug': 'arandel-stojkovic', 'shortName': 'A. Stojković', 'position': 'D', 'jerseyNumber': '2', 'userCount': 334, 'gender': 'M', 'id': 805932, 'fieldTranslations': {'nameTranslation': {'ar': 'أرانيل ستويكوفيتش', 'bn': 'আরন্দজেল স্টোজকোভিচ', 'hi': 'अरंडेल स्टोजकोविक'}, 'shortNameTranslation': {'ar': 'أ. ستويكوفيتش', 'bn': 'এ. স্টোজকোভিচ', 'hi': 'ए. स्टोजकोविक'}}}",False,block,assisted,"{'x': 15.4, 'y': 35, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 19}","{'x': 13.7, 'y': 37, 'z': 0}",5660313,90,1.0,5438,"{'start': {'x': 35, 'y': 15.4}, 'block': {'x': 37, 'y': 13.7}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 81}}",1,862,38,shot,
"{'name': 'Andrej Kostić', 'firstName': 'Andrej', 'lastName': 'Kostić', 'slug': 'andrej-kostic', 'shortName': 'A. Kostić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 1085, 'gender': 'M', 'id': 1819171, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري كوستيتش'}, 'shortNameTranslation': {'ar': 'أ. كوستيتش'}}}",False,goal,assisted,"{'x': 5.4, 'y': 46, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.4, 'z': 19.6}",,5660251,89,,5332,"{'start': {'x': 46, 'y': 5.4}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 80.4}}",2,68,2632,shot,regular
"{'name': 'Andrej Kostić', 'firstName': 'Andrej', 'lastName': 'Kostić', 'slug': 'andrej-kostic', 'shortName': 'A. Kostić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 1085, 'gender': 'M', 'id': 1819171, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري كوستيتش'}, 'shortNameTranslation': {'ar': 'أ. كوستيتش'}}}",False,miss,assisted,"{'x': 9.7, 'y': 38.9, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.8, 'z': 12.5}",,5660209,86,,5123,"{'start': {'x': 38.9, 'y': 9.7}, 'end': {'x': 58.2, 'y': 0}, 'goal': {'x': 58.2, 'y': 87.5}}",5,277,2423,shot,
"{'name': 'Ognjen Ugrešić', 'firstName': 'Ognjen Ugresic', 'slug': 'ognjen-ugresic', 'shortName': 'O. Ugrešić', 'position': 'M', 'jerseyNumber': '36', 'userCount': 1005, 'gender': 'M', 'id': 1427161, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين أوجريتش'}, 'shortNameTranslation': {'ar': 'أ. أوجريتش'}}}",False,miss,fast-break,"{'x': 11.6, 'y': 44.6, 'z': 0}",right-foot,right,"{'x': 0, 'y': 39.8, 'z': 4.2}",,5660162,81,,4854,"{'start': {'x': 44.6, 'y': 11.6}, 'end': {'x': 60.2, 'y': 0}, 'goal': {'x': 60.2, 'y': 95.8}}",10,546,2154,shot,
"{'name': 'Bibars\xa0Natcho', 'firstName': '', 'lastName': '', 'slug': 'bibars-natcho', 'shortName': 'Bibars\xa0Natcho', 'position': 'M', 'jerseyNumber': '10', 'userCount': 1028, 'gender': 'M', 'id': 19191, 'fieldTranslations': {'nameTranslation': {'ar': 'بيبراس ناتخو', 'bn': 'বিবরস নাচো', 'hi': 'बिबर्स नैचो'}, 'shortNameTranslation': {'ar': 'ب. ناتخو', 'bn': 'নাচো বিবার্স', 'hi': 'बिबर्स नैचो'}}}",False,miss,regular,"{'x': 31.8, 'y': 28.6, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 59.3, 'z': 75}",,5660161,81,,4828,"{'start': {'x': 28.6, 'y': 31.8}, 'end': {'x': 40.7, 'y': 0}, 'goal': {'x': 40.7, 'y': 25}}",10,572,2128,shot,
"{'name': 'Kwaku Bonsu Osei Gaucho', 'firstName': '', 'lastName': '', 'slug': 'kwaku-bonsu-osei-gaucho', 'shortName': 'K. B. O. Gaucho', 'position': 'F', 'jerseyNumber': '20', 'userCount': 74, 'gender': 'M', 'id': 1009837, 'fieldTranslations': {'nameTranslation': {'ar': 'كواكو بونسو أوسي غاوتشو'}, 'shortNameTranslation': {'ar': 'ك. غاوتشو'}}}",True,goal,assisted,"{'x': 8.9, 'y': 50.1, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 51, 'z': 22.8}",,5660091,78,,4624,"{'start': {'x': 50.1, 'y': 8.9}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 77.2}}",13,776,1924,shot,regular
"{'name': 'Uroš Čejić', 'slug': 'uros-cejic', 'shortName': 'U. Cejic', 'position': 'M', 'jerseyNumber': '22', 'userCount': 16, 'gender': 'M', 'id': 1157899, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش تشيجيك'}, 'shortNameTranslation': {'ar': 'أ. تشيجيك'}}}",True,miss,assisted,"{'x': 20.4, 'y': 64.4, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 57.5, 'z': 66.7}",,5660088,77,,4576,"{'start': {'x': 64.4, 'y': 20.4}, 'end': {'x': 42.5, 'y': 0}, 'goal': {'x': 42.5, 'y': 33.3}}",14,824,1876,shot,
"{'name': 'Bibars\xa0Natcho', 'firstName': '', 'lastName': '', 'slug': 'bibars-natcho', 'shortName': 'Bibars\xa0Natcho', 'position': 'M', 'jerseyNumber': '10', 'userCount': 1028, 'gender': 'M', 'id': 19191, 'fieldTranslations': {'nameTranslation': {'ar': 'بيبراس ناتخو', 'bn': 'বিবরস নাচো', 'hi': 'बिबर्स नैचो'}, 'shortNameTranslation': {'ar': 'ب. ناتخو', 'bn': 'নাচো বিবার্স', 'hi': 'बिबर्स नैचो'}}}",False,miss,regular,"{'x': 16, 'y': 48.7, 'z': 0}",left-foot,right,"{'x': 0, 'y': 40.3, 'z': 13.9}",,5660016,71,,4259,"{'start': {'x': 48.7, 'y': 16}, 'end': {'x': 59.7, 'y': 0}, 'goal': {'x': 59.7, 'y': 86.1}}",20,1141,1559,shot,
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",False,goal,fast-break,"{'x': 15.3, 'y': 36.2, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46, 'z': 13.3}",,5660014,70,,4178,"{'start': {'x': 36.2, 'y': 15.3}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 86.7}}",21,1222,1478,shot,regular
"{'name': 'Stefan Tomović', 'firstName': 'Stefan Tomovic', 'slug': 'stefan-tomovic', 'shortName': 'S. Tomović', 'position': 'M', 'jerseyNumber': '70', 'userCount': 86, 'gender': 'M', 'id': 1063371, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان توموفيتش', 'bn': 'স্টেফান তোমোভিচ', 'hi': 'स्टीफ़न टॉमोविक'}, 'shortNameTranslation': {'ar': 'س. توموفيتش', 'bn': 'এস. তোমোভিচ', 'hi': 'एस. टॉमोविक'}}}",True,goal,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 8.2}",,5660008,69,,4102,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 91.8}}",22,1298,1402,shot,penalty
