player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,addedTime
"{'name': 'Aleksandar Pejović', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-pejovic', 'shortName': 'A. Pejović', 'position': 'M', 'jerseyNumber': '28', 'userCount': 45, 'gender': 'M', 'id': 804662, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر بيجوفيتش', 'bn': 'আলেকসান্ডার পেজোভিচ', 'hi': 'एलेक्ज़ेंडर पेजोविक'}, 'shortNameTranslation': {'ar': 'أ. بيجوفيتش', 'bn': 'এ. পেজোভিচ', 'hi': 'ए. पेजोविक'}}}",False,goal,regular,"{'x': 19.5, 'y': 55.8, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.5, 'z': 11.4}",,5829841,42,2493,"{'start': {'x': 55.8, 'y': 19.5}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 88.6}}",4,207,2493,shot,regular,
"{'name': 'Vukašin Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'vukasin-bogdanovic', 'shortName': 'V. Bogdanović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 100, 'gender': 'M', 'id': 1031603, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكاشين بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ف. بوغدانوفيتش'}}}",False,save,assisted,"{'x': 4.8, 'y': 65.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.4, 'z': 4.4}","{'x': 3.7, 'y': 62.1, 'z': 0}",5829843,42,2490,"{'start': {'x': 65.4, 'y': 4.8}, 'block': {'x': 62.1, 'y': 3.7}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 95.6}}",4,210,2490,shot,,
"{'name': 'Sadick Abubakar', 'firstName': 'Sadick Abubakar', 'lastName': '', 'slug': 'sadick-abubakar', 'shortName': 'S. Abubakar', 'position': 'D', 'jerseyNumber': '37', 'userCount': 47, 'gender': 'M', 'id': 1147568, 'fieldTranslations': {'nameTranslation': {'ar': 'سادك أبو بكر'}, 'shortNameTranslation': {'ar': 'س. بكر'}}}",False,save,set-piece,"{'x': 8.5, 'y': 45.2, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51, 'z': 17.7}","{'x': 0.59999999999999, 'y': 48, 'z': 0}",5829839,41,2449,"{'start': {'x': 45.2, 'y': 8.5}, 'block': {'x': 48, 'y': 0.59999999999999}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 82.3}}",5,251,2449,shot,,
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",False,post,assisted,"{'x': 3, 'y': 55.8, 'z': 0}",right-foot,right,"{'x': 0, 'y': 44.7, 'z': 8.2}",,5829837,40,2360,"{'start': {'x': 55.8, 'y': 3}, 'end': {'x': 55.3, 'y': 0}, 'goal': {'x': 55.3, 'y': 91.8}}",6,340,2360,shot,,
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,goal,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.6, 'z': 24.1}",,5829829,33,1935,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 75.9}}",13,765,1935,shot,penalty,
"{'name': 'Sadick Abubakar', 'firstName': 'Sadick Abubakar', 'lastName': '', 'slug': 'sadick-abubakar', 'shortName': 'S. Abubakar', 'position': 'D', 'jerseyNumber': '37', 'userCount': 47, 'gender': 'M', 'id': 1147568, 'fieldTranslations': {'nameTranslation': {'ar': 'سادك أبو بكر'}, 'shortNameTranslation': {'ar': 'س. بكر'}}}",False,block,corner,"{'x': 12.6, 'y': 50.5, 'z': 0}",head,low-left,"{'x': 0, 'y': 51.8, 'z': 19}","{'x': 10.9, 'y': 50.2, 'z': 0}",5829828,30,1753,"{'start': {'x': 50.5, 'y': 12.6}, 'block': {'x': 50.2, 'y': 10.9}, 'end': {'x': 48.2, 'y': 0}, 'goal': {'x': 48.2, 'y': 81}}",16,947,1753,shot,,
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",False,save,regular,"{'x': 12.2, 'y': 68.7, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.8, 'z': 13.9}","{'x': 1.6, 'y': 52.7, 'z': 0}",5829825,28,1640,"{'start': {'x': 68.7, 'y': 12.2}, 'block': {'x': 52.7, 'y': 1.6}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 86.1}}",18,1060,1640,shot,,
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",True,goal,regular,"{'x': 15, 'y': 59.1, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.5, 'z': 7.6}",,5829822,27,1573,"{'start': {'x': 59.1, 'y': 15}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 92.4}}",19,1127,1573,shot,regular,
"{'name': 'Vanja Ilić', 'slug': 'vanja-ilic', 'shortName': 'V. Ilić', 'position': 'M', 'jerseyNumber': '23', 'userCount': 66, 'gender': 'M', 'id': 889059, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا إيلتش'}, 'shortNameTranslation': {'ar': 'ف. إيلتش'}}}",True,block,regular,"{'x': 23.7, 'y': 57.3, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.1, 'z': 19}","{'x': 19.8, 'y': 55.6, 'z': 0}",5829821,25,1450,"{'start': {'x': 57.3, 'y': 23.7}, 'block': {'x': 55.6, 'y': 19.8}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 81}}",21,1250,1450,shot,,
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,goal,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 10.1}",,5829792,19,1118,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 89.9}}",27,1582,1118,shot,penalty,
"{'name': 'Vanja Ilić', 'slug': 'vanja-ilic', 'shortName': 'V. Ilić', 'position': 'M', 'jerseyNumber': '23', 'userCount': 66, 'gender': 'M', 'id': 889059, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا إيلتش'}, 'shortNameTranslation': {'ar': 'ف. إيلتش'}}}",True,miss,corner,"{'x': 20.6, 'y': 38.9, 'z': 0}",left-foot,high,"{'x': 0, 'y': 52.6, 'z': 73.6}",,5829788,16,916,"{'start': {'x': 38.9, 'y': 20.6}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 26.4}}",30,1784,916,shot,,
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,block,regular,"{'x': 30.7, 'y': 49.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.8, 'z': 19}","{'x': 18, 'y': 48.7, 'z': 0}",5829787,15,888,"{'start': {'x': 49.1, 'y': 30.7}, 'block': {'x': 48.7, 'y': 18}, 'end': {'x': 48.2, 'y': 0}, 'goal': {'x': 48.2, 'y': 81}}",31,1812,888,shot,,
"{'name': 'Miljan Ilić', 'slug': 'miljan-ilic', 'shortName': 'M. Ilić', 'position': 'D', 'jerseyNumber': '24', 'userCount': 13, 'gender': 'M', 'id': 926681, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلجان إيليتش'}, 'shortNameTranslation': {'ar': 'م. إيليتش'}}}",True,save,assisted,"{'x': 26.9, 'y': 35.4, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.8, 'z': 15.2}","{'x': 1.4, 'y': 49.5, 'z': 0}",5829784,15,840,"{'start': {'x': 35.4, 'y': 26.9}, 'block': {'x': 49.5, 'y': 1.4}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 84.8}}",31,1860,840,shot,,
"{'name': 'David Stojanović', 'slug': 'david-stojanovic', 'shortName': 'D. Stojanović', 'position': 'D', 'jerseyNumber': '6', 'userCount': 16, 'gender': 'M', 'id': 1215907, 'fieldTranslations': {'nameTranslation': {'ar': 'ديفيد ستويانوفيتش'}, 'shortNameTranslation': {'ar': 'د. ستويانوفيتش'}}}",False,miss,corner,"{'x': 7, 'y': 50.5, 'z': 0}",head,left,"{'x': 0, 'y': 71.8, 'z': 8.3}",,5829782,12,676,"{'start': {'x': 50.5, 'y': 7}, 'end': {'x': 28.2, 'y': 0}, 'goal': {'x': 28.2, 'y': 91.7}}",34,2024,676,shot,,
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",False,block,corner,"{'x': 3.6, 'y': 51, 'z': 0}",head,low-centre,"{'x': 0, 'y': 49.7, 'z': 19}","{'x': 2.2, 'y': 50.7, 'z': 0}",5871012,11,628,"{'start': {'x': 51, 'y': 3.6}, 'block': {'x': 50.7, 'y': 2.2}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 81}}",35,2072,628,shot,,
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",False,save,throw-in-set-piece,"{'x': 9.4, 'y': 49.7, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53, 'z': 12}","{'x': 0.3, 'y': 50.4, 'z': 0}",5829783,10,558,"{'start': {'x': 49.7, 'y': 9.4}, 'block': {'x': 50.4, 'y': 0.3}, 'end': {'x': 47, 'y': 0}, 'goal': {'x': 47, 'y': 88}}",36,2142,558,shot,,
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",False,save,throw-in-set-piece,"{'x': 3.2, 'y': 39.3, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.4, 'z': 13.9}","{'x': 0.90000000000001, 'y': 46.8, 'z': 0}",5829781,10,554,"{'start': {'x': 39.3, 'y': 3.2}, 'block': {'x': 46.8, 'y': 0.90000000000001}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 86.1}}",36,2146,554,shot,,
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",False,block,fast-break,"{'x': 18.9, 'y': 49.3, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 19}","{'x': 14.7, 'y': 49.1, 'z': 0}",5829780,9,511,"{'start': {'x': 49.3, 'y': 18.9}, 'block': {'x': 49.1, 'y': 14.7}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 81}}",37,2189,511,shot,,
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",False,block,assisted,"{'x': 15.3, 'y': 31.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.8, 'z': 19}","{'x': 9.2, 'y': 38.4, 'z': 0}",5829763,7,402,"{'start': {'x': 31.9, 'y': 15.3}, 'block': {'x': 38.4, 'y': 9.2}, 'end': {'x': 48.2, 'y': 0}, 'goal': {'x': 48.2, 'y': 81}}",39,2298,402,shot,,
"{'name': 'Dušan Pavlović', 'firstName': 'Dusan Pavlovic', 'lastName': '', 'slug': 'dusan-pavlovic', 'shortName': 'D. Pavlović', 'position': 'D', 'jerseyNumber': '15', 'userCount': 69, 'gender': 'M', 'id': 1165955, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان بافلوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافلوفيتش'}}}",True,miss,corner,"{'x': 7.6, 'y': 56.8, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.2, 'z': 18.1}",,5829734,5,267,"{'start': {'x': 56.8, 'y': 7.6}, 'end': {'x': 58.8, 'y': 0}, 'goal': {'x': 58.8, 'y': 81.9}}",41,2433,267,shot,,
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",True,block,regular,"{'x': 12.9, 'y': 72.4, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.6, 'z': 19}","{'x': 10.3, 'y': 68.4, 'z': 0}",5829733,4,228,"{'start': {'x': 72.4, 'y': 12.9}, 'block': {'x': 68.4, 'y': 10.3}, 'end': {'x': 52.4, 'y': 0}, 'goal': {'x': 52.4, 'y': 81}}",42,2472,228,shot,,
