minute,value
1.0,1
2.0,2
3.0,2
4.0,-10
5.0,10
6.0,54
7.0,30
8.0,7
9.0,12
10.0,-12
11.0,-34
12.0,-18
13.0,-100
14.0,-71
15.0,48
16.0,7
17.0,35
18.0,63
19.0,94
20.0,53
21.0,33
22.0,22
23.0,23
24.0,-23
25.0,-2
26.0,25
27.0,71
28.0,40
29.0,8
30.0,-38
31.0,-18
32.0,31
33.0,54
34.0,40
35.0,31
36.0,23
37.0,16
38.0,5
39.0,2
40.0,-6
41.0,-62
42.0,-100
43.0,-100
44.0,-86
45.0,-49
45.5,49
46.0,-4
47.0,4
48.0,-3
49.0,42
50.0,20
51.0,9
52.0,-51
53.0,-23
54.0,-44
55.0,-16
56.0,10
57.0,8
58.0,8
59.0,-10
60.0,4
61.0,2
62.0,46
63.0,30
64.0,24
65.0,12
66.0,1
67.0,-2
68.0,-27
69.0,-59
70.0,-36
71.0,39
72.0,30
73.0,22
74.0,25
75.0,1
76.0,-7
77.0,-49
78.0,-75
79.0,-47
80.0,-29
81.0,-19
82.0,27
83.0,12
84.0,1
85.0,-4
86.0,-9
87.0,-11
88.0,-13
89.0,-37
90.0,-40
90.5,-17
