player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,xgot,blockCoordinates
"{'name': 'Stefan Golubović', 'slug': 'stefan-golubovic', 'shortName': 'S. Golubović', 'position': 'F', 'jerseyNumber': '27', 'userCount': 34, 'gender': 'M', 'id': 838300, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'س. غولوبوفيتش'}}}",True,miss,regular,"{'x': 9, 'y': 40, 'z': 0}",head,close-left,"{'x': 0, 'y': 56.4, 'z': 9.4}",0.04956,6868266,90,5.0,5659,"{'start': {'x': 40, 'y': 9}, 'end': {'x': 43.6, 'y': 0}, 'goal': {'x': 43.6, 'y': 90.6}}",1,641,259,shot,,,
"{'name': 'Danilo Pešukić', 'firstName': '', 'lastName': '', 'slug': 'danilo-pesukic', 'shortName': 'D. Pešukić', 'position': 'D', 'jerseyNumber': '29', 'userCount': 8, 'gender': 'M', 'id': 882142, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو بيشوكيتش'}, 'shortNameTranslation': {'ar': 'د. بيشوكيتش'}}}",False,goal,regular,"{'x': 19, 'y': 66, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 54.5, 'z': 22.9}",0.05987,6868265,90,2.0,5483,"{'start': {'x': 66, 'y': 19}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 77.1}}",1,817,83,shot,regular,0.2146,
"{'name': 'Lazar Maraš', 'slug': 'lazar-maras', 'shortName': 'L. Maraš', 'position': 'D', 'jerseyNumber': '18', 'userCount': 23, 'gender': 'M', 'id': 1423517, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ماراش'}, 'shortNameTranslation': {'ar': 'ل. ماراش'}}}",True,miss,throw-in-set-piece,"{'x': 26, 'y': 39, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 46, 'z': 56.4}",0.003179,6868264,86,,5143,"{'start': {'x': 39, 'y': 26}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 43.6}}",5,257,2443,shot,,,
"{'name': 'Nemanja Carević', 'firstName': 'Nemanja Carevic', 'lastName': '', 'slug': 'nemanja-carevic', 'shortName': 'N. Carević', 'position': 'M', 'jerseyNumber': '21', 'userCount': 8, 'gender': 'M', 'id': 1381384, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا كاريتش'}, 'shortNameTranslation': {'ar': 'ن. كاريتش'}}}",False,block,throw-in-set-piece,"{'x': 29, 'y': 65, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.003554,6868263,80,,4797,"{'start': {'x': 65, 'y': 29}, 'block': {'x': 65, 'y': 29}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",11,603,2097,shot,,,"{'x': 29, 'y': 65, 'z': 0}"
"{'name': 'Petar Sekulović', 'firstName': '', 'lastName': '', 'slug': 'petar-sekulovic', 'shortName': 'P. Sekulović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 5, 'gender': 'M', 'id': 1035792, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتار سيكولوفيتش', 'bn': 'পেটার সেকুলোভিচ', 'hi': 'पीटर सेकुलोविच'}, 'shortNameTranslation': {'ar': 'ب. سيكولوفيتش', 'bn': 'পি. সেকুলোভিচ', 'hi': 'पी. सेकुलोविच'}}}",True,block,regular,"{'x': 27, 'y': 71, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01501,6868262,64,,3809,"{'start': {'x': 71, 'y': 27}, 'block': {'x': 71, 'y': 27}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",27,1591,1109,shot,,,"{'x': 27, 'y': 71, 'z': 0}"
"{'name': 'Stefan Golubović', 'slug': 'stefan-golubovic', 'shortName': 'S. Golubović', 'position': 'F', 'jerseyNumber': '27', 'userCount': 34, 'gender': 'M', 'id': 838300, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'س. غولوبوفيتش'}}}",True,block,regular,"{'x': 16, 'y': 70, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.00336,6868261,64,,3806,"{'start': {'x': 70, 'y': 16}, 'block': {'x': 70, 'y': 16}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",27,1594,1106,shot,,,"{'x': 16, 'y': 70, 'z': 0}"
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'M', 'jerseyNumber': '32', 'userCount': 10, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",True,miss,throw-in-set-piece,"{'x': 21, 'y': 56, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.9, 'z': 54.7}",0.01875,6868260,52,,3108,"{'start': {'x': 56, 'y': 21}, 'end': {'x': 41.1, 'y': 0}, 'goal': {'x': 41.1, 'y': 45.3}}",39,2292,408,shot,,,
"{'name': 'Draško Božović', 'slug': 'drasko-bozovic', 'shortName': 'D. Božović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 12, 'gender': 'M', 'id': 44305, 'fieldTranslations': {'nameTranslation': {'ar': 'دراسكو بوزوفيتش', 'bn': 'ড্রাস্কো বোজোভিচ', 'hi': 'ड्रास्को बोजोविक'}, 'shortNameTranslation': {'ar': 'د. بوزوفيتش', 'bn': 'ডি. বোজোভিচ', 'hi': 'डी. बोजोविक'}}}",True,save,regular,"{'x': 10, 'y': 40, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.4, 'z': 7.4}",0.1626,6868259,41,,2451,"{'start': {'x': 40, 'y': 10}, 'end': {'x': 54.6, 'y': 0}, 'goal': {'x': 54.6, 'y': 92.6}}",5,249,2451,shot,,0.8553,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",False,miss,throw-in-set-piece,"{'x': 29, 'y': 19, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 46.5, 'z': 48}",0.006092,6868258,40,,2371,"{'start': {'x': 19, 'y': 29}, 'end': {'x': 53.5, 'y': 0}, 'goal': {'x': 53.5, 'y': 52}}",6,329,2371,shot,,,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",False,block,regular,"{'x': 19, 'y': 42, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.06948,6868257,37,,2213,"{'start': {'x': 42, 'y': 19}, 'block': {'x': 42, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",9,487,2213,shot,,,"{'x': 19, 'y': 42, 'z': 0}"
