player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Nikola Knežević', 'firstName': 'Nikola Knezevic', 'slug': 'nikola-knezevic', 'shortName': 'N. Knežević', 'position': 'M', 'jerseyNumber': '11', 'userCount': 216, 'gender': 'M', 'id': 1147565, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا كنيزيفيتش'}, 'shortNameTranslation': {'ar': 'ن. كنيزيفيتش'}}}",False,goal,penalty,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.2, 'z': 19.6}",5717569,90,7.0,5802,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 80.4}}",1,498,402,shot,
"{'name': 'Janko Jevremović', 'firstName': 'Janko Jevremovic', 'slug': 'janko-jevremovic', 'shortName': 'J. Jevremović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 105, 'gender': 'M', 'id': 1166001, 'fieldTranslations': {'nameTranslation': {'ar': 'يانكو ييفريموفيتش'}, 'shortNameTranslation': {'ar': 'ي. ييفريموفيتش'}}}",True,block,,assisted,"{'x': 12.8, 'y': 59.5, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 19}",5717567,90,6.0,5704,"{'start': {'x': 59.5, 'y': 12.8}, 'block': {'x': 58.1, 'y': 11.2}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 81}}",1,596,304,shot,"{'x': 11.2, 'y': 58.1, 'z': 0}"
"{'name': 'Mirko Milikić', 'firstName': '', 'lastName': '', 'slug': 'mirko-milikic', 'shortName': 'M. Milikić', 'position': 'D', 'jerseyNumber': '6', 'userCount': 38, 'gender': 'M', 'id': 1001880, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو ميليكيتش'}, 'shortNameTranslation': {'ar': 'م. ميليكيتش'}}}",True,miss,,corner,"{'x': 7.5, 'y': 50.5, 'z': 0}",head,left,"{'x': 0, 'y': 76, 'z': 6.9}",5717643,90,3.0,5571,"{'start': {'x': 50.5, 'y': 7.5}, 'block': {'x': 36.3, 'y': 6.4}, 'end': {'x': 24, 'y': 0}, 'goal': {'x': 24, 'y': 93.1}}",1,729,171,shot,"{'x': 6.4, 'y': 36.3, 'z': 0}"
"{'name': 'Janko Jevremović', 'firstName': 'Janko Jevremovic', 'slug': 'janko-jevremovic', 'shortName': 'J. Jevremović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 105, 'gender': 'M', 'id': 1166001, 'fieldTranslations': {'nameTranslation': {'ar': 'يانكو ييفريموفيتش'}, 'shortNameTranslation': {'ar': 'ي. ييفريموفيتش'}}}",True,miss,,set-piece,"{'x': 13, 'y': 55.6, 'z': 0}",left-foot,high-right,"{'x': 0, 'y': 37, 'z': 50}",5717514,90,,5382,"{'start': {'x': 55.6, 'y': 13}, 'end': {'x': 63, 'y': 0}, 'goal': {'x': 63, 'y': 50}}",1,18,2682,shot,
"{'name': 'Jovan Šljivić', 'slug': 'jovan-sljivic', 'shortName': 'J. Šljivić', 'position': 'M', 'jerseyNumber': '20', 'userCount': 666, 'gender': 'M', 'id': 1153956, 'fieldTranslations': {'nameTranslation': {'ar': 'بيليتيتش إ / ميلوفانوف ت'}, 'shortNameTranslation': {'ar': 'ب. ت'}}}",False,save,,fast-break,"{'x': 13.3, 'y': 63, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.4, 'z': 3.8}",5717427,84,,5028,"{'start': {'x': 63, 'y': 13.3}, 'block': {'x': 51.6, 'y': 2}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 96.2}}",7,372,2328,shot,"{'x': 2, 'y': 51.6, 'z': 0}"
"{'name': 'Diogo Bezerra', 'firstName': 'Diogo Bezerra', 'lastName': '', 'slug': 'diogo-bezerra', 'shortName': 'D. Bezerra', 'position': 'M', 'jerseyNumber': '7', 'userCount': 184, 'gender': 'M', 'id': 1176881, 'fieldTranslations': {'nameTranslation': {'ar': 'دييغو بيزيرا'}, 'shortNameTranslation': {'ar': 'د. بيزيرا'}}}",False,save,,fast-break,"{'x': 12.5, 'y': 61.7, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.4, 'z': 3.8}",5717426,84,,5022,"{'start': {'x': 61.7, 'y': 12.5}, 'block': {'x': 57, 'y': 6.7}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 96.2}}",7,378,2322,shot,"{'x': 6.7, 'y': 57, 'z': 0}"
"{'name': 'Nikola Đuričić', 'firstName': '', 'lastName': '', 'slug': 'nikola-duricic', 'shortName': 'N. Đuričić', 'position': 'D', 'jerseyNumber': '33', 'userCount': 19, 'gender': 'M', 'id': 1466631, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا جوريتشيتش'}, 'shortNameTranslation': {'ar': 'ن. جوريتشيتش'}}}",True,block,,corner,"{'x': 7.9, 'y': 52.3, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.8, 'z': 19}",5717400,81,,4846,"{'start': {'x': 52.3, 'y': 7.9}, 'block': {'x': 51.6, 'y': 6.2}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 81}}",10,554,2146,shot,"{'x': 6.2, 'y': 51.6, 'z': 0}"
"{'name': 'Diogo Bezerra', 'firstName': 'Diogo Bezerra', 'lastName': '', 'slug': 'diogo-bezerra', 'shortName': 'D. Bezerra', 'position': 'M', 'jerseyNumber': '7', 'userCount': 184, 'gender': 'M', 'id': 1176881, 'fieldTranslations': {'nameTranslation': {'ar': 'دييغو بيزيرا'}, 'shortNameTranslation': {'ar': 'د. بيزيرا'}}}",False,miss,,free-kick,"{'x': 26.9, 'y': 73, 'z': 0}",right-foot,high,"{'x': 0, 'y': 45.7, 'z': 62.5}",5717324,75,,4494,"{'start': {'x': 73, 'y': 26.9}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 37.5}}",16,906,1794,shot,
"{'name': 'Sylvester Jasper', 'firstName': '', 'lastName': '', 'slug': 'jasper-sylvester', 'shortName': 'S. Jasper', 'position': 'M', 'jerseyNumber': '27', 'userCount': 191, 'gender': 'M', 'id': 1013994, 'fieldTranslations': {'nameTranslation': {'ar': 'جاسبر، سيلفستر', 'bn': 'জ্যাসপার, সিলভেস্টার', 'hi': 'जैस्पर, सिल्वेस्टर'}, 'shortNameTranslation': {'ar': 'ج. سيلفستر', 'bn': 'এস. জ্যাসপার', 'hi': 'एस. जैस्पर'}}}",True,save,,assisted,"{'x': 10.7, 'y': 35, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.9, 'z': 1.9}",5717313,74,,4414,"{'start': {'x': 35, 'y': 10.7}, 'block': {'x': 45.5, 'y': 1.4}, 'end': {'x': 46.1, 'y': 0}, 'goal': {'x': 46.1, 'y': 98.1}}",17,986,1714,shot,"{'x': 1.4, 'y': 45.5, 'z': 0}"
"{'name': 'Aleksa Kuljanin', 'firstName': '', 'lastName': '', 'slug': 'aleksa-kuljanin', 'shortName': 'A. Kuljanin', 'position': 'M', 'jerseyNumber': '13', 'userCount': 52, 'gender': 'M', 'id': 1417509, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكس كولجانين'}, 'shortNameTranslation': {'ar': 'أ. كولجانين'}}}",True,block,,regular,"{'x': 20.9, 'y': 54.6, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 19}",5717312,74,,4408,"{'start': {'x': 54.6, 'y': 20.9}, 'block': {'x': 54, 'y': 18.4}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 81}}",17,992,1708,shot,"{'x': 18.4, 'y': 54, 'z': 0}"
