minute,value
1.0,-2
2.0,-2
3.0,-6
4.0,17
5.0,36
6.0,26
7.0,14
8.0,21
9.0,12
10.0,28
11.0,-25
12.0,-43
13.0,-28
14.0,-18
15.0,-40
16.0,-37
17.0,-24
18.0,30
19.0,19
20.0,14
21.0,22
22.0,-37
23.0,-21
24.0,-5
25.0,-11
26.0,-10
27.0,-9
28.0,-43
29.0,-66
30.0,-39
31.0,-24
32.0,-14
33.0,17
34.0,10
35.0,4
36.0,2
37.0,1
38.0,67
39.0,66
40.0,40
41.0,18
42.0,12
43.0,19
44.0,4
45.0,-17
45.5,-20
46.0,4
47.0,4
48.0,11
49.0,3
50.0,5
51.0,15
52.0,43
53.0,19
54.0,41
55.0,16
56.0,14
57.0,3
58.0,49
59.0,24
60.0,42
61.0,16
62.0,7
63.0,18
64.0,-12
65.0,-5
66.0,35
67.0,16
68.0,2
69.0,-8
70.0,-12
71.0,-13
72.0,-12
73.0,-14
74.0,-21
75.0,-7
76.0,-11
77.0,-4
78.0,-14
79.0,-12
80.0,-9
81.0,-21
82.0,-19
83.0,-75
84.0,-52
85.0,-36
86.0,-11
87.0,-11
88.0,19
89.0,4
90.0,-12
90.5,-40
