minute,value
1.0,7
2.0,10
3.0,40
4.0,29
5.0,22
6.0,22
7.0,17
8.0,18
9.0,21
10.0,11
11.0,-44
12.0,-21
13.0,-17
14.0,-100
15.0,-63
16.0,-27
17.0,48
18.0,16
19.0,23
20.0,11
21.0,13
22.0,7
23.0,12
24.0,9
25.0,9
26.0,3
27.0,14
28.0,16
29.0,12
30.0,10
31.0,14
32.0,11
33.0,9
34.0,19
35.0,14
36.0,11
37.0,10
38.0,-27
39.0,-1
40.0,9
41.0,34
42.0,29
43.0,58
44.0,87
45.0,80
45.5,0
46.0,-7
47.0,-1
48.0,4
49.0,16
50.0,-22
51.0,-4
52.0,-5
53.0,-3
54.0,-3
55.0,4
56.0,5
57.0,6
58.0,7
59.0,7
60.0,7
61.0,42
62.0,28
63.0,25
64.0,93
65.0,58
66.0,80
67.0,31
68.0,21
69.0,45
70.0,29
71.0,2
72.0,5
73.0,11
74.0,17
75.0,43
76.0,25
77.0,-33
78.0,-9
79.0,8
80.0,3
81.0,24
82.0,25
83.0,22
84.0,16
85.0,12
86.0,-73
87.0,53
88.0,15
89.0,14
90.0,18
90.5,50
