minute,value
1.0,8
2.0,6
3.0,7
4.0,9
5.0,10
6.0,5
7.0,31
8.0,16
9.0,3
10.0,-3
11.0,-8
12.0,-4
13.0,-5
14.0,5
15.0,3
16.0,42
17.0,50
18.0,6
19.0,-5
20.0,-1
21.0,-8
22.0,41
23.0,34
24.0,42
25.0,36
26.0,28
27.0,-30
28.0,11
29.0,-7
30.0,-55
31.0,-33
32.0,-18
33.0,-12
34.0,-12
35.0,10
36.0,14
37.0,9
38.0,45
39.0,27
40.0,16
41.0,84
42.0,56
43.0,26
44.0,16
45.0,10
46.0,100
47.0,73
48.0,39
49.0,19
50.0,17
51.0,2
52.0,-30
53.0,-22
54.0,-22
55.0,-73
56.0,-69
57.0,-43
58.0,-25
59.0,-14
60.0,6
61.0,4
62.0,-5
63.0,-2
64.0,-1
65.0,81
66.0,100
67.0,100
68.0,91
69.0,50
70.0,24
71.0,9
72.0,1
73.0,-6
74.0,-8
75.0,-10
76.0,-6
77.0,-34
78.0,-25
79.0,-15
80.0,-9
81.0,-5
82.0,5
83.0,3
84.0,12
85.0,7
86.0,95
87.0,56
88.0,38
89.0,7
90.0,-51
90.5,20
