player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,blockCoordinates,goalType
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 33, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",True,miss,regular,"{'x': 9, 'y': 69, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.8, 'z': 7.3}",0.05931,6543181,90,2.0,5472,"{'start': {'x': 69, 'y': 9}, 'end': {'x': 57.2, 'y': 0}, 'goal': {'x': 57.2, 'y': 92.7}}",1,828,72,shot,,,
"{'name': 'Đorđe Maksimović', 'slug': 'djordje-maksimovic', 'shortName': 'Đ. Maksimović', 'position': 'F', 'jerseyNumber': '44', 'userCount': 12, 'gender': 'M', 'id': 905970, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي ماكسيموفيتش'}, 'shortNameTranslation': {'ar': 'د. ماكسيموفيتش'}}}",False,save,throw-in-set-piece,"{'x': 11, 'y': 47, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.8, 'z': 5}",0.03712,6543180,90,,5344,"{'start': {'x': 47, 'y': 11}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 95}}",1,56,2644,shot,0.06354,,
"{'name': 'Radoš Dedić', 'firstName': '', 'lastName': '', 'slug': 'rados-dedic', 'shortName': 'R. Dedić', 'position': 'D', 'jerseyNumber': '6', 'userCount': 6, 'gender': 'M', 'id': 1063207, 'fieldTranslations': {'nameTranslation': {'ar': 'رادوش ديديتش'}, 'shortNameTranslation': {'ar': 'ر. ديديتش'}}}",True,save,corner,"{'x': 11, 'y': 60, 'z': 0}",head,low-left,"{'x': 0, 'y': 51.9, 'z': 0.9}",0.05387,6543179,86,,5110,"{'start': {'x': 60, 'y': 11}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 99.1}}",5,290,2410,shot,0.4337,,
"{'name': 'Ognjen Rolović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-rolovic', 'shortName': 'O. Rolović', 'position': 'F', 'jerseyNumber': '19', 'userCount': 6, 'gender': 'M', 'id': 196634, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين رولوفيتش', 'hi': 'ओग्जेन रोलोविच', 'bn': 'ওগনজেন রোলোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رولوفيتش', 'hi': 'ओ. रोलोविक', 'bn': 'ও. রোলোভিচ'}}}",False,save,regular,"{'x': 14, 'y': 68, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46, 'z': 0.7}",0.06807,6543178,82,,4920,"{'start': {'x': 68, 'y': 14}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 99.3}}",9,480,2220,shot,0.1428,,
"{'name': 'Balša Tošković', 'firstName': '', 'lastName': '', 'slug': 'balsa-toskovic', 'shortName': 'B. Tošković', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 1030465, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا توشكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. توشكوفيتش'}}}",True,save,regular,"{'x': 14, 'y': 32, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.4, 'z': 11}",0.1152,6543177,82,,4883,"{'start': {'x': 32, 'y': 14}, 'end': {'x': 47.6, 'y': 0}, 'goal': {'x': 47.6, 'y': 89}}",9,517,2183,shot,0.1968,,
"{'name': 'Nemanja Jovičić', 'firstName': '', 'lastName': '', 'slug': 'nemanja-jovicic', 'shortName': 'N. Jovičić', 'position': 'D', 'jerseyNumber': '27', 'userCount': 7, 'gender': 'M', 'id': 1182552, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا جوفيتش'}, 'shortNameTranslation': {'ar': 'ن. جوفيتش'}}}",False,miss,regular,"{'x': 31, 'y': 37, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 56.2, 'z': 29.8}",0.009329,6543176,77,,4602,"{'start': {'x': 37, 'y': 31}, 'end': {'x': 43.8, 'y': 0}, 'goal': {'x': 43.8, 'y': 70.2}}",14,798,1902,shot,,,
"{'name': 'Aleksandar Šćekić', 'slug': 'aleksandar-scekic', 'shortName': 'A. Šćekić', 'position': 'M', 'jerseyNumber': '55', 'userCount': 232, 'gender': 'M', 'id': 836566, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر شيكيتش', 'hi': 'अलेक्जेंडर सेकिच', 'bn': 'আলেকসান্ডার স্কিকিচ'}, 'shortNameTranslation': {'ar': 'أ. شيكيتش', 'hi': 'ए. सेकिच', 'bn': 'এ. স্কিকিচ'}}}",True,save,corner,"{'x': 10, 'y': 47, 'z': 0}",head,low-right,"{'x': 0, 'y': 46.4, 'z': 19.8}",0.07837,6543175,67,,3995,"{'start': {'x': 47, 'y': 10}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 80.2}}",24,1405,1295,shot,0.3912,,
"{'name': 'Nikola Furtula', 'firstName': '', 'lastName': '', 'slug': 'nikola-furtula', 'shortName': 'N. Furtula', 'position': 'F', 'jerseyNumber': '89', 'userCount': 16, 'gender': 'M', 'id': 878422, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فورتولا'}, 'shortNameTranslation': {'ar': 'ن. فورتولا'}}}",True,block,regular,"{'x': 9, 'y': 34, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.07568,6543174,66,,3943,"{'start': {'x': 34, 'y': 9}, 'block': {'x': 34, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",25,1457,1243,shot,,"{'x': 9, 'y': 34, 'z': 0}",
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 33, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",True,save,regular,"{'x': 24, 'y': 67, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.5, 'z': 22}",0.0294,6543173,66,,3921,"{'start': {'x': 67, 'y': 24}, 'end': {'x': 47.5, 'y': 0}, 'goal': {'x': 47.5, 'y': 78}}",25,1479,1221,shot,0.1219,,
"{'name': 'Medo Juković', 'firstName': 'Medo Jukovic', 'slug': 'medo-jukovic', 'shortName': 'M. Juković', 'position': 'M', 'jerseyNumber': '88', 'userCount': 34, 'gender': 'M', 'id': 1896811, 'fieldTranslations': {'nameTranslation': {'ar': 'ميدو يوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. يوكوفيتش'}}}",True,miss,set-piece,"{'x': 22, 'y': 30, 'z': 0}",left-foot,close-high-right,"{'x': 0, 'y': 40.8, 'z': 48.5}",0.02477,6543172,65,,3882,"{'start': {'x': 30, 'y': 22}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 51.5}}",26,1518,1182,shot,,,
"{'name': 'Vasko Kalezić', 'firstName': '', 'lastName': '', 'slug': 'vasko-kalezic', 'shortName': 'V. Kalezić', 'position': 'F', 'jerseyNumber': '70', 'userCount': 18, 'gender': 'M', 'id': 172957, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسكو كاليزيك', 'hi': 'वास्को कालेज़िक', 'bn': 'ভাস্কো কালেজিক'}, 'shortNameTranslation': {'ar': 'ف. كاليزيك', 'hi': 'वी. कालेज़िक', 'bn': 'ভি. কালেজিক'}}}",True,save,set-piece,"{'x': 14, 'y': 71, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.8, 'z': 1.7}",0.03743,6543171,65,,3877,"{'start': {'x': 71, 'y': 14}, 'end': {'x': 52.2, 'y': 0}, 'goal': {'x': 52.2, 'y': 98.3}}",26,1523,1177,shot,0.05133,,
"{'name': 'Hiroki Harada', 'firstName': 'Hiroki Harada', 'lastName': '', 'slug': 'hiroki-harada', 'shortName': 'H. Harada', 'position': 'M', 'jerseyNumber': '10', 'userCount': 23, 'gender': 'M', 'id': 1218103, 'fieldTranslations': {'nameTranslation': {'ar': 'هيروكي هارادا'}, 'shortNameTranslation': {'ar': 'ه. هارادا'}}}",False,post,set-piece,"{'x': 13, 'y': 39, 'z': 0}",right-foot,high,"{'x': 0, 'y': 44.9, 'z': 41}",0.1298,6543170,55,,3267,"{'start': {'x': 39, 'y': 13}, 'end': {'x': 55.1, 'y': 0}, 'goal': {'x': 55.1, 'y': 59}}",36,2133,567,shot,,,
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 5, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'hi': 'मिलिवोजे रायचेविक', 'bn': 'মিলিভোজে রাইচেভিচ'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'hi': 'एम. रायचेविक', 'bn': 'এম. রাইসেভিচ'}}}",False,miss,regular,"{'x': 15, 'y': 49, 'z': 0}",head,close-right,"{'x': 0, 'y': 43, 'z': 28}",0.07387,6543169,52,,3105,"{'start': {'x': 49, 'y': 15}, 'end': {'x': 57, 'y': 0}, 'goal': {'x': 57, 'y': 72}}",39,2295,405,shot,,,
