player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,xgot,blockCoordinates
"{'name': 'Mirza Idrizović', 'firstName': '', 'lastName': '', 'slug': 'mirza-idrizovic', 'shortName': 'M. Idrizović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 874418, 'fieldTranslations': {'nameTranslation': {'ar': 'ميرزا إدريزوفيتش'}, 'shortNameTranslation': {'ar': 'م. إدريزوفيتش'}}}",False,miss,regular,"{'x': 19, 'y': 38, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.2, 'z': 21.3}",0.02039,6640605,90,3.0,5544,"{'start': {'x': 38, 'y': 19}, 'end': {'x': 58.8, 'y': 0}, 'goal': {'x': 58.8, 'y': 78.7}}",1,756,144,shot,,,
"{'name': 'Marko Đurišić', 'slug': 'marko-durisic', 'shortName': 'M. Đurišić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 14, 'gender': 'M', 'id': 843005, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو دوريسيتش', 'hi': 'मार्को ड्यूरिशिक', 'bn': 'মার্কো ডুরিসিক'}, 'shortNameTranslation': {'ar': 'م. دوريسيتش', 'hi': 'एम. ड्यूरिशिक', 'bn': 'এম. ডুরিসিক'}}}",True,goal,regular,"{'x': 15, 'y': 56, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52, 'z': 17.4}",0.1406,6640604,90,2.0,5464,"{'start': {'x': 56, 'y': 15}, 'end': {'x': 48, 'y': 0}, 'goal': {'x': 48, 'y': 82.6}}",1,836,64,shot,regular,0.499,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",True,goal,regular,"{'x': 13, 'y': 50, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.6, 'z': 10.9}",0.167,6640603,83,,4946,"{'start': {'x': 50, 'y': 13}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 89.1}}",8,454,2246,shot,regular,0.2136,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,block,regular,"{'x': 22, 'y': 32, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01389,6640602,80,,4781,"{'start': {'x': 32, 'y': 22}, 'block': {'x': 32, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",11,619,2081,shot,,,"{'x': 22, 'y': 32, 'z': 0}"
"{'name': 'Andrija Kaluđerović', 'firstName': '', 'lastName': '', 'slug': 'andrija-kaluderovic', 'shortName': 'A. Kaluđeriović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 94261, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا كالوجيروفيتش'}, 'shortNameTranslation': {'ar': 'أ. كالوجيروفيتش'}}}",True,save,regular,"{'x': 29, 'y': 28, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54, 'z': 10.6}",0.02454,6640601,79,,4723,"{'start': {'x': 28, 'y': 29}, 'end': {'x': 46, 'y': 0}, 'goal': {'x': 46, 'y': 89.4}}",12,677,2023,shot,,0.03009,
"{'name': 'Mirza Idrizović', 'firstName': '', 'lastName': '', 'slug': 'mirza-idrizovic', 'shortName': 'M. Idrizović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 874418, 'fieldTranslations': {'nameTranslation': {'ar': 'ميرزا إدريزوفيتش'}, 'shortNameTranslation': {'ar': 'م. إدريزوفيتش'}}}",False,miss,regular,"{'x': 54, 'y': 85, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.7, 'z': 38.9}",0.002465,6640600,78,,4634,"{'start': {'x': 85, 'y': 54}, 'end': {'x': 56.3, 'y': 0}, 'goal': {'x': 56.3, 'y': 61.1}}",13,766,1934,shot,,,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",True,goal,regular,"{'x': 10, 'y': 45, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 51.6, 'z': 37}",0.1272,6640599,72,,4298,"{'start': {'x': 45, 'y': 10}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 63}}",19,1102,1598,shot,regular,0.555,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,miss,free-kick,"{'x': 10, 'y': 18, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 48.2, 'z': 52.2}",0.001284,6640608,69,,4091,"{'start': {'x': 18, 'y': 10}, 'end': {'x': 51.8, 'y': 0}, 'goal': {'x': 51.8, 'y': 47.8}}",22,1309,1391,shot,,,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",True,post,regular,"{'x': 6, 'y': 33, 'z': 0}",left-foot,left,"{'x': 0, 'y': 55.3, 'z': 19.3}",0.2226,6640598,67,,3962,"{'start': {'x': 33, 'y': 6}, 'end': {'x': 44.7, 'y': 0}, 'goal': {'x': 44.7, 'y': 80.7}}",24,1438,1262,shot,,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",True,miss,regular,"{'x': 7, 'y': 31, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 43, 'z': 15}",0.08239,6640597,63,,3722,"{'start': {'x': 31, 'y': 7}, 'end': {'x': 57, 'y': 0}, 'goal': {'x': 57, 'y': 85}}",28,1678,1022,shot,,,
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",False,save,regular,"{'x': 10, 'y': 37, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.3, 'z': 7.3}",0.07008,6640596,61,,3651,"{'start': {'x': 37, 'y': 10}, 'end': {'x': 46.7, 'y': 0}, 'goal': {'x': 46.7, 'y': 92.7}}",30,1749,951,shot,,0.4011,
"{'name': 'Miloš Nikolić', 'firstName': '', 'lastName': '', 'slug': 'milos-nikolic', 'shortName': 'M. Nikolić', 'position': 'D', 'jerseyNumber': '23', 'userCount': 9, 'gender': 'M', 'id': 807581, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش نيكوليتش'}, 'shortNameTranslation': {'ar': 'م. نيكوليتش'}}}",False,save,regular,"{'x': 31, 'y': 45, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 53, 'z': 20.9}",0.03629,6640595,56,,3321,"{'start': {'x': 45, 'y': 31}, 'end': {'x': 47, 'y': 0}, 'goal': {'x': 47, 'y': 79.1}}",35,2079,621,shot,,0.104,
"{'name': 'Arsenije Čepić', 'firstName': 'Arsenije', 'lastName': 'Čepić', 'slug': 'arsenije-cepic', 'shortName': 'A. Čepić', 'position': 'M', 'jerseyNumber': '15', 'userCount': 8, 'gender': 'M', 'id': 1185130, 'fieldTranslations': {'nameTranslation': {'ar': 'أرسينيي جيبيتش'}, 'shortNameTranslation': {'ar': 'أ. جيبيتش'}}}",False,block,regular,"{'x': 26, 'y': 55, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.04755,6640594,56,,3317,"{'start': {'x': 55, 'y': 26}, 'block': {'x': 55, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",35,2083,617,shot,,,"{'x': 26, 'y': 55, 'z': 0}"
