minute,value
1.0,2
2.0,3
3.0,21
4.0,11
5.0,21
6.0,11
7.0,34
8.0,21
9.0,36
10.0,24
11.0,20
12.0,32
13.0,41
14.0,23
15.0,19
16.0,3
17.0,-3
18.0,-21
19.0,-9
20.0,9
21.0,62
22.0,78
23.0,52
24.0,100
25.0,67
26.0,40
27.0,15
28.0,35
29.0,23
30.0,19
31.0,28
32.0,23
33.0,21
34.0,100
35.0,67
36.0,46
37.0,75
38.0,100
39.0,61
40.0,100
41.0,52
42.0,46
43.0,16
44.0,9
45.0,15
46.0,2
47.0,3
48.0,9
49.0,7
50.0,10
51.0,3
52.0,-3
53.0,11
54.0,29
55.0,9
56.0,-8
57.0,-1
58.0,-10
59.0,-29
60.0,-5
61.0,-2
62.0,3
63.0,8
64.0,7
65.0,10
66.0,23
67.0,20
68.0,7
69.0,-13
70.0,-21
71.0,-16
72.0,-18
73.0,-15
74.0,-18
75.0,-54
76.0,-32
77.0,-2
78.0,-24
79.0,-10
80.0,-3
81.0,38
82.0,24
83.0,16
84.0,15
85.0,11
86.0,40
87.0,22
88.0,15
89.0,-25
90.0,-5
90.5,-60
