player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Miloš Mijić', 'firstName': '', 'lastName': '', 'slug': 'milos-mijic', 'shortName': 'M. Mijić', 'position': 'M', 'jerseyNumber': '14', 'userCount': 11, 'gender': 'M', 'id': 177037, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش ميجيش', 'bn': 'মিলোস মিজিচ', 'hi': 'मिलोस मिजिक'}, 'shortNameTranslation': {'ar': 'م. ميجيش', 'bn': 'এম. মিজিচ', 'hi': 'एम. मिजिक'}}}",False,save,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47, 'z': 7.6}","{'x': 2.5, 'y': 50.4, 'z': 0}",5839231,90,3.0,5570,"{'start': {'x': 50, 'y': 11.5}, 'block': {'x': 50.4, 'y': 2.5}, 'end': {'x': 53, 'y': 0}, 'goal': {'x': 53, 'y': 92.4}}",1,730,170,shot,
"{'name': 'Luka Bijelović', 'firstName': '', 'lastName': '', 'slug': 'luka-bijelovic', 'shortName': 'L. Bijelović', 'position': 'F', 'jerseyNumber': '28', 'userCount': 48, 'gender': 'M', 'id': 944503, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا بييلوفيتش', 'bn': 'লুকা বিজেলোভিচ', 'hi': 'लुका बिजेलोविक'}, 'shortNameTranslation': {'ar': 'ل. بييلوفيتش', 'bn': 'এল. বিজেলোভিচ', 'hi': 'एल. बिजेलोविक'}}}",True,save,assisted,"{'x': 14.5, 'y': 72.4, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.7, 'z': 6.3}","{'x': 1.8, 'y': 53.6, 'z': 0}",5839164,85,,5095,"{'start': {'x': 72.4, 'y': 14.5}, 'block': {'x': 53.6, 'y': 1.8}, 'end': {'x': 53.3, 'y': 0}, 'goal': {'x': 53.3, 'y': 93.7}}",6,305,2395,shot,
"{'name': 'Luka Bijelović', 'firstName': '', 'lastName': '', 'slug': 'luka-bijelovic', 'shortName': 'L. Bijelović', 'position': 'F', 'jerseyNumber': '28', 'userCount': 48, 'gender': 'M', 'id': 944503, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا بييلوفيتش', 'bn': 'লুকা বিজেলোভিচ', 'hi': 'लुका बिजेलोविक'}, 'shortNameTranslation': {'ar': 'ل. بييلوفيتش', 'bn': 'এল. বিজেলোভিচ', 'hi': 'एल. बिजेलोविक'}}}",True,save,assisted,"{'x': 13.8, 'y': 53.6, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.6, 'z': 14.6}","{'x': 1.8, 'y': 50.7, 'z': 0}",5839117,80,,4777,"{'start': {'x': 53.6, 'y': 13.8}, 'block': {'x': 50.7, 'y': 1.8}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 85.4}}",11,623,2077,shot,
"{'name': 'Jovan Ćirić', 'slug': 'jovan-ciric', 'shortName': 'J. Ćirić', 'position': 'M', 'jerseyNumber': '25', 'userCount': 73, 'gender': 'M', 'id': 1595643, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان تشيريتش'}, 'shortNameTranslation': {'ar': 'ي. تشيريتش'}}}",False,save,assisted,"{'x': 3.3, 'y': 30.3, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54, 'z': 1.9}","{'x': 0.3, 'y': 45.3, 'z': 0}",5839102,77,,4568,"{'start': {'x': 30.3, 'y': 3.3}, 'block': {'x': 45.3, 'y': 0.3}, 'end': {'x': 46, 'y': 0}, 'goal': {'x': 46, 'y': 98.1}}",14,832,1868,shot,
"{'name': 'Semir Alić', 'firstName': '', 'lastName': '', 'slug': 'semir-alic', 'shortName': 'S. Alić', 'position': 'M', 'jerseyNumber': '14', 'userCount': 55, 'gender': 'M', 'id': 1102770, 'fieldTranslations': {'nameTranslation': {'ar': 'سيمير عليتش'}, 'shortNameTranslation': {'ar': 'س. عليتش'}}}",True,miss,assisted,"{'x': 22.9, 'y': 42.5, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 38.2, 'z': 79.2}",,5839063,76,,4525,"{'start': {'x': 42.5, 'y': 22.9}, 'end': {'x': 61.8, 'y': 0}, 'goal': {'x': 61.8, 'y': 20.8}}",15,875,1825,shot,
"{'name': 'Irfan Hadžić', 'slug': 'irfan-hadzic', 'shortName': 'I. Hadžić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 36, 'gender': 'M', 'id': 173957, 'fieldTranslations': {'nameTranslation': {'ar': 'عرفان حادزيتش', 'bn': 'ইরফান হাদজিচ', 'hi': 'इरफ़ान हडज़िक'}, 'shortNameTranslation': {'ar': 'ع. حادزيتش', 'bn': 'আই. হাদজিচ', 'hi': 'आई. हडज़िक'}}}",False,miss,assisted,"{'x': 11, 'y': 49.7, 'z': 0}",head,right,"{'x': 0, 'y': 38.7, 'z': 18.1}",,5839062,75,,4470,"{'start': {'x': 49.7, 'y': 11}, 'end': {'x': 61.3, 'y': 0}, 'goal': {'x': 61.3, 'y': 81.9}}",16,930,1770,shot,
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",True,miss,fast-break,"{'x': 13.9, 'y': 37.9, 'z': 0}",right-foot,high,"{'x': 0, 'y': 52.4, 'z': 62.5}",,5838994,65,,3891,"{'start': {'x': 37.9, 'y': 13.9}, 'end': {'x': 47.6, 'y': 0}, 'goal': {'x': 47.6, 'y': 37.5}}",26,1509,1191,shot,
"{'name': 'Nikola Ćirković', 'firstName': '', 'lastName': '', 'slug': 'nikola-cirkovic', 'shortName': 'N. Ćirković', 'position': 'D', 'jerseyNumber': '30', 'userCount': 9, 'gender': 'M', 'id': 814416, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا تشيركوفيتش', 'bn': 'নিকোলা সার্কোভিচ', 'hi': 'निकोला सिर्कोविक'}, 'shortNameTranslation': {'ar': 'ن. تشيركوفيتش', 'bn': 'এন. জিরকোভিচ', 'hi': 'एन. सिर्कोविक'}}}",False,save,set-piece,"{'x': 11.3, 'y': 59.7, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.7, 'z': 19}","{'x': 0.90000000000001, 'y': 52.9, 'z': 0}",5838886,58,,3429,"{'start': {'x': 59.7, 'y': 11.3}, 'block': {'x': 52.9, 'y': 0.90000000000001}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 81}}",33,1971,729,shot,
"{'name': 'Žarko Udovičić', 'slug': 'zarko-udovicic', 'shortName': 'Ž. Udovičić', 'position': 'D', 'jerseyNumber': '33', 'userCount': 17, 'gender': 'M', 'id': 795938, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو أودوفيتشيتش', 'bn': 'জারকো উডোভিচ', 'hi': 'ज़ारको उदोविचिक'}, 'shortNameTranslation': {'ar': 'ز. أودوفيتشيتش', 'bn': 'জেড. উডোভিচ', 'hi': 'ज़ेड. उदोविचिक'}}}",False,miss,set-piece,"{'x': 23.8, 'y': 28.2, 'z': 0}",left-foot,right,"{'x': 0, 'y': 35.1, 'z': 13.9}","{'x': 3.2, 'y': 55.8, 'z': 0}",5838885,58,,3427,"{'start': {'x': 28.2, 'y': 23.8}, 'block': {'x': 55.8, 'y': 3.2}, 'end': {'x': 64.9, 'y': 0}, 'goal': {'x': 64.9, 'y': 86.1}}",33,1973,727,shot,
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",True,goal,assisted,"{'x': 7.1, 'y': 51.3, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.5, 'z': 12.7}",,5838454,44,,2600,"{'start': {'x': 51.3, 'y': 7.1}, 'end': {'x': 53.5, 'y': 0}, 'goal': {'x': 53.5, 'y': 87.3}}",2,100,2600,shot,regular
