player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'John Mary', 'slug': 'john-mary', 'shortName': 'J. Mary', 'position': 'F', 'jerseyNumber': '28', 'userCount': 155, 'gender': 'M', 'id': 795913, 'fieldTranslations': {'nameTranslation': {'ar': 'جون ماري', 'bn': 'জন মেরি', 'hi': 'जॉन मैरी'}, 'shortNameTranslation': {'ar': 'ج. ماري', 'bn': 'জে. মেরি', 'hi': 'जे. मैरी'}}}",True,goal,regular,regular,"{'x': 25, 'y': 35.6, 'z': 0}",other,low-centre,"{'x': 0, 'y': 48.5, 'z': 1.3}",5962421,90,3.0,5526,"{'start': {'x': 35.6, 'y': 25}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 98.7}}",1,774,126,shot,
"{'name': 'Issa Bah', 'slug': 'bah-issa', 'shortName': 'I. Bah', 'position': 'F', 'jerseyNumber': '77', 'userCount': 88, 'gender': 'M', 'id': 987250, 'fieldTranslations': {'nameTranslation': {'ar': 'باه، عيسى', 'bn': 'বাহ, ইসা', 'hi': 'बाह, इस्सा'}, 'shortNameTranslation': {'ar': 'ع. باه', 'bn': 'আই. বাহ', 'hi': 'आई. बाह'}}}",False,block,,assisted,"{'x': 6.7, 'y': 47.7, 'z': 0}",head,low-right,"{'x': 0, 'y': 47.2, 'z': 19}",5962418,90,2.0,5500,"{'start': {'x': 47.7, 'y': 6.7}, 'block': {'x': 48.2, 'y': 6}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 81}}",1,800,100,shot,"{'x': 6, 'y': 48.2, 'z': 0}"
"{'name': 'Alfa Baldé', 'firstName': 'Alfa Baldé', 'lastName': '', 'slug': 'alfa-balde', 'shortName': 'A. Baldé', 'position': 'F', 'jerseyNumber': '17', 'userCount': 92, 'gender': 'M', 'id': 1158017, 'fieldTranslations': {'nameTranslation': {'ar': 'لوباس، فالنتين'}, 'shortNameTranslation': {'ar': 'ف. لوباس'}}}",False,miss,,fast-break,"{'x': 8.2, 'y': 66.9, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 59, 'z': 69.4}",5962277,79,,4686,"{'start': {'x': 66.9, 'y': 8.2}, 'end': {'x': 41, 'y': 0}, 'goal': {'x': 41, 'y': 30.6}}",12,714,1986,shot,
"{'name': 'Milutin Vidosavljević', 'slug': 'milutin-vidosavljevic', 'shortName': 'M. Vidosavljević', 'position': 'M', 'jerseyNumber': '55', 'userCount': 182, 'gender': 'M', 'id': 858238, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوتين فيدوسافليفيتش', 'bn': 'মিলুটিন ভিদোসাভলজেভিচ', 'hi': 'मिलुटिन विडोसावलेजेविक'}, 'shortNameTranslation': {'ar': 'م. فيدوسافليفيتش', 'bn': 'এম. ভিদোসাভলজেভিচ', 'hi': 'एम. विडोसावलेजेविक'}}}",True,goal,regular,assisted,"{'x': 13.1, 'y': 42.5, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 45.6, 'z': 3.2}",5962256,76,,4511,"{'start': {'x': 42.5, 'y': 13.1}, 'end': {'x': 54.4, 'y': 0}, 'goal': {'x': 54.4, 'y': 96.8}}",15,889,1811,shot,
"{'name': 'Marko Poletanović', 'slug': 'marko-poletanovic', 'shortName': 'M. Poletanović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 55, 'gender': 'M', 'id': 111754, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو بوليتانوفيتش'}, 'shortNameTranslation': {'ar': 'م. بوليتانوفيتش'}}}",True,save,,assisted,"{'x': 5.4, 'y': 58.5, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.9, 'z': 5.1}",5962372,69,,4133,"{'start': {'x': 58.5, 'y': 5.4}, 'block': {'x': 57, 'y': 4.6}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 94.9}}",22,1267,1433,shot,"{'x': 4.6, 'y': 57, 'z': 0}"
"{'name': 'Milutin Vidosavljević', 'slug': 'milutin-vidosavljevic', 'shortName': 'M. Vidosavljević', 'position': 'M', 'jerseyNumber': '55', 'userCount': 182, 'gender': 'M', 'id': 858238, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوتين فيدوسافليفيتش', 'bn': 'মিলুটিন ভিদোসাভলজেভিচ', 'hi': 'मिलुटिन विडोसावलेजेविक'}, 'shortNameTranslation': {'ar': 'م. فيدوسافليفيتش', 'bn': 'এম. ভিদোসাভলজেভিচ', 'hi': 'एम. विडोसावलेजेविक'}}}",True,goal,regular,fast-break,"{'x': 7.6, 'y': 49.5, 'z': 0}",head,low-left,"{'x': 0, 'y': 53.8, 'z': 9.5}",5962156,63,,3767,"{'start': {'x': 49.5, 'y': 7.6}, 'end': {'x': 46.2, 'y': 0}, 'goal': {'x': 46.2, 'y': 90.5}}",28,1633,1067,shot,
"{'name': 'Dragan Kokanović', 'slug': 'dragan-kokanovic', 'shortName': 'D. Kokanović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 54, 'gender': 'M', 'id': 1114797, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان كوكانوفيتش'}, 'shortNameTranslation': {'ar': 'د. كوكانوفيتش'}}}",True,block,,fast-break,"{'x': 23.2, 'y': 51.3, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49, 'z': 19}",5962121,61,,3600,"{'start': {'x': 51.3, 'y': 23.2}, 'block': {'x': 51.3, 'y': 20.1}, 'end': {'x': 51, 'y': 0}, 'goal': {'x': 51, 'y': 81}}",30,1800,900,shot,"{'x': 20.1, 'y': 51.3, 'z': 0}"
"{'name': 'John Mary', 'slug': 'john-mary', 'shortName': 'J. Mary', 'position': 'F', 'jerseyNumber': '28', 'userCount': 155, 'gender': 'M', 'id': 795913, 'fieldTranslations': {'nameTranslation': {'ar': 'جون ماري', 'bn': 'জন মেরি', 'hi': 'जॉन मैरी'}, 'shortNameTranslation': {'ar': 'ج. ماري', 'bn': 'জে. মেরি', 'hi': 'जे. मैरी'}}}",True,save,,assisted,"{'x': 11.7, 'y': 63.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 1.9}",5962106,59,,3512,"{'start': {'x': 63.4, 'y': 11.7}, 'block': {'x': 52.2, 'y': 1.4}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 98.1}}",32,1888,812,shot,"{'x': 1.4, 'y': 52.2, 'z': 0}"
"{'name': 'Lazar Ranđelović', 'slug': 'lazar-randelovic', 'shortName': 'L. Ranđelović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 316, 'gender': 'M', 'id': 938000, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار راندجيلوفيتش', 'bn': 'লাজার রানডেলোভিচ', 'hi': 'लाज़र रांडेलोविच'}, 'shortNameTranslation': {'ar': 'ل. راندجيلوفيتش', 'bn': 'এল. রানডেলোভিচ', 'hi': 'एल. रांडेलोविच'}}}",True,block,,fast-break,"{'x': 10.4, 'y': 44.2, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.3, 'z': 19}",5962096,55,,3251,"{'start': {'x': 44.2, 'y': 10.4}, 'block': {'x': 46.4, 'y': 7.3}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 81}}",36,2149,551,shot,"{'x': 7.3, 'y': 46.4, 'z': 0}"
"{'name': 'Yankuba Jarju', 'slug': 'yankuba-jarju', 'shortName': 'Y. Jarju', 'position': 'F', 'jerseyNumber': '66', 'userCount': 44, 'gender': 'M', 'id': 990630, 'fieldTranslations': {'nameTranslation': {'ar': 'يانكوبا جارجو'}, 'shortNameTranslation': {'ar': 'ي. جارجو'}}}",False,block,,regular,"{'x': 19.2, 'y': 67.1, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 48.1, 'z': 19}",5962153,53,,3166,"{'start': {'x': 67.1, 'y': 19.2}, 'block': {'x': 61, 'y': 11.5}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 81}}",38,2234,466,shot,"{'x': 11.5, 'y': 61, 'z': 0}"
