match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,duelLost,duelWon,bigChanceCreated,totalClearance,interceptionWon,unsuccessfulTouch,wasFouled,fouls,bestBallCarryProgression,totalProgressiveBallCarriesDistance,keyPass,aerialWon,challengeLost,totalTackle,wonTackle,aerialLost,dispossessed,accurateCross,totalContest,wonContest,blockedScoringAttempt,totalOffside,shotValueNormalized,shotOffTarget,onTargetScoringAttempt,bigChanceMissed,errorLeadToAShot,goodHighClaim,outfielderBlock
14015611,home,5153,OFK Beograd,1126067,Balša Popović,balsa-popovic,G,1,False,42.0,30.0,25.0,14.0,0.0,18.0,23.0,12.0,19.0,8.0,1.0,2.0,2.0,90.0,46.0,7.2,12.0,46.920809870515,9.0,19.67151271945,0.0,0.0143,"{'original': 7.2, 'alternative': 7.2}",0,0.09,0.0,0.16,0.02,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,71.42857142857143,56.00000000000001,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015611,home,5153,OFK Beograd,1104741,Stefan Despotovski,stefan-despotovski,D,2,False,30.0,19.0,3.0,2.0,0.0,7.0,10.0,12.0,20.0,3.0,,,,90.0,42.0,6.7,15.0,123.90406790395,17.0,31.155377584193,1.0,,"{'original': 6.7, 'alternative': 6.9}",0,0.23,0.06,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,2,4,63.33333333333333,66.66666666666666,,,,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,22.120526424559,22.120766804069,1.0,,,,,,,,,,,,,,,,,,
14015611,home,5153,OFK Beograd,191640,Marko Gobeljić,marko-gobeljic,D,77,False,50.0,39.0,8.0,1.0,0.0,29.0,30.0,10.0,20.0,8.0,,,,90.0,71.0,7.2,13.0,92.866334519071,13.0,-19.539726699796,0.0,,"{'original': 7.2, 'alternative': 7.2}",0,0.21,0.16,0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,2,1,78.0,12.5,,,,,1.0,4.0,,5.0,4.0,,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14015611,home,5153,OFK Beograd,1146082,Aleksej Vukičević,aleksej-vukicevic,D,45,False,46.0,39.0,8.0,4.0,0.0,25.0,26.0,14.0,20.0,1.0,,,,90.0,58.0,6.9,7.0,95.864949275779,12.0,12.845065017477,0.0,,"{'original': 6.9, 'alternative': 7}",0,0.31,0.0,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,5,4,2,2,84.78260869565217,50.0,,,,,5.0,4.0,,5.0,1.0,,2.0,2.0,,,1.0,2.0,,,,3.0,,,,,,,,,,,,,
14015611,home,5153,OFK Beograd,77678,Milan Rodić,milan-rodic,D,33,False,36.0,29.0,4.0,3.0,0.0,14.0,15.0,15.0,21.0,2.0,,,,82.0,50.0,6.6,13.0,108.25503516639,11.0,57.660636224267,2.0,,"{'original': 6.6, 'alternative': 6.7}",0,0.16,0.13,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,0,5,80.55555555555556,75.0,,,,1.0,6.0,2.0,,3.0,1.0,1.0,,3.0,16.822688293216,33.537658271657,,2.0,,,,1.0,2.0,,,,,,,,,,,,
14015611,home,5153,OFK Beograd,881211,Uroš Stojanović,uros-stojanovic,D,24,False,45.0,37.0,,,0.0,8.0,11.0,29.0,34.0,4.0,,,,90.0,68.0,8.5,11.0,160.91387109055,15.0,143.35582442379,5.0,,"{'original': 8.5, 'alternative': 8.3}",0,0.76,0.32,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,6,4,82.22222222222221,,100.0,50.0,,1.0,6.0,7.0,,5.0,2.0,1.0,,1.0,26.935734561543,85.397574986176,5.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,
14015611,home,5153,OFK Beograd,1406091,Aleksa Cvetković,aleksa-cvetkovic,M,8,False,40.0,31.0,2.0,,0.0,11.0,13.0,20.0,27.0,5.0,,,,90.0,50.0,6.1,15.0,88.937069424228,12.0,-29.770646153563,0.0,,"{'original': 6.1, 'alternative': 6.8}",1,-0.14,-0.67,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,77.5,,,,,1.0,3.0,1.0,,,2.0,3.0,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,1.0,-0.16,,,,,,
14015611,home,5153,OFK Beograd,352610,Miloš Pantović,milos-pantovic,M,27,False,45.0,38.0,5.0,1.0,0.0,17.0,18.0,21.0,27.0,3.0,,,,66.0,58.0,7.3,7.0,83.806249530308,15.0,34.285675330321,0.0,,"{'original': 7.3, 'alternative': 7.3}",2,0.47,0.19,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,84.44444444444444,20.0,100.0,,,1.0,1.0,2.0,,2.0,3.0,,1.0,1.0,,,2.0,,,1.0,1.0,,,1.0,,,,,-0.23,2.0,,,,,
14015611,home,5153,OFK Beograd,1153956,Jovan Šljivić,jovan-sljivic,M,20,False,51.0,41.0,1.0,,0.0,15.0,17.0,26.0,34.0,6.0,,,,90.0,83.0,7.4,25.0,162.5257784466,22.0,49.530935695875,2.0,,"{'original': 7.4, 'alternative': 7.5}",2,0.26,0.13,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,8,4,80.3921568627451,,10.0,50.0,,10.0,5.0,9.0,,1.0,1.0,3.0,4.0,,22.997658873301,40.32720517617,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,,,-0.07,1.0,1.0,,,,
14015611,home,5153,OFK Beograd,1120865,Yacouba Silue,yacouba-silue,F,42,False,21.0,13.0,1.0,,0.0,4.0,4.0,9.0,17.0,2.0,,,,66.0,43.0,6.6,13.0,155.67258794518,15.0,-39.208082451135,1.0,,"{'original': 6.6, 'alternative': 7.4}",5,-0.09,-0.54,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,6,3,61.904761904761905,,,,,,7.0,6.0,,1.0,,2.0,3.0,,16.155319532001,24.694785704679,,,,3.0,3.0,4.0,3.0,,,,1.0,,-0.53,3.0,1.0,,,,
14015611,home,5153,OFK Beograd,1818867,Ethan Hoard,ethan-hoard,F,9,False,18.0,12.0,1.0,1.0,0.0,2.0,2.0,10.0,16.0,2.0,,,,90.0,31.0,6.1,11.0,41.493532839941,6.0,12.953539657989,2.0,,"{'original': 6.1, 'alternative': 6.8}",1,-0.28,0.13,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,6,11,4,7,66.66666666666666,100.0,,100.0,,,11.0,6.0,,,,1.0,3.0,4.0,7.1946503500461,17.509132603165,,2.0,,,,4.0,3.0,,1.0,1.0,1.0,,-0.14,,,,,,
14015611,home,5153,OFK Beograd,955061,Edmund Addo,edmund-addo,M,3,True,19.0,13.0,1.0,,0.0,4.0,4.0,9.0,15.0,3.0,,,,24.0,28.0,6.8,8.0,90.614846161586,13.0,45.269087681312,0.0,,"{'original': 6.8, 'alternative': 6.5}",0,0.16,0.09,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,2,2,68.42105263157895,,,,,,4.0,3.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,
14015611,home,5153,OFK Beograd,1579193,Filip Halabrin,filip-halabrin,M,88,True,11.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,8.0,1.0,,,,24.0,23.0,6.9,9.0,72.992080016631,8.0,18.632148032631,1.0,,"{'original': 6.9, 'alternative': 7}",1,0.01,0.14,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,3,0,81.81818181818183,100.0,,,,5.0,2.0,4.0,,,,2.0,3.0,,17.436004784207,17.761251335421,1.0,1.0,,,,2.0,,,,,1.0,,-0.06,,,,,,
