minute,value
1.0,-20
2.0,-5
3.0,33
4.0,26
5.0,19
6.0,19
7.0,11
8.0,3
9.0,-9
10.0,-8
11.0,-9
12.0,-49
13.0,-32
14.0,-100
15.0,-100
16.0,-100
17.0,-68
18.0,-38
19.0,-18
20.0,28
21.0,9
22.0,3
23.0,-8
24.0,22
25.0,-34
26.0,-22
27.0,-21
28.0,-15
29.0,38
30.0,-33
31.0,38
32.0,26
33.0,24
34.0,10
35.0,11
36.0,8
37.0,7
38.0,2
39.0,-2
40.0,8
41.0,3
42.0,5
43.0,36
44.0,20
45.0,5
45.5,-7
46.0,8
47.0,3
48.0,-77
49.0,64
50.0,-32
51.0,-14
52.0,74
53.0,49
54.0,24
55.0,31
56.0,48
57.0,-56
58.0,-16
59.0,70
60.0,45
61.0,-36
62.0,-3
63.0,-3
64.0,70
65.0,37
66.0,25
67.0,50
68.0,50
69.0,25
70.0,-41
71.0,-16
72.0,-33
73.0,-47
74.0,-29
75.0,-15
76.0,-39
77.0,60
78.0,15
79.0,4
80.0,37
81.0,19
82.0,7
83.0,5
84.0,4
85.0,5
86.0,3
87.0,2
88.0,-5
89.0,-8
90.0,30
90.5,-50
