player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,xgot,goalType
"{'name': 'Yann Michael Yao', 'firstName': '', 'lastName': '', 'slug': 'yann-michael-yao', 'shortName': 'Y. M. Yao', 'position': 'M', 'jerseyNumber': '11', 'userCount': 17, 'gender': 'M', 'id': 894450, 'fieldTranslations': {'nameTranslation': {'ar': 'يان ميخائيل ياو'}, 'shortNameTranslation': {'ar': 'ي. ياو'}}}",False,miss,regular,"{'x': 17, 'y': 32, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 50.9, 'z': 55.5}",0.05766,6561200,90,4.0,5621,"{'start': {'x': 32, 'y': 17}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 44.5}}",1,679,221,shot,,,
"{'name': 'Kristijan Radunović', 'firstName': 'Kristijan Radunović', 'lastName': '', 'slug': 'kristijan-radunovic', 'shortName': 'K. Radunović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 3, 'gender': 'M', 'id': 1381377, 'fieldTranslations': {'nameTranslation': {'ar': 'كريستيجان رادونوفيتش'}, 'shortNameTranslation': {'ar': 'ك. رادونوفيتش'}}}",True,miss,regular,"{'x': 11, 'y': 49, 'z': 0}",head,close-right,"{'x': 0, 'y': 43.7, 'z': 22.5}",0.1072,6561199,90,,5382,"{'start': {'x': 49, 'y': 11}, 'end': {'x': 56.3, 'y': 0}, 'goal': {'x': 56.3, 'y': 77.5}}",1,18,2682,shot,,,
"{'name': 'Ayumu Nishimura', 'firstName': 'Ayumu Nishimura', 'slug': 'ayumu-nishimura', 'shortName': 'A. Nishimura', 'position': 'F', 'userCount': 15, 'gender': 'M', 'id': 1218295, 'fieldTranslations': {'nameTranslation': {'ar': 'أيومو نيشيمورا'}, 'shortNameTranslation': {'ar': 'أ. نيشيمورا'}}}",True,block,regular,"{'x': 4, 'y': 35, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01174,6561198,80,,4754,"{'start': {'x': 35, 'y': 4}, 'block': {'x': 35, 'y': 4}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",11,646,2054,shot,"{'x': 4, 'y': 35, 'z': 0}",,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",False,miss,free-kick,"{'x': 23, 'y': 57, 'z': 0}",left-foot,close-high-right,"{'x': 0, 'y': 42.6, 'z': 44.7}",0.001171,6561201,79,,4707,"{'start': {'x': 57, 'y': 23}, 'end': {'x': 57.4, 'y': 0}, 'goal': {'x': 57.4, 'y': 55.3}}",12,693,2007,shot,,,
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'F', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",True,save,throw-in-set-piece,"{'x': 22, 'y': 31, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 53.5, 'z': 31.4}",0.02272,6561197,77,,4561,"{'start': {'x': 31, 'y': 22}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 68.6}}",14,839,1861,shot,,0.3003,
"{'name': 'Vukas Dragović', 'slug': 'vukas-dragovic', 'shortName': 'V. Dragović', 'position': 'M', 'jerseyNumber': '99', 'userCount': 9, 'gender': 'M', 'id': 1484678, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكاس دراجوفيتش'}, 'shortNameTranslation': {'ar': 'ف. دراجوفيتش'}}}",False,miss,regular,"{'x': 23, 'y': 42, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.1, 'z': 42.3}",0.04835,6561196,76,,4520,"{'start': {'x': 42, 'y': 23}, 'end': {'x': 41.9, 'y': 0}, 'goal': {'x': 41.9, 'y': 57.7}}",15,880,1820,shot,,,
"{'name': 'Marko Đurišić', 'slug': 'marko-durisic', 'shortName': 'M. Đurišić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 14, 'gender': 'M', 'id': 843005, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو دوريسيتش', 'hi': 'मार्को ड्यूरिशिक', 'bn': 'মার্কো ডুরিসিক'}, 'shortNameTranslation': {'ar': 'م. دوريسيتش', 'hi': 'एम. ड्यूरिशिक', 'bn': 'এম. ডুরিসিক'}}}",False,save,regular,"{'x': 23, 'y': 34, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.3, 'z': 17.6}",0.03936,6561195,70,,4187,"{'start': {'x': 34, 'y': 23}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 82.4}}",21,1213,1487,shot,,0.01347,
"{'name': 'Luka Maraš', 'firstName': 'Luka', 'lastName': 'Maraš', 'slug': 'luka-maras', 'shortName': 'L. Maraš', 'position': 'D', 'jerseyNumber': '11', 'userCount': 2, 'gender': 'M', 'id': 813112, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا ماراش'}, 'shortNameTranslation': {'ar': 'ل. ماراش'}}}",True,post,regular,"{'x': 7, 'y': 51, 'z': 0}",left-foot,left,"{'x': 0, 'y': 55.5, 'z': 10.9}",0.3918,6561194,64,,3840,"{'start': {'x': 51, 'y': 7}, 'end': {'x': 44.5, 'y': 0}, 'goal': {'x': 44.5, 'y': 89.1}}",27,1560,1140,shot,,0.003064,
"{'name': 'Andrija Kaluđerović', 'firstName': '', 'lastName': '', 'slug': 'andrija-kaluderovic', 'shortName': 'A. Kaluđeriović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 94261, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا كالوجيروفيتش'}, 'shortNameTranslation': {'ar': 'أ. كالوجيروفيتش'}}}",False,miss,regular,"{'x': 24, 'y': 48, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.4, 'z': 49}",0.02676,6561193,61,,3644,"{'start': {'x': 48, 'y': 24}, 'end': {'x': 56.6, 'y': 0}, 'goal': {'x': 56.6, 'y': 51}}",30,1756,944,shot,,,
"{'name': 'Alhassan Baba Musah', 'firstName': '', 'lastName': '', 'slug': 'alhassan-baba-musah', 'shortName': 'A. B. Musah', 'position': 'M', 'jerseyNumber': '19', 'userCount': 30, 'gender': 'M', 'id': 1486746, 'fieldTranslations': {'nameTranslation': {'ar': 'الحسن بابا موسى'}, 'shortNameTranslation': {'ar': 'ا. موسى'}}}",True,miss,regular,"{'x': 7, 'y': 46, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 41.7, 'z': 51.9}",0.2522,6561192,59,,3509,"{'start': {'x': 46, 'y': 7}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 48.1}}",32,1891,809,shot,,,
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'F', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",True,miss,regular,"{'x': 22, 'y': 60, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58.3, 'z': 18.5}",0.03453,6561191,59,,3498,"{'start': {'x': 60, 'y': 22}, 'end': {'x': 41.7, 'y': 0}, 'goal': {'x': 41.7, 'y': 81.5}}",32,1902,798,shot,,,
"{'name': 'Luka Maraš', 'firstName': 'Luka', 'lastName': 'Maraš', 'slug': 'luka-maras', 'shortName': 'L. Maraš', 'position': 'D', 'jerseyNumber': '11', 'userCount': 2, 'gender': 'M', 'id': 813112, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا ماراش'}, 'shortNameTranslation': {'ar': 'ل. ماراش'}}}",True,save,regular,"{'x': 27, 'y': 48, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.2, 'z': 9.9}",0.0394,6561190,58,,3475,"{'start': {'x': 48, 'y': 27}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 90.1}}",33,1925,775,shot,,0.0793,
"{'name': 'Nikola Stijepović', 'slug': 'nikola-stijepovic', 'shortName': 'N. Stijepović', 'position': 'D', 'jerseyNumber': '33', 'userCount': 1, 'gender': 'M', 'id': 171431, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ستييبوفيتش', 'hi': 'निकोला स्टिजेपोविक', 'bn': 'নিকোলা স্টিজেপোভিচ'}, 'shortNameTranslation': {'ar': 'ن. ستييبوفيتش', 'hi': 'एन. स्टिजेपोविक', 'bn': 'এন. স্টিজেপোভিচ'}}}",False,miss,regular,"{'x': 3, 'y': 34, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 57.9, 'z': 13.1}",0.1049,6561189,58,,3440,"{'start': {'x': 34, 'y': 3}, 'end': {'x': 42.1, 'y': 0}, 'goal': {'x': 42.1, 'y': 86.9}}",33,1960,740,shot,,,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",False,post,regular,"{'x': 25, 'y': 57, 'z': 0}",left-foot,high,"{'x': 0, 'y': 44.8, 'z': 41}",0.04413,6561188,57,,3372,"{'start': {'x': 57, 'y': 25}, 'end': {'x': 55.2, 'y': 0}, 'goal': {'x': 55.2, 'y': 59}}",34,2028,672,shot,,,
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'F', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",True,miss,regular,"{'x': 12, 'y': 56, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.7, 'z': 44.6}",0.2184,6561187,56,,3327,"{'start': {'x': 56, 'y': 12}, 'end': {'x': 42.3, 'y': 0}, 'goal': {'x': 42.3, 'y': 55.4}}",35,2073,627,shot,,,
"{'name': 'Alhassan Baba Musah', 'firstName': '', 'lastName': '', 'slug': 'alhassan-baba-musah', 'shortName': 'A. B. Musah', 'position': 'M', 'jerseyNumber': '19', 'userCount': 30, 'gender': 'M', 'id': 1486746, 'fieldTranslations': {'nameTranslation': {'ar': 'الحسن بابا موسى'}, 'shortNameTranslation': {'ar': 'ا. موسى'}}}",True,goal,regular,"{'x': 10, 'y': 46, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.1, 'z': 6.1}",0.3916,6561186,52,,3090,"{'start': {'x': 46, 'y': 10}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 93.9}}",39,2310,390,shot,,0.4215,regular
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,goal,regular,"{'x': 10, 'y': 51, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.1, 'z': 10.7}",0.3472,6561185,48,,2870,"{'start': {'x': 51, 'y': 10}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 89.3}}",43,2530,170,shot,,0.7947,regular
"{'name': 'Luka Maraš', 'firstName': 'Luka', 'lastName': 'Maraš', 'slug': 'luka-maras', 'shortName': 'L. Maraš', 'position': 'D', 'jerseyNumber': '11', 'userCount': 2, 'gender': 'M', 'id': 813112, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا ماراش'}, 'shortNameTranslation': {'ar': 'ل. ماراش'}}}",True,save,regular,"{'x': 21, 'y': 67, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 3.4}",0.04186,6561184,31,,1813,"{'start': {'x': 67, 'y': 21}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 96.6}}",15,887,1813,shot,,0.1671,
"{'name': 'Demir Skrijelj', 'firstName': '', 'lastName': '', 'slug': 'demir-skrijelj', 'shortName': 'D. Skrijelj', 'position': 'M', 'jerseyNumber': '10', 'userCount': 27, 'gender': 'M', 'id': 804419, 'fieldTranslations': {'nameTranslation': {'ar': 'ديمير سكيريل'}, 'shortNameTranslation': {'ar': 'د. سكيريل'}}}",False,miss,regular,"{'x': 26, 'y': 35, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 44, 'z': 46}",0.03913,6561183,30,,1754,"{'start': {'x': 35, 'y': 26}, 'end': {'x': 56, 'y': 0}, 'goal': {'x': 56, 'y': 54}}",16,946,1754,shot,,,
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'F', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",True,save,regular,"{'x': 20, 'y': 28, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46.4, 'z': 22.5}",0.02505,6561182,29,,1724,"{'start': {'x': 28, 'y': 20}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 77.5}}",17,976,1724,shot,,0.1757,
"{'name': 'Matija Rovčanin', 'firstName': '', 'lastName': '', 'slug': 'matija-rovcanin', 'shortName': 'M. Rovčanin', 'position': 'F', 'jerseyNumber': '21', 'userCount': 9, 'gender': 'M', 'id': 1404815, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا روفشانتش'}, 'shortNameTranslation': {'ar': 'م. روفشانتش'}}}",False,block,regular,"{'x': 21, 'y': 31, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.009874,6561181,25,,1477,"{'start': {'x': 31, 'y': 21}, 'block': {'x': 31, 'y': 21}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",21,1223,1477,shot,"{'x': 21, 'y': 31, 'z': 0}",,
"{'name': 'Marko Čavor', 'firstName': '', 'lastName': '', 'slug': 'marko-cavor', 'shortName': 'M. Čavor', 'position': 'D', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 909420, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو تشافور'}, 'shortNameTranslation': {'ar': 'م. تشافور'}}}",True,miss,regular,"{'x': 29, 'y': 40, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 41.9, 'z': 9.8}",0.005138,6561180,20,,1145,"{'start': {'x': 40, 'y': 29}, 'end': {'x': 58.1, 'y': 0}, 'goal': {'x': 58.1, 'y': 90.2}}",26,1555,1145,shot,,,
