match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,interceptionWon,totalTackle,unsuccessfulTouch,wasFouled,fouls,totalProgressiveBallCarriesDistance,progressiveBallCarriesCount,shotValueNormalized,aerialLost,bigChanceMissed,shotOffTarget,clearanceOffLine,outfielderBlock,lastManTackle,wonTackle,totalCross,accurateCross,dispossessed,errorLeadToAShot,keyPass,bigChanceCreated,blockedScoringAttempt,totalOffside,goals,goodHighClaim
14015558,home,5144,FK Javor Ivanjica,972802,Bayere Loue,bayere-loue,F,27,False,8.0,7.0,,,0.0,5.0,5.0,2.0,3.0,,1.0,,,,,82.0,25.0,6.8,9.0,95.381940861242,9.0,85.47,18.27,,"{'original': 6.8, 'alternative': 6.7}",2,-0.09,0.24,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,3,5,87.5,,,33.33333333333333,,,8.0,3.0,,3.0,1.0,2.0,,1.0,5.0,1.0,2.0,37.280842497687,2.0,0.46,3.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,
14015558,home,5144,FK Javor Ivanjica,1126871,Benjamin Acquah,benjamin-acquah,M,17,True,10.0,9.0,3.0,2.0,0.0,4.0,4.0,5.0,6.0,,1.0,,,,,27.0,17.0,6.3,5.0,48.44225772179,7.0,-8.19,8.19,,"{'original': 6.3, 'alternative': 6.3}",0,0.01,-0.21,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,1,4,90.0,66.66666666666666,,,,,4.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,10.306,1.0,,,,,,,,,,,1.0,,,,,,,
14015558,home,5144,FK Javor Ivanjica,1147526,Lazar Mićić,lazar-micic,F,28,True,9.0,4.0,3.0,,0.0,1.0,2.0,3.0,7.0,,1.0,,,,,27.0,12.0,6.2,7.0,56.986626282767,7.0,-11.235,6.51,,"{'original': 6.2, 'alternative': 6.3}",0,-0.13,0.0,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,44.44444444444444,,,,,,1.0,,,,,,,,,,,18.368986471768,1.0,,,,,,,,,1.0,,1.0,,,,,,,
14015558,home,312342,FK Javor Ivanjica,2196365,Martin Anđelković,martin-andjelkovic,F,31,True,6.0,5.0,,,0.0,2.0,2.0,3.0,4.0,,,,,,,17.0,7.0,6.4,1.0,26.426264676992,2.0,20.895,11.235,,"{'original': 6.4, 'alternative': 6.6}",1,-0.04,0.01,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,83.33333333333334,,,,,,1.0,,,,,,,,,,,,,0.02,1.0,,,,,,,,,,,,,1.0,,,
14015558,home,5144,FK Javor Ivanjica,895905,Ibrahim Tanko,ibrahim-tanko,F,9,True,3.0,1.0,,,0.0,1.0,2.0,,1.0,,1.0,,,,,8.0,3.0,6.2,2.0,25.835601238667,3.0,4.725,8.505,,"{'original': 6.2, 'alternative': 6.4}",0,-0.09,0.04,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,33.33333333333333,,,,,1.0,2.0,1.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,
14015558,home,5144,FK Javor Ivanjica,1392891,Nemanja Đokić,nemanja-dokic,M,5,True,12.0,9.0,1.0,1.0,0.0,5.0,5.0,4.0,7.0,,3.0,,,,,8.0,13.0,6.6,3.0,35.98632954089,6.0,9.135,5.985,,"{'original': 6.6, 'alternative': 6.8}",0,-0.04,0.03,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,75.0,100.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14015558,home,5144,FK Javor Ivanjica,1153911,Dušan Ristić,dusan-ristic,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,home,203041,FK Javor Ivanjica,804833,Nemanja Krstić,nemanja-krstic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,home,5144,FK Javor Ivanjica,943573,Stefan Vilotic,stefan-vilotic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,home,5235,FK Javor Ivanjica,1149060,Savo Šušić,savo-susic,D,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,home,5144,FK Javor Ivanjica,1065775,Dimitrije Stevanović,dimitrije-stevanovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,home,5144,FK Javor Ivanjica,1124030,Milan Ilić,ilic-milan,D,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,away,5150,FK Vojvodina,844128,Dragan Rosić,dragan-rosic,G,12,False,15.0,10.0,8.0,3.0,0.0,7.0,8.0,3.0,7.0,1.0,7.0,2.0,3.0,,,90.0,25.0,7.5,5.0,10.42593059898,2.0,4.095,2.835,0.6265,"{'original': 7.5, 'alternative': 7.4}",0,0.07,-0.03,0.3,0.49,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,66.66666666666666,37.5,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
14015558,away,5150,FK Vojvodina,862782,Lazar Nikolić,lazar-nikolic,D,22,False,38.0,25.0,9.0,4.0,0.0,9.0,11.0,16.0,27.0,2.0,4.0,,,,,90.0,65.0,7.0,17.0,98.537365914999,14.0,37.485,13.965,,"{'original': 7, 'alternative': 7.1}",1,0.26,0.2,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,7,3,3,0,65.78947368421053,44.44444444444444,,,,4.0,3.0,7.0,,,,,4.0,2.0,,1.0,,11.226141100129,1.0,-0.14,3.0,,1.0,,,,,3.0,,,,,,,,,
14015558,away,47,FK Vojvodina,1198768,Collins Sichenje,collins-sichenje,D,29,False,54.0,49.0,5.0,1.0,0.0,23.0,25.0,26.0,29.0,7.0,6.0,,,,,90.0,70.0,7.5,5.0,207.47892919386,19.0,131.25,24.675,,"{'original': 7.5, 'alternative': 7.4}",0,0.28,0.15,0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,5,5,4,1,90.74074074074075,20.0,,,,5.0,1.0,9.0,,,,,3.0,2.0,,2.0,1.0,70.028326075172,3.0,,,,,,,,1.0,,,,,2.0,,,,,
14015558,away,5150,FK Vojvodina,795878,Đorđe Crnomarković,dorde-crnomarkovic,D,5,False,41.0,32.0,7.0,3.0,0.0,19.0,20.0,13.0,21.0,7.0,3.0,,,,,90.0,53.0,7.0,9.0,234.98292711117,19.0,169.05,32.655,,"{'original': 7, 'alternative': 6.9}",0,0.16,0.16,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,78.04878048780488,42.857142857142854,,,,1.0,3.0,3.0,2.0,,,,1.0,1.0,,1.0,,97.658713830537,3.0,,1.0,,,,,,1.0,,,,,,,,,,
14015558,away,2445,FK Vojvodina,1152947,Stefan Bukinac,stefan-bukinac,D,30,False,21.0,17.0,,,0.0,5.0,6.0,12.0,15.0,3.0,2.0,,,,,90.0,47.0,6.8,13.0,129.46841162664,12.0,79.905,19.425,,"{'original': 6.8, 'alternative': 7.1}",0,0.08,0.16,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,80.95238095238095,,,,,1.0,2.0,3.0,,,,,3.0,1.0,3.0,1.0,1.0,33.665701191166,2.0,,,,,,1.0,,,4.0,,1.0,,1.0,,,,,
14015558,away,5150,FK Vojvodina,844179,Njegoš Petrović,njegos-petrovic,M,18,False,75.0,63.0,5.0,2.0,0.0,24.0,26.0,39.0,49.0,1.0,8.0,,,,,90.0,94.0,7.0,18.0,325.23334678276,41.0,145.005,18.06,,"{'original': 7, 'alternative': 7.7}",4,0.27,0.19,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,5,4,84.0,40.0,33.33333333333333,,,1.0,5.0,6.0,,1.0,,2.0,,5.0,1.0,,3.0,42.726229862819,2.0,-0.52,1.0,,1.0,,,,4.0,3.0,1.0,,,2.0,,1.0,,,
14015558,away,5150,FK Vojvodina,257071,Vukan Savićević,vukan-savicevic,M,8,False,71.0,55.0,3.0,1.0,0.0,17.0,19.0,38.0,52.0,,10.0,,,,,89.0,91.0,7.3,20.0,405.88803369497,43.0,202.545,34.755,,"{'original': 7.3, 'alternative': 7.7}",3,0.05,0.65,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,7,2,77.46478873239437,33.33333333333333,33.33333333333333,100.0,,1.0,3.0,8.0,2.0,4.0,4.0,,1.0,1.0,2.0,2.0,,125.16115838148,6.0,-0.18,1.0,,2.0,,1.0,,1.0,3.0,1.0,,,3.0,,1.0,,,
14015558,away,5150,FK Vojvodina,938000,Lazar Ranđelović,lazar-randelovic,M,77,False,41.0,35.0,1.0,1.0,1.0,8.0,9.0,27.0,32.0,,8.0,,,,,89.0,54.0,5.8,10.0,147.12981977853,19.0,71.19,21.84,,"{'original': 5.8, 'alternative': 7.4}",3,-0.12,-0.64,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,1,3,85.36585365853658,100.0,100.0,,,,5.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,59.742130156269,3.0,-0.51,2.0,,1.0,,,,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,,
14015558,away,5150,FK Vojvodina,858238,Milutin Vidosavljević,milutin-vidosavljevic,M,55,False,43.0,32.0,3.0,1.0,0.0,8.0,10.0,24.0,33.0,,5.0,,,,,87.0,56.0,6.1,17.0,166.99192131238,20.0,57.33,22.995,,"{'original': 6.1, 'alternative': 7.4}",3,-0.19,0.26,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,3,4,74.4186046511628,33.33333333333333,,100.0,,,4.0,3.0,1.0,2.0,2.0,2.0,,1.0,2.0,,2.0,23.027553083209,1.0,-0.57,,,1.0,,,,1.0,3.0,,1.0,,3.0,,,,,
14015558,away,5150,FK Vojvodina,1403053,Marko Mladenović,mladenovic-marko,M,11,False,19.0,16.0,1.0,1.0,0.0,5.0,5.0,11.0,14.0,,,,,,,78.0,30.0,7.2,8.0,79.994047832874,11.0,56.28,15.33,,"{'original': 7.2, 'alternative': 7}",3,0.08,0.21,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,0,6,84.21052631578947,100.0,50.0,,,,7.0,,,1.0,,1.0,1.0,,2.0,,4.0,15.474254877053,1.0,0.56,1.0,,,,,,,2.0,1.0,1.0,,2.0,,2.0,,1.0,
14015558,away,5150,FK Vojvodina,842317,Aleksa Vukanović,aleksa-vukanovic,F,9,False,17.0,15.0,,,0.0,2.0,3.0,13.0,14.0,,2.0,,,,,78.0,31.0,7.8,8.0,65.301688920895,7.0,36.33,17.955,,"{'original': 7.8, 'alternative': 7.6}",2,0.15,0.18,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,3,3,88.23529411764706,,,,,1.0,5.0,4.0,,,,1.0,,1.0,2.0,2.0,1.0,22.606630023071,1.0,0.5,2.0,,,,,,1.0,2.0,,2.0,,2.0,,1.0,,1.0,
14015558,away,5150,FK Vojvodina,795913,John Mary,john-mary,F,28,True,7.0,4.0,,,0.0,1.0,1.0,3.0,6.0,,,,,,,12.0,12.0,6.2,5.0,4.2201214437502,1.0,-4.095,-4.095,,"{'original': 6.2, 'alternative': 6.6}",1,-0.17,-0.04,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,57.14285714285714,,,,,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,-0.46,,,,,,,,,,1.0,,,,,,,
14015558,away,5150,FK Vojvodina,1656621,Petar Sukačev,petar-sukacev,M,27,True,5.0,4.0,1.0,,0.0,3.0,3.0,1.0,2.0,,5.0,,,,,12.0,9.0,6.5,3.0,24.174911627809,2.0,-3.36,-0.41999999999999,,"{'original': 6.5, 'alternative': 6.4}",0,-0.02,0.13,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,80.0,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,
14015558,away,5150,FK Vojvodina,1114797,Dragan Kokanović,dragan-kokanovic,M,20,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,2.0,,,,,8.0,3.0,6.5,2.0,30.018148148096,3.0,-2.835,4.095,,"{'original': 6.5, 'alternative': 6.5}",0,-0.03,0.01,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,50.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14015558,away,5150,FK Vojvodina,111754,Marko Poletanović,marko-poletanovic,M,4,True,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,away,263770,FK Vojvodina,1983681,Damjan Đokanović,damjan-dokanovic,F,36,True,1.0,,,,0.0,,,,1.0,,,,,,,1.0,1.0,,1.0,11.599113802356,1.0,-11.025,-11.025,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,away,25737,FK Vojvodina,1085212,Ibrahim Mustapha,ibrahim-mustapha,F,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,away,5150,FK Vojvodina,1121635,Marko Veličković,marko-velickovic,M,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,away,5150,FK Vojvodina,1102771,Matija Gočmanac,matija-gocmanac,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,away,5150,FK Vojvodina,50306,Slobodan Medojević,slobodan-medojevic,M,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,away,5150,FK Vojvodina,974434,Lucas Barros,lucas-barros,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015558,away,5150,FK Vojvodina,1165848,Siniša Tanjga,sinisa-tanjga,M,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
