player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'John Mary', 'slug': 'john-mary', 'shortName': 'J. Mary', 'position': 'F', 'jerseyNumber': '28', 'userCount': 155, 'gender': 'M', 'id': 795913, 'fieldTranslations': {'nameTranslation': {'ar': 'جون ماري', 'bn': 'জন মেরি', 'hi': 'जॉन मैरी'}, 'shortNameTranslation': {'ar': 'ج. ماري', 'bn': 'জে. মেরি', 'hi': 'जे. मैरी'}}}",False,save,assisted,"{'x': 9.4, 'y': 38.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 4.4}","{'x': 1.2, 'y': 48.7, 'z': 0}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6383781,80,4757,"{'start': {'x': 38.9, 'y': 9.4}, 'block': {'x': 48.7, 'y': 1.2}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 95.6}}",11,643,2057,shot,
"{'name': 'Milutin Vidosavljević', 'slug': 'milutin-vidosavljevic', 'shortName': 'M. Vidosavljević', 'position': 'M', 'jerseyNumber': '55', 'userCount': 182, 'gender': 'M', 'id': 858238, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوتين فيدوسافليفيتش', 'bn': 'মিলুটিন ভিদোসাভলজেভিচ', 'hi': 'मिलुटिन विडोसावलेजेविक'}, 'shortNameTranslation': {'ar': 'م. فيدوسافليفيتش', 'bn': 'এম. ভিদোসাভলজেভিচ', 'hi': 'एम. विडोसावलेजेविक'}}}",False,save,fast-break,"{'x': 21.3, 'y': 43.2, 'z': 0}",left-foot,high-right,"{'x': 0, 'y': 48, 'z': 21.5}","{'x': 2.2, 'y': 49.6, 'z': 0}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6383770,79,4732,"{'start': {'x': 43.2, 'y': 21.3}, 'block': {'x': 49.6, 'y': 2.2}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 78.5}}",12,668,2032,shot,
"{'name': 'Milutin Vidosavljević', 'slug': 'milutin-vidosavljevic', 'shortName': 'M. Vidosavljević', 'position': 'M', 'jerseyNumber': '55', 'userCount': 182, 'gender': 'M', 'id': 858238, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوتين فيدوسافليفيتش', 'bn': 'মিলুটিন ভিদোসাভলজেভিচ', 'hi': 'मिलुटिन विडोसावलेजेविक'}, 'shortNameTranslation': {'ar': 'م. فيدوسافليفيتش', 'bn': 'এম. ভিদোসাভলজেভিচ', 'hi': 'एम. विडोसावलेजेविक'}}}",False,miss,corner,"{'x': 20, 'y': 40.9, 'z': 0}",left-foot,right,"{'x': 0, 'y': 37.6, 'z': 8.3}",,"{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6383769,78,4629,"{'start': {'x': 40.9, 'y': 20}, 'end': {'x': 62.4, 'y': 0}, 'goal': {'x': 62.4, 'y': 91.7}}",13,771,1929,shot,
"{'name': 'Milutin Vidosavljević', 'slug': 'milutin-vidosavljevic', 'shortName': 'M. Vidosavljević', 'position': 'M', 'jerseyNumber': '55', 'userCount': 182, 'gender': 'M', 'id': 858238, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوتين فيدوسافليفيتش', 'bn': 'মিলুটিন ভিদোসাভলজেভিচ', 'hi': 'मिलुटिन विडोसावलेजेविक'}, 'shortNameTranslation': {'ar': 'م. فيدوسافليفيتش', 'bn': 'এম. ভিদোসাভলজেভিচ', 'hi': 'एम. विडोसावलेजेविक'}}}",False,save,assisted,"{'x': 10.1, 'y': 41.7, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.9, 'z': 19}","{'x': 1, 'y': 51.3, 'z': 0}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6383756,77,4572,"{'start': {'x': 41.7, 'y': 10.1}, 'block': {'x': 51.3, 'y': 1}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 81}}",14,828,1872,shot,
"{'name': 'Marko Mladenović', 'slug': 'mladenovic-marko', 'shortName': 'M. Mladenović', 'position': 'M', 'jerseyNumber': '11', 'userCount': 92, 'gender': 'M', 'id': 1403053, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ملادينوفيتش'}, 'shortNameTranslation': {'ar': 'م. ملادينوفيتش'}}}",False,block,assisted,"{'x': 14.8, 'y': 48.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.8, 'z': 19}","{'x': 12.4, 'y': 49.3, 'z': 0}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6383727,77,4560,"{'start': {'x': 48.9, 'y': 14.8}, 'block': {'x': 49.3, 'y': 12.4}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 81}}",14,840,1860,shot,
"{'name': 'Njegoš Petrović', 'firstName': '', 'lastName': '', 'slug': 'njegos-petrovic', 'shortName': 'N. Petrović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 331, 'gender': 'M', 'id': 844179, 'fieldTranslations': {'nameTranslation': {'ar': 'نييغوس بيتروفيتش', 'bn': 'এনজেগোস পেট্রোভিচ', 'hi': 'नेजेगोस पेत्रोविच'}, 'shortNameTranslation': {'ar': 'ن. بيتروفيتش', 'bn': 'এন. পেট্রোভিচ', 'hi': 'एन. पेत्रोविच'}}}",False,save,assisted,"{'x': 27.4, 'y': 76.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 15.2}","{'x': 1.4, 'y': 52, 'z': 0}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6383726,76,4555,"{'start': {'x': 76.3, 'y': 27.4}, 'block': {'x': 52, 'y': 1.4}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 84.8}}",15,845,1855,shot,
"{'name': 'Martin Anđelković', 'firstName': 'Martin Andjelkovic', 'slug': 'martin-andjelkovic', 'shortName': 'M. Andjelkovic', 'position': 'F', 'jerseyNumber': '31', 'userCount': 12, 'gender': 'M', 'id': 2196365, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتن أنديلكوفيتش'}, 'shortNameTranslation': {'ar': 'م. أنديلكوفيتش'}}}",True,block,corner,"{'x': 10.4, 'y': 32.7, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.4, 'z': 18.1}","{'x': 6.2, 'y': 41.7, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6383719,75,4487,"{'start': {'x': 32.7, 'y': 10.4}, 'block': {'x': 41.7, 'y': 6.2}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 81.9}}",16,913,1787,shot,
"{'name': 'Marko Bjeković', 'firstName': '', 'lastName': '', 'slug': 'marko-bjekovic', 'shortName': 'M. Bjeković', 'position': 'D', 'jerseyNumber': '13', 'userCount': 27, 'gender': 'M', 'id': 981518, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو بييكوفيتش'}, 'shortNameTranslation': {'ar': 'م. بييكوفيتش'}}}",True,save,regular,"{'x': 19.4, 'y': 48.1, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.4, 'z': 7}","{'x': 1.4, 'y': 49.6, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6383667,73,4338,"{'start': {'x': 48.1, 'y': 19.4}, 'block': {'x': 49.6, 'y': 1.4}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 93}}",18,1062,1638,shot,
"{'name': 'Vukan Savićević', 'slug': 'vukan-savicevic', 'shortName': 'V. Savićević', 'position': 'M', 'jerseyNumber': '8', 'userCount': 75, 'gender': 'M', 'id': 257071, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكان سافييفيتش', 'bn': 'ভুকান সাভিসেভিচ', 'hi': 'वुकान सविसेविक'}, 'shortNameTranslation': {'ar': 'ف. سافييفيتش', 'bn': 'ভি. সাভিচেভিচ', 'hi': 'वी. सविसेविक'}}}",False,block,regular,"{'x': 22.5, 'y': 45.6, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 19}","{'x': 9.7, 'y': 48.2, 'z': 0}","{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6383645,71,4251,"{'start': {'x': 45.6, 'y': 22.5}, 'block': {'x': 48.2, 'y': 9.7}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 81}}",20,1149,1551,shot,
"{'name': 'Lazar Nikolić', 'slug': 'lazar-nikolic', 'shortName': 'L. Nikolić', 'position': 'D', 'jerseyNumber': '22', 'userCount': 115, 'gender': 'M', 'id': 862782, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار نيكوليتش'}, 'shortNameTranslation': {'ar': 'ل. نيكوليتش'}}}",False,miss,assisted,"{'x': 26.5, 'y': 74.4, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 40.5, 'z': 52.8}",,"{'name': 'Nikola Vasiljević', 'slug': 'nikola-vasiljevic', 'shortName': 'N. Vasiljević', 'position': 'G', 'jerseyNumber': '1', 'userCount': 77, 'gender': 'M', 'id': 834186, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فاسيليفيتش', 'bn': 'নিকোলা ভ্যাসিলিভিচ', 'hi': 'निकोला वासिलजेविक'}, 'shortNameTranslation': {'ar': 'ن. فاسيليفيتش', 'bn': 'এন. ভাসিলজেভিচ', 'hi': 'एन. वासिलजेविक'}}}",6383644,70,4190,"{'start': {'x': 74.4, 'y': 26.5}, 'end': {'x': 59.5, 'y': 0}, 'goal': {'x': 59.5, 'y': 47.2}}",21,1210,1490,shot,
