minute,value
1.0,-3
2.0,6
3.0,8
4.0,36
5.0,33
6.0,29
7.0,20
8.0,5
9.0,3
10.0,-113
11.0,-60
12.0,-39
13.0,-61
14.0,37
15.0,11
16.0,3
17.0,74
18.0,49
19.0,29
20.0,50
21.0,37
22.0,34
23.0,17
24.0,12
25.0,7
26.0,1
27.0,-30
28.0,-11
29.0,7
30.0,8
31.0,7
32.0,19
33.0,38
34.0,24
35.0,11
36.0,-28
37.0,-7
38.0,-9
39.0,-3
40.0,8
41.0,9
42.0,-73
43.0,-18
44.0,13
45.0,-23
45.5,-5
46.0,6
47.0,51
48.0,58
49.0,38
50.0,-38
51.0,-7
52.0,-10
53.0,9
54.0,14
55.0,15
56.0,12
57.0,16
58.0,7
59.0,1
60.0,4
61.0,5
62.0,31
63.0,27
64.0,14
65.0,92
66.0,63
67.0,44
68.0,24
69.0,-47
70.0,-22
71.0,44
72.0,26
73.0,19
74.0,-42
75.0,-18
76.0,-11
77.0,-4
78.0,94
79.0,66
80.0,98
81.0,51
82.0,29
83.0,13
84.0,6
85.0,49
86.0,37
87.0,16
88.0,22
89.0,17
90.0,9
90.5,-30
