match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,dispossessed,shotOffTarget,bigChanceMissed,blockedScoringAttempt
14147298,home,6226,FK Dečić Tuzi,838300,Stefan Golubović,stefan-golubovic,F,27,False,21.0,13.0,1.0,1.0,1.0,4.0,6.0,9.0,15.0,2.0,1.0,1.0,1.0,8.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,69.0,33.0,7.1,10.0,0.28,0.04,"{'original': 7.1, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,3,7,61.904761904761905,100.0,50.0,100.0,,1.0,,2.0,,
14147298,home,6226,FK Dečić Tuzi,76273,Asmir Kajević,asmir-kajevic,M,10,True,16.0,16.0,1.0,1.0,0.0,5.0,5.0,11.0,11.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,33.0,23.0,7.4,3.0,0.1,0.0,"{'original': 7.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,3,3,100.0,100.0,100.0,,,,,,,
14147298,home,6226,FK Dečić Tuzi,1394763,Trimror Selimi,trimron-selimi,M,19,True,9.0,8.0,0.0,0.0,0.0,3.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,5.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,,,,,,,33.0,23.0,6.8,7.0,0.39,0.0,"{'original': 6.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,9,4,88.88888888888889,,,80.0,,,,2.0,1.0,
14147298,home,6226,FK Dečić Tuzi,1005614,Andrej Bajović,andrej-bajovic,M,14,True,8.0,7.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,2.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,21.0,15.0,6.9,5.0,0.2,0.03,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,2,3,87.5,,,,,2.0,,1.0,,
14147298,home,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,True,8.0,5.0,1.0,0.0,1.0,1.0,1.0,4.0,7.0,0.0,0.0,4.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,21.0,16.0,6.5,7.0,0.0,0.1,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,1,8,62.5,0.0,,,,1.0,3.0,,,
14147298,home,6226,FK Dečić Tuzi,2073399,Mark Djokaj,mark-djokaj,M,11,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,
14147298,home,6226,FK Dečić Tuzi,1396431,Danilo Radošević,danilo-radosevic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147298,home,6226,FK Dečić Tuzi,1108587,Robert Gjelaj,robert-gjelaj,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147298,home,6226,FK Dečić Tuzi,1466922,Nikola Braunović,nikola-braunovic,M,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147298,home,6226,FK Dečić Tuzi,929112,Petar Pavlićević,petar-pavlicevic,M,74,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147298,away,36019,FK Mornar Bar,187341,Stefan Popović,stefan-popovic,G,12,False,32.0,30.0,5.0,4.0,0.0,30.0,31.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,90.0,35.0,6.4,3.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,93.75,80.0,,,,,,,,
14147298,away,36019,FK Mornar Bar,1392904,Velimir Ljutica,velimir-ljutica,D,32,False,40.0,23.0,8.0,3.0,0.0,9.0,10.0,13.0,29.0,4.0,0.0,0.0,5.0,3.0,7.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,45.0,6.7,19.0,0.12,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,5,5,2,3,57.49999999999999,37.5,0.0,50.0,,,,,,
14147298,away,36019,FK Mornar Bar,286837,Ilija Martinović,ilija-martinovic,D,25,False,45.0,35.0,6.0,2.0,0.0,24.0,25.0,10.0,17.0,1.0,0.0,1.0,2.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,54.0,6.8,10.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,3,2,77.77777777777779,33.33333333333333,0.0,100.0,,,,,,
14147298,away,36019,FK Mornar Bar,226224,Filip Mitrović,filip-mitrovic,D,16,False,48.0,39.0,3.0,1.0,0.0,36.0,39.0,2.0,6.0,0.0,0.0,2.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,90.0,51.0,5.9,9.0,0.0,0.0,"{'original': 5.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,7,9,2,7,81.25,33.33333333333333,,,,,,,,
14147298,away,36019,FK Mornar Bar,171431,Nikola Stijepović,nikola-stijepovic,D,33,False,46.0,35.0,8.0,3.0,0.0,22.0,26.0,11.0,18.0,2.0,1.0,2.0,2.0,8.0,7.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,54.0,6.7,13.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,5,6,76.08695652173914,37.5,50.0,100.0,,,,,,
14147298,away,36019,FK Mornar Bar,843005,Marko Đurišić,marko-durisic,M,8,False,34.0,24.0,4.0,0.0,0.0,12.0,13.0,12.0,21.0,2.0,0.0,0.0,0.0,9.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,,,,,,,90.0,49.0,6.5,12.0,0.0,0.23,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,0,16,7,9,70.58823529411765,0.0,0.0,100.0,,2.0,3.0,,,
14147298,away,36019,FK Mornar Bar,94261,Andrija Kaluđerović,andrija-kaluderovic,M,4,False,53.0,48.0,2.0,2.0,0.0,21.0,23.0,26.0,29.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,90.0,73.0,6.8,7.0,0.08,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,0,15,7,8,90.56603773584906,100.0,,66.66666666666666,,,,,,1.0
14147298,away,36019,FK Mornar Bar,941133,Petar Vukčević,petar-vukcevic,M,19,False,16.0,13.0,1.0,0.0,0.0,4.0,5.0,8.0,10.0,0.0,0.0,1.0,2.0,13.0,7.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,,,,,,,90.0,35.0,5.9,8.0,0.9,0.0,"{'original': 5.9, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,3,17,5,12,81.25,0.0,,50.0,,,1.0,1.0,1.0,3.0
14147298,away,36019,FK Mornar Bar,804419,Demir Skrijelj,demir-skrijelj,M,10,False,23.0,21.0,3.0,3.0,0.0,3.0,3.0,18.0,20.0,1.0,1.0,0.0,0.0,8.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,66.0,41.0,6.9,6.0,0.0,0.12,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,0,14,6,8,91.30434782608695,100.0,100.0,50.0,,2.0,1.0,,,
14147298,away,36019,FK Mornar Bar,1404815,Matija Rovčanin,matija-rovcanin,M,21,False,16.0,10.0,1.0,0.0,0.0,4.0,6.0,5.0,8.0,3.0,2.0,2.0,1.0,12.0,7.0,1.0,8.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,79.0,33.0,6.6,8.0,0.0,0.28,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,3,16,6,10,62.5,0.0,66.66666666666666,50.0,,1.0,,,,
14147298,away,36019,FK Mornar Bar,856483,Balša Sekulić,balsa-sekulic,F,9,False,9.0,8.0,0.0,0.0,0.0,3.0,3.0,5.0,6.0,0.0,0.0,2.0,0.0,9.0,4.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,,,,,,,74.0,29.0,7.4,12.0,0.53,0.0,"{'original': 7.4, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,4,7,88.88888888888889,,,100.0,,,5.0,1.0,,1.0
14147298,away,36019,FK Mornar Bar,154655,Darko Zorić,darko-zoric,M,18,True,12.0,11.0,1.0,0.0,0.0,5.0,5.0,6.0,7.0,0.0,0.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,24.0,20.0,6.5,2.0,0.11,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,0,3,91.66666666666666,0.0,,,,,1.0,1.0,,
14147298,away,7727,FK Mornar Bar,1112732,Bojan Pavićević,bojan-pavicevic,F,97,True,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.0,4.0,6.5,2.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,4,0,0,0,100.0,,,,,,,,,
14147298,away,6219,FK Mornar Bar,1030476,Alden Škrijelj,alden-skrijelj,M,22,True,6.0,1.0,1.0,0.0,0.0,,2.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,11.0,8.0,6.6,2.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,16.666666666666664,0.0,0.0,100.0,,,,,,
14147298,away,36019,FK Mornar Bar,1498808,Vasilije Stojanović,vasilije-stojanovic,G,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147298,away,36019,FK Mornar Bar,1005622,Jovan Dašić,jovan-dasic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147298,away,36019,FK Mornar Bar,1484678,Vukas Dragović,vukas-dragovic,M,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147298,away,7727,FK Mornar Bar,1961866,Lazar Zlatičanin,lazar-zlaticanin,F,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147298,away,6219,FK Mornar Bar,2444992,Balsa Barovic,balsa-barovic,F,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
