match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,dispossessed,shotOffTarget,bigChanceMissed,blockedScoringAttempt
14147298,home,6226,FK Dečić Tuzi,55668,Miloš Dragojević,milos-dragojevic,G,33,False,43.0,38.0,14.0,10.0,0.0,32.0,34.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,90.0,56.0,7.1,4.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,88.37209302325581,71.42857142857143,,,0.0,,,,,
14147298,home,6226,FK Dečić Tuzi,958574,Jonathan Dresaj,jonathan-dresaj,D,22,False,24.0,17.0,5.0,4.0,0.0,8.0,10.0,7.0,12.0,1.0,0.0,1.0,0.0,9.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,90.0,34.0,6.7,6.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,3,8,70.83333333333334,80.0,0.0,100.0,,,,,,
14147298,home,6226,FK Dečić Tuzi,1063206,Leon Ujkaj,leon-ujkaj,D,17,False,61.0,56.0,4.0,2.0,0.0,35.0,37.0,20.0,22.0,0.0,0.0,0.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,90.0,75.0,6.7,5.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,2,7,91.80327868852459,50.0,,,,,,,,
14147298,home,6226,FK Dečić Tuzi,78954,Žarko Tomašević,zarko-tomasevic,D,5,False,61.0,50.0,11.0,4.0,0.0,31.0,33.0,13.0,21.0,1.0,1.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,78.0,7.3,11.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,1,3,81.9672131147541,36.36363636363637,100.0,,,,,,,
14147298,home,6226,FK Dečić Tuzi,1423517,Lazar Maraš,lazar-maras,D,18,False,34.0,29.0,0.0,0.0,0.0,16.0,17.0,11.0,14.0,0.0,0.0,1.0,2.0,11.0,6.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,48.0,6.6,7.0,0.07,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,3,14,4,10,85.29411764705883,,,0.0,,,,,,
14147298,home,6226,FK Dečić Tuzi,44305,Draško Božović,drasko-bozovic,M,7,False,53.0,49.0,7.0,5.0,0.0,34.0,35.0,14.0,17.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,10.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,,,,,,,69.0,66.0,7.8,4.0,0.04,0.26,"{'original': 7.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,2,6,92.45283018867924,71.42857142857143,,,,2.0,,,,
14147298,home,6226,FK Dečić Tuzi,1196772,Arlind Maloku,arlind-maloku,M,8,False,13.0,10.0,0.0,0.0,0.0,5.0,5.0,5.0,8.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,57.0,21.0,6.4,7.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,4,5,76.92307692307693,,,0.0,,,1.0,,,
14147298,home,6225,FK Dečić Tuzi,1131064,Balša Radusinović,balsa-radusinovic,M,32,False,24.0,18.0,3.0,3.0,0.0,7.0,8.0,10.0,15.0,1.0,0.0,2.0,1.0,15.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,90.0,41.0,6.5,12.0,0.04,0.0,"{'original': 6.5, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,3,17,4,13,75.0,100.0,0.0,,,,1.0,2.0,,
14147298,home,6226,FK Dečić Tuzi,1035792,Petar Sekulović,petar-sekulovic,M,20,False,46.0,41.0,3.0,2.0,0.0,23.0,25.0,17.0,19.0,0.0,0.0,1.0,2.0,10.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,90.0,68.0,6.8,15.0,0.18,0.1,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,6,9,89.13043478260869,66.66666666666666,,0.0,,1.0,4.0,,,
14147298,home,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,M,77,False,14.0,9.0,1.0,0.0,0.0,5.0,5.0,4.0,9.0,0.0,0.0,3.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,,,,,,,57.0,21.0,6.2,8.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,0,3,64.28571428571429,0.0,,,,,,,,
