match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelLost,totalClearance,ballRecovery,penaltyConceded,fouls,savedShotsFromInsideTheBox,penaltyFaced,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,duelWon,challengeLost,totalContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,aerialWon,dispossessed,wonContest,bigChanceCreated,blockedScoringAttempt,errorLeadToAGoal,keyPass,shotValueNormalized,aerialLost,outfielderBlock,bigChanceMissed,onTargetScoringAttempt,accurateCross,shotOffTarget,hitWoodwork,goals,totalOffside,goodHighClaim,errorLeadToAShot,penaltyWon
14015387,home,5153,OFK Beograd,1126067,Balša Popović,balsa-popovic,G,1,False,39.0,29.0,13.0,4.0,0.0,28.0,30.0,1.0,9.0,1.0,6.0,8.0,1.0,1.0,3.0,1.0,4.0,1.0,7.0,5.0,90.0,52.0,5.8,10.0,0.1316,"{'original': 5.8, 'alternative': 6.6}",0,0.02,-0.07,-0.67,0.15,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,74.35897435897436,30.76923076923077,,,71.42857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,home,5153,OFK Beograd,191640,Marko Gobeljić,marko-gobeljic,D,77,False,39.0,33.0,4.0,2.0,0.0,22.0,24.0,11.0,15.0,3.0,2.0,2.0,,1.0,,,,,,,90.0,59.0,6.4,11.0,,"{'original': 6.4, 'alternative': 6.6}",0,0.09,0.0,-0.52,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,6,3,84.61538461538461,50.0,,,,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
14015387,home,334956,OFK Beograd,1147556,Aleksandar Đermanović,aleksandar-dermanovic,D,15,False,65.0,62.0,8.0,5.0,1.0,39.0,39.0,23.0,26.0,3.0,8.0,6.0,,2.0,,,,,,,90.0,80.0,6.4,5.0,,"{'original': 6.4, 'alternative': 6.7}",1,0.36,0.39,-0.69,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,3,3,95.38461538461539,62.5,,100.0,,,5.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.06,,,,,,,,,,,,
14015387,home,5153,OFK Beograd,1000367,Miljan Momčilović,miljan-momcilovic,D,14,False,76.0,68.0,6.0,3.0,0.0,44.0,45.0,24.0,31.0,4.0,3.0,4.0,,2.0,,,,,,,90.0,87.0,6.5,9.0,,"{'original': 6.5, 'alternative': 6.7}",0,0.2,0.31,-0.37,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,4,3,89.47368421052632,50.0,,,,,4.0,,,1.0,2.0,2.0,,2.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,
14015387,home,263360,OFK Beograd,1981973,Dragan Tegeltija,dragan-tegeltija,D,33,False,29.0,26.0,1.0,,0.0,18.0,19.0,8.0,10.0,2.0,3.0,1.0,,,,,,,,,58.0,46.0,6.7,6.0,,"{'original': 6.7, 'alternative': 6.9}",0,0.0,0.04,0.26,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,4,2,2,0,89.65517241379311,,,,,2.0,4.0,,,1.0,2.0,2.0,1.0,,2.0,,,,,,,,2.0,1.0,,,,,,,,,,
14015387,home,334956,OFK Beograd,1147565,Nikola Knežević,nikola-knezevic,M,7,False,37.0,29.0,8.0,5.0,0.0,15.0,19.0,14.0,18.0,6.0,,3.0,,3.0,,,,,,,72.0,49.0,6.5,12.0,,"{'original': 6.5, 'alternative': 6.5}",0,0.31,-0.18,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,2,6,78.37837837837837,62.5,,,,,2.0,1.0,,3.0,2.0,2.0,2.0,,,2.0,,,,,1.0,,,,,,,,,,,,,
14015387,home,5153,OFK Beograd,352610,Miloš Pantović,milos-pantovic,M,27,False,22.0,19.0,1.0,1.0,0.0,6.0,6.0,13.0,16.0,4.0,,2.0,,2.0,,,,,,,72.0,33.0,6.4,7.0,,"{'original': 6.4, 'alternative': 6.9}",3,-0.12,0.08,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,2,4,86.36363636363636,100.0,,,,,4.0,,,,,,2.0,2.0,2.0,2.0,,,,,1.0,0.16,,,1.0,3.0,,,,,,,,
14015387,home,3036,OFK Beograd,1176881,Diogo Bezerra,diogo-bezerra,M,94,False,29.0,25.0,2.0,2.0,0.0,8.0,8.0,17.0,21.0,8.0,,6.0,,,,,,,,,90.0,73.0,6.9,25.0,,"{'original': 6.9, 'alternative': 7.2}",3,0.13,0.2,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,0,18,10,8,86.20689655172413,100.0,18.181818181818183,37.5,,11.0,10.0,1.0,8.0,1.0,,,5.0,7.0,,2.0,3.0,,2.0,,3.0,0.0,,1.0,,,2.0,1.0,1.0,,,,,
14015387,home,5153,OFK Beograd,1406091,Aleksa Cvetković,aleksa-cvetkovic,M,8,False,32.0,27.0,3.0,1.0,0.0,14.0,16.0,13.0,16.0,4.0,,2.0,,,,,,,,,85.0,42.0,7.2,10.0,,"{'original': 7.2, 'alternative': 6.6}",1,0.55,0.26,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,3,4,84.375,33.33333333333333,100.0,33.33333333333333,,1.0,3.0,1.0,3.0,,1.0,1.0,2.0,1.0,,1.0,1.0,,,,2.0,,,,,,1.0,1.0,,,,,,
14015387,home,2933,OFK Beograd,1102965,Nikola Mituljikić,nikola-mituljikic,M,11,False,23.0,18.0,,,0.0,8.0,8.0,10.0,15.0,3.0,,2.0,,1.0,,,,,,,90.0,35.0,7.3,9.0,,"{'original': 7.3, 'alternative': 7.4}",3,-0.16,0.39,-0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,4,3,78.26086956521739,,,66.66666666666666,,1.0,4.0,1.0,3.0,,2.0,,1.0,,,,2.0,,,,,0.37,,,,1.0,,2.0,,1.0,,,,
