match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelLost,totalClearance,ballRecovery,penaltyConceded,fouls,savedShotsFromInsideTheBox,penaltyFaced,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,duelWon,challengeLost,totalContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,aerialWon,dispossessed,wonContest,bigChanceCreated,blockedScoringAttempt,errorLeadToAGoal,keyPass,shotValueNormalized,aerialLost,outfielderBlock,bigChanceMissed,onTargetScoringAttempt,accurateCross,shotOffTarget,hitWoodwork,goals,totalOffside,goodHighClaim,errorLeadToAShot,penaltyWon
14015387,home,324661,OFK Beograd,77512,Stefan Šćepović,stefan-scepovic,F,12,False,16.0,12.0,,,0.0,4.0,6.0,8.0,10.0,5.0,1.0,2.0,,,,,,,,,85.0,23.0,6.4,5.0,,"{'original': 6.4, 'alternative': 6.6}",0,-0.15,0.16,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,3,1,75.0,,,,,,3.0,1.0,,,,,1.0,3.0,,,,,,,,,4.0,,,,,,,,1.0,,,
14015387,home,241802,OFK Beograd,1927332,Strahinja Luković,strahinja-lukovic,D,23,True,22.0,17.0,2.0,,0.0,6.0,7.0,11.0,15.0,1.0,,,,,,,,,,,32.0,28.0,6.1,6.0,,"{'original': 6.1, 'alternative': 6.4}",0,0.07,-0.11,-0.34,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,77.27272727272727,,,,,1.0,2.0,,,2.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,
14015387,home,47321,OFK Beograd,1544616,Hugo Alba,hugo-alba,F,9,True,4.0,3.0,,,0.0,,,3.0,4.0,,,1.0,,,,,,,,,18.0,8.0,6.8,1.0,,"{'original': 6.8, 'alternative': 6.9}",1,0.07,0.09,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,75.0,,100.0,100.0,,1.0,2.0,,1.0,,,,,1.0,,,1.0,,,,1.0,-0.05,,,,,1.0,1.0,,,1.0,,,
14015387,home,5153,OFK Beograd,1982018,Issiaka Dembele,issiaka-dembele,M,25,True,8.0,8.0,,,0.0,2.0,2.0,6.0,6.0,5.0,,,,,,,,,,,18.0,13.0,6.2,1.0,,"{'original': 6.2, 'alternative': 6}",0,0.0,0.01,-0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,2,3,100.0,,,,,,3.0,2.0,,,2.0,,,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,
14015387,home,5153,OFK Beograd,94538,Saša Marković,sasa-markovic,M,10,True,1.0,1.0,,,0.0,,,1.0,1.0,,,1.0,,,,,,,,,10.0,2.0,6.6,,,"{'original': 6.6, 'alternative': 6.5}",0,0.0,-0.02,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,100.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14015387,home,6079,OFK Beograd,1465579,Mihajlo Petrović,mihajlo-petrovic,M,13,True,2.0,1.0,,,0.0,,,1.0,2.0,2.0,,2.0,,1.0,,,,,,,10.0,5.0,6.5,2.0,,"{'original': 6.5, 'alternative': 6.5}",0,-0.03,-0.06,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,50.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
14015387,home,203041,OFK Beograd,1841880,Kwadwo Opoku Ackah,kwadwo-opoku-ackah,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,home,5153,OFK Beograd,1579193,Filip Halabrin,filip-halabrin,M,88,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,home,5153,OFK Beograd,1981967,Andrej Pavlovic,andrej-pavlovic,D,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,home,5153,OFK Beograd,1104742,Uroš Lazić,uros-lazic,D,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,home,5153,OFK Beograd,988477,Marko Alchevski,marko-alchevski,G,80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,home,5153,OFK Beograd,1939189,Mamadou Fall,moustapha-fall,D,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,away,36967,FK Spartak Subotica,1049522,Aleksandar Vulić,aleksandar-vulic,G,1,False,25.0,9.0,20.0,5.0,0.0,6.0,10.0,3.0,15.0,,1.0,8.0,,,3.0,,3.0,1.0,,,90.0,34.0,7.0,16.0,0.6673,"{'original': 7, 'alternative': 6.9}",0,0.06,-0.04,-0.03,0.52,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,36.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
14015387,away,36967,FK Spartak Subotica,949370,Yohan Bilingi,bilingi-yohan,D,28,False,28.0,25.0,2.0,1.0,0.0,18.0,20.0,7.0,8.0,6.0,2.0,2.0,,5.0,,,,,,,90.0,53.0,6.5,5.0,,"{'original': 6.5, 'alternative': 7}",0,0.05,-0.02,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,4,6,89.28571428571429,50.0,,,,,4.0,1.0,,1.0,4.0,3.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,
14015387,away,36967,FK Spartak Subotica,1104740,Luka Subotić,luka-subotic,D,15,False,31.0,24.0,5.0,4.0,0.0,19.0,24.0,5.0,7.0,2.0,5.0,7.0,,1.0,,,,,,,90.0,40.0,7.1,7.0,,"{'original': 7.1, 'alternative': 7}",1,0.13,0.0,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,4,1,0,1,77.41935483870968,80.0,,,,,3.0,,,1.0,,,,,3.0,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,
14015387,away,36967,FK Spartak Subotica,1489498,Danijel Kolaric,danijel-kolaric,D,16,False,29.0,24.0,3.0,1.0,0.0,14.0,16.0,10.0,13.0,3.0,3.0,,,1.0,,,,,,,90.0,35.0,6.4,6.0,,"{'original': 6.4, 'alternative': 6.4}",0,0.15,0.05,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,82.75862068965517,33.33333333333333,,,,,2.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,
14015387,away,34060,FK Spartak Subotica,1029785,Vladimir Prijović,vladimir-prijovic,D,26,False,27.0,18.0,3.0,,0.0,10.0,11.0,8.0,16.0,3.0,1.0,1.0,,1.0,,,,,,,90.0,48.0,6.5,15.0,,"{'original': 6.5, 'alternative': 6.5}",0,0.25,-0.24,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,66.66666666666666,,66.66666666666666,,,3.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,2.0,,,,,,2.0,,,,,,,
14015387,away,58689,FK Spartak Subotica,1101437,Kayque,kayque,M,2,False,36.0,28.0,4.0,,0.0,22.0,25.0,6.0,11.0,9.0,2.0,3.0,,4.0,,,,,,,90.0,54.0,6.4,10.0,,"{'original': 6.4, 'alternative': 6.7}",3,-0.09,-0.13,-0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,8,7,77.77777777777779,,,100.0,,,9.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,,1.0,,2.0,,,-0.44,2.0,,,,,1.0,,,,,1.0,
14015387,away,36967,FK Spartak Subotica,124960,Muhamed Bešić,muhamed-besic,M,5,False,42.0,39.0,4.0,4.0,0.0,24.0,24.0,15.0,18.0,1.0,1.0,2.0,,1.0,,,,,,,64.0,50.0,7.1,3.0,,"{'original': 7.1, 'alternative': 6.8}",0,0.3,0.07,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,4,1,92.85714285714286,100.0,,,,,4.0,,,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
14015387,away,36967,FK Spartak Subotica,1157899,Uroš Čejić,uros-cejic,M,22,False,8.0,4.0,1.0,,0.0,3.0,4.0,1.0,4.0,6.0,1.0,1.0,,1.0,,,,,,,59.0,17.0,6.6,7.0,,"{'original': 6.6, 'alternative': 6.8}",0,-0.06,0.08,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,3,4,50.0,,,,,,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,1.0
14015387,away,36967,FK Spartak Subotica,1063371,Stefan Tomović,stefan-tomovic,M,70,False,48.0,43.0,3.0,2.0,0.0,15.0,17.0,28.0,31.0,5.0,,3.0,,1.0,,,,,,,84.0,72.0,9.0,18.0,,"{'original': 9, 'alternative': 8.8}",4,0.19,0.55,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,0,11,6,5,89.58333333333334,66.66666666666666,11.11111111111111,33.33333333333333,,9.0,6.0,,6.0,,,,1.0,4.0,,,2.0,,1.0,,2.0,0.68,,,,2.0,1.0,1.0,,2.0,1.0,,,
14015387,away,36967,FK Spartak Subotica,1009837,Kwaku Bonsu Osei Gaucho,kwaku-bonsu-osei-gaucho,M,20,False,17.0,14.0,,,1.0,5.0,5.0,9.0,12.0,8.0,1.0,2.0,,3.0,,,,,,,84.0,41.0,6.7,12.0,,"{'original': 6.7, 'alternative': 7.7}",4,0.1,0.66,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,5,8,82.35294117647058,,,75.0,,,6.0,,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,,,,3.0,-0.59,,,1.0,3.0,,1.0,1.0,,,,,
14015387,away,6147,FK Spartak Subotica,1018513,José Mulato,jose-mulato,F,9,False,15.0,12.0,,,0.0,6.0,7.0,6.0,8.0,,2.0,2.0,,,,,,,,,59.0,22.0,6.4,4.0,,"{'original': 6.4, 'alternative': 6.7}",1,-0.3,0.14,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,80.0,,,,,,1.0,,,,,,,1.0,,,,,,,,-0.33,,,,,,1.0,,,,,,
14015387,away,36967,FK Spartak Subotica,1186164,Dario Pavković,dario-pavkovic,F,90,True,12.0,11.0,,,0.0,4.0,4.0,7.0,8.0,1.0,,1.0,,,,,,,,,31.0,18.0,7.9,3.0,,"{'original': 7.9, 'alternative': 7.4}",1,-0.05,-0.37,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,2,1,91.66666666666666,,,,,,4.0,1.0,,,1.0,1.0,2.0,1.0,2.0,,,,,,,0.55,,,,1.0,,,,1.0,,,,
14015387,away,301263,FK Spartak Subotica,1424448,Veljko Jocić,veljko-jocic,M,14,True,11.0,10.0,1.0,,1.0,1.0,1.0,9.0,10.0,6.0,,2.0,,3.0,,,,,,,31.0,15.0,6.9,2.0,,"{'original': 6.9, 'alternative': 7.2}",1,0.38,0.01,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,2,5,90.9090909090909,,,,,,3.0,1.0,,,2.0,2.0,,,1.0,1.0,,1.0,,,3.0,-0.5,1.0,,,,,1.0,,,,,,
14015387,away,36967,FK Spartak Subotica,1649511,Francis Ebuka Nwokeabia,francis-ebuka-nwokeabia,M,6,True,14.0,9.0,2.0,1.0,0.0,6.0,8.0,3.0,6.0,1.0,1.0,2.0,,,,,,,,,26.0,21.0,6.9,8.0,,"{'original': 6.9, 'alternative': 6.7}",0,0.0,0.14,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,3,1,64.28571428571429,50.0,,100.0,,,3.0,,1.0,,2.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
14015387,away,25736,FK Spartak Subotica,944503,Luka Bijelović,luka-bijelovic,F,10,True,4.0,3.0,,,0.0,,,3.0,4.0,1.0,,,,,,,,,,,11.0,6.0,6.4,2.0,,"{'original': 6.4, 'alternative': 6.1}",1,-0.19,0.01,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,75.0,,,,,,,,1.0,,,,,,,,,,,,,0.02,,,1.0,1.0,,,,,,,,
14015387,away,37064,FK Spartak Subotica,1094065,Eldar Mehmedović,eldar-mehmedovic,M,44,True,6.0,6.0,,,0.0,4.0,4.0,2.0,2.0,2.0,,2.0,,1.0,,,,,,,11.0,8.0,6.6,1.0,,"{'original': 6.6, 'alternative': 6.6}",0,-0.07,0.11,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,100.0,,,100.0,,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
14015387,away,2242,FK Spartak Subotica,1131795,Mihailo Bogićević,mihailo-bogicevic,D,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,away,36967,FK Spartak Subotica,1166185,Marin Dulić,marin-dulic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,away,36967,FK Spartak Subotica,1981794,Aleksa Trajković,aleksa-trajkovic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,away,36967,FK Spartak Subotica,913382,Vladimir Vitorović,vladimir-vitorovic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,away,36967,FK Spartak Subotica,1093730,Nemanja Krsmanović,nemanja-krsmanovic,D,49,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015387,away,201203,FK Spartak Subotica,1147543,Stefan Stojanović,stefan-stojanovic,F,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
