minute,value
0.0,0
1.0,-11
2.0,-46
3.0,-67
4.0,-46
5.0,-43
6.0,-27
7.0,-10
8.0,-3
9.0,-2
10.0,-41
11.0,-19
12.0,-2
13.0,-11
14.0,-31
15.0,-9
16.0,7
17.0,26
18.0,-49
19.0,-18
20.0,-100
21.0,-71
22.0,-49
23.0,-16
24.0,-15
25.0,-57
26.0,-44
27.0,-21
28.0,-14
29.0,-14
30.0,-10
31.0,-11
32.0,-18
33.0,-12
34.0,-100
35.0,-100
36.0,-87
37.0,-68
38.0,-42
39.0,-8
40.0,-3
41.0,30
42.0,18
43.0,11
44.0,10
45.0,6
45.5,-5
46.0,4
47.0,7
48.0,-31
49.0,-47
50.0,-29
51.0,-19
52.0,-18
53.0,-10
54.0,-5
55.0,-4
56.0,-9
57.0,24
58.0,6
59.0,8
60.0,4
61.0,-16
62.0,-17
63.0,-36
64.0,-28
65.0,-18
66.0,-11
67.0,-68
68.0,-40
69.0,-25
70.0,-21
71.0,-9
72.0,4
73.0,-7
74.0,14
75.0,82
76.0,48
77.0,32
78.0,24
79.0,-27
80.0,-25
81.0,-16
82.0,-31
83.0,29
84.0,-37
85.0,-28
86.0,-23
87.0,-19
88.0,29
89.0,16
90.0,4
90.5,30
