match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,duelLost,duelWon,totalContest,wonContest,blockedScoringAttempt,totalClearance,outfielderBlock,interceptionWon,totalTackle,wonTackle,wasFouled,fouls,keyPass,shotValueNormalized,aerialLost,aerialWon,challengeLost,unsuccessfulTouch,accurateCross,bigChanceCreated,shotOffTarget,totalOffside,dispossessed,onTargetScoringAttempt,goals,punches
14015465,home,229348,FK IMT Beograd,112020,Bojan Brać,bojan-brac,G,90,False,28.0,17.0,20.0,9.0,0.0,12.0,15.0,5.0,13.0,8.0,1.0,1.0,2.0,90.0,38.0,6.9,11.0,0.1061,"{'original': 6.9, 'alternative': 6.8}",0,0.07,-0.1,0.22,0.12,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,60.71428571428571,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,home,308176,FK IMT Beograd,966572,Ismael Casas,ismael-casas,D,45,False,41.0,32.0,4.0,3.0,0.0,19.0,20.0,13.0,21.0,4.0,,,,90.0,69.0,7.9,12.0,,"{'original': 7.9, 'alternative': 7.7}",1,0.33,0.15,0.44,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,7,1,78.04878048780488,75.0,,100.0,,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,1.0,-0.02,,,,,,,,,,,,
14015465,home,313716,FK IMT Beograd,595042,Antoine Batisse,antoine-batisse,D,4,False,52.0,45.0,13.0,9.0,0.0,33.0,36.0,12.0,16.0,4.0,,,,90.0,68.0,7.7,8.0,,"{'original': 7.7, 'alternative': 7.3}",0,0.26,0.04,0.36,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,1,2,86.53846153846155,69.23076923076923,,,,,4.0,3.0,,,,8.0,1.0,1.0,,,1.0,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,
14015465,home,308176,FK IMT Beograd,886182,Marko Jevtić,marko-jevtic,D,14,False,40.0,32.0,7.0,1.0,0.0,20.0,22.0,12.0,18.0,2.0,,,,90.0,49.0,7.1,9.0,,"{'original': 7.1, 'alternative': 6.9}",0,0.14,0.02,0.26,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,2,1,80.0,14.285714285714285,,,,,2.0,4.0,,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,,,,,,,,
14015465,home,308176,FK IMT Beograd,1111990,Nikola Glišić,nikola-glisic,D,7,False,30.0,23.0,6.0,4.0,0.0,13.0,15.0,10.0,15.0,1.0,,,,90.0,66.0,7.2,15.0,,"{'original': 7.2, 'alternative': 7}",1,0.25,0.3,0.24,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,5,5,3,2,76.66666666666667,66.66666666666666,25.0,75.0,,4.0,5.0,5.0,4.0,3.0,1.0,6.0,,2.0,,,,1.0,1.0,-0.21,3.0,2.0,,2.0,1.0,,,,,,,
14015465,home,308176,FK IMT Beograd,929727,Vladimir Radočaj,vladimir-radocaj,M,27,False,24.0,15.0,3.0,,1.0,5.0,7.0,10.0,17.0,6.0,,,,90.0,41.0,6.9,14.0,,"{'original': 6.9, 'alternative': 7}",1,0.39,0.38,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,5,6,62.5,,,33.33333333333333,,2.0,8.0,7.0,3.0,1.0,,3.0,,,3.0,1.0,1.0,3.0,1.0,-0.38,2.0,2.0,1.0,1.0,,1.0,1.0,,,,,
14015465,home,308176,FK IMT Beograd,1481264,Nikola Krstić,nikola-krstic,M,25,False,27.0,24.0,2.0,2.0,0.0,9.0,10.0,15.0,17.0,9.0,,,,89.0,41.0,6.7,9.0,,"{'original': 6.7, 'alternative': 6.5}",0,0.28,0.04,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,4,7,88.88888888888889,100.0,,,,,8.0,4.0,4.0,,,1.0,,,4.0,1.0,,3.0,1.0,,1.0,,,2.0,,,,,,,,
14015465,home,308176,FK IMT Beograd,904998,Moussa Sissako,sissako-moussa,M,5,False,28.0,22.0,2.0,,0.0,16.0,17.0,6.0,11.0,3.0,,,,64.0,39.0,6.9,8.0,,"{'original': 6.9, 'alternative': 7}",1,-0.04,0.03,0.48,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,78.57142857142857,,,,,,3.0,2.0,,,1.0,3.0,2.0,1.0,1.0,1.0,,1.0,,-0.15,2.0,1.0,,1.0,,,,,,,,
14015465,home,308176,FK IMT Beograd,2059299,Dušan Zagar,dusan-zagar,M,10,False,14.0,11.0,,,0.0,3.0,4.0,8.0,10.0,2.0,,,,64.0,24.0,6.5,7.0,,"{'original': 6.5, 'alternative': 6.7}",1,0.01,0.01,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,3,3,78.57142857142857,,50.0,,,2.0,3.0,3.0,1.0,,,,,,1.0,1.0,2.0,1.0,1.0,-0.31,,,1.0,1.0,1.0,,1.0,2.0,,,,
14015465,home,308176,FK IMT Beograd,1444568,Sankara Karamoko,sankara-karamoko,F,50,False,11.0,8.0,,,0.0,2.0,3.0,6.0,8.0,1.0,,,,76.0,28.0,7.2,12.0,,"{'original': 7.2, 'alternative': 7.3}",2,-0.18,0.0,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,5,8,4,4,72.72727272727273,,,50.0,,,7.0,6.0,2.0,1.0,,,,,1.0,,2.0,,2.0,0.46,3.0,2.0,,4.0,,,1.0,,3.0,1.0,1.0,
