match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,duelLost,duelWon,totalContest,wonContest,blockedScoringAttempt,totalClearance,outfielderBlock,interceptionWon,totalTackle,wonTackle,wasFouled,fouls,keyPass,shotValueNormalized,aerialLost,aerialWon,challengeLost,unsuccessfulTouch,accurateCross,bigChanceCreated,shotOffTarget,totalOffside,dispossessed,onTargetScoringAttempt,goals,punches
14015465,home,241802,FK IMT Beograd,797763,Olivier Thill,olivier-thill,F,18,False,34.0,27.0,4.0,3.0,0.0,12.0,15.0,15.0,19.0,3.0,,,,76.0,54.0,7.0,12.0,,"{'original': 7, 'alternative': 7}",1,0.28,0.01,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,6,3,79.41176470588235,75.0,,66.66666666666666,,1.0,3.0,7.0,3.0,2.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,-0.14,,1.0,,2.0,,,,,1.0,,,
14015465,home,308176,FK IMT Beograd,314246,Luka Luković,luka-lukovic,F,8,True,10.0,6.0,3.0,1.0,0.0,3.0,5.0,3.0,5.0,1.0,,,,26.0,15.0,6.4,4.0,,"{'original': 6.4, 'alternative': 6.6}",0,0.02,0.04,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,60.0,33.33333333333333,,,,,3.0,,,,,2.0,1.0,2.0,,,,2.0,,,1.0,,1.0,,,,,,,,,
14015465,home,308176,FK IMT Beograd,1516067,Miloš Jović,milos-jovic,F,9,True,5.0,2.0,,,0.0,1.0,1.0,1.0,4.0,,,,,26.0,12.0,6.8,6.0,,"{'original': 6.8, 'alternative': 6.8}",0,-0.08,-0.09,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,6,3,3,0,40.0,,,,,1.0,3.0,6.0,,,,1.0,,,1.0,1.0,2.0,,,,3.0,3.0,,2.0,,,,,,,,
14015465,home,1671,FK IMT Beograd,988937,Ugo Bonnet,ugo-bonnet,F,11,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,14.0,6.0,6.5,3.0,,"{'original': 6.5, 'alternative': 6.5}",0,-0.01,,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,66.66666666666666,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,
14015465,home,308176,FK IMT Beograd,1405262,Vicky Kiankaulua,kiankaulua-vicky,F,94,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,14.0,6.0,6.7,3.0,,"{'original': 6.7, 'alternative': 6.6}",0,0.4,0.02,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,66.66666666666666,,,,,,3.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
14015465,home,308176,FK IMT Beograd,1627088,Stefan Bastaja,stefan-bastaja,M,16,True,,,,,0.0,,,,,,,,,1.0,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
14015465,home,353746,FK IMT Beograd,2237641,Vuk Borovic,vuk-borovic,G,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,home,308176,FK IMT Beograd,1137495,Charly Keita,keita-charly,F,99,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,home,308176,FK IMT Beograd,1217033,Kenroy Campbell,kenroy-campbell,F,66,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,home,308176,FK IMT Beograd,1142784,Marko Luković,marko-lukovic,D,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,home,246604,FK IMT Beograd,1595696,Stefan Baltic,stefan-baltic,F,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,away,25737,FK Radnički Niš,990184,Strahinja Manojlović,strahinja-manojlovic,G,98,False,23.0,16.0,7.0,1.0,0.0,14.0,16.0,2.0,7.0,5.0,,,,90.0,27.0,6.0,7.0,,"{'original': 6, 'alternative': 6.3}",0,-0.01,-0.01,-0.1,-0.69,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,69.56521739130434,14.285714285714285,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0
14015465,away,25737,FK Radnički Niš,1165955,Dušan Pavlović,dusan-pavlovic,D,15,False,56.0,50.0,2.0,1.0,0.0,24.0,26.0,26.0,30.0,5.0,,,,90.0,76.0,6.3,12.0,,"{'original': 6.3, 'alternative': 6.8}",1,-0.01,0.17,-0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,3,6,89.28571428571429,50.0,,,,,9.0,4.0,1.0,,,1.0,,1.0,3.0,3.0,,2.0,,0.01,3.0,1.0,3.0,5.0,,,1.0,,,,,
14015465,away,295152,FK Radnički Niš,1099198,Mbouri Yamkam,mbouri-yamkam,D,3,False,67.0,58.0,8.0,2.0,0.0,33.0,34.0,25.0,33.0,5.0,,,,90.0,84.0,7.8,12.0,,"{'original': 7.8, 'alternative': 7.3}",0,0.87,0.08,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,7,7,5,2,86.56716417910447,25.0,50.0,100.0,,2.0,4.0,10.0,2.0,2.0,,4.0,1.0,1.0,3.0,1.0,,2.0,2.0,,2.0,5.0,,1.0,1.0,,,,,,,
14015465,away,466776,FK Radnički Niš,942147,Nemanja Mićević,nemanja-micevic,D,16,False,49.0,39.0,4.0,1.0,0.0,21.0,25.0,18.0,24.0,4.0,,,,90.0,59.0,6.4,12.0,,"{'original': 6.4, 'alternative': 7.2}",1,0.15,0.04,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,6,3,1,2,79.59183673469387,25.0,,,,,5.0,4.0,,,,3.0,2.0,,1.0,1.0,,2.0,,-0.53,3.0,3.0,,2.0,,,1.0,,,,,
14015465,away,25737,FK Radnički Niš,926681,Miljan Ilić,miljan-ilic,D,24,False,24.0,22.0,3.0,1.0,0.0,13.0,15.0,9.0,9.0,7.0,,,,79.0,50.0,6.6,10.0,,"{'original': 6.6, 'alternative': 6.7}",0,0.0,0.04,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,3,2,91.66666666666666,33.33333333333333,,,,2.0,4.0,4.0,2.0,,,2.0,,1.0,1.0,1.0,2.0,,,,2.0,1.0,,1.0,,,,,,,,
14015465,away,25737,FK Radnički Niš,137702,Uroš Vitas,uros-vitas,M,4,False,26.0,21.0,,,0.0,11.0,13.0,10.0,13.0,4.0,,,,61.0,42.0,6.9,8.0,,"{'original': 6.9, 'alternative': 7}",1,-0.08,0.07,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,4,4,80.76923076923077,,,,,1.0,4.0,8.0,,,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.03,,4.0,2.0,1.0,,,,,1.0,,,
14015465,away,25737,FK Radnički Niš,1153961,Mateja Radonjić,mateja-radonjic,M,30,False,20.0,16.0,1.0,,0.0,6.0,7.0,10.0,13.0,3.0,,,,70.0,34.0,6.6,9.0,,"{'original': 6.6, 'alternative': 6.6}",1,0.19,0.06,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,3,4,80.0,,,,,,4.0,4.0,1.0,,1.0,1.0,,1.0,3.0,3.0,,,1.0,-0.36,,1.0,1.0,2.0,,,,,2.0,,,
14015465,away,25737,FK Radnički Niš,827547,Marko Mijailović,marko-mijailovic,M,2,False,20.0,15.0,6.0,2.0,0.0,8.0,8.0,7.0,12.0,2.0,,,,61.0,32.0,7.1,10.0,,"{'original': 7.1, 'alternative': 6.6}",0,0.04,0.01,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,3,2,75.0,33.33333333333333,,,,2.0,2.0,3.0,,,,,,,1.0,1.0,2.0,2.0,,,,,,2.0,,,,,,,,
14015465,away,40263,FK Radnički Niš,889059,Vanja Ilić,vanja-ilic,F,21,False,32.0,30.0,,,0.0,13.0,13.0,17.0,19.0,1.0,,,,61.0,44.0,6.3,6.0,,"{'original': 6.3, 'alternative': 6.8}",1,-0.03,-0.43,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,2,3,93.75,,,50.0,,2.0,5.0,2.0,2.0,1.0,,1.0,,,,,1.0,1.0,,-0.12,2.0,,,,,,1.0,,1.0,,,
14015465,away,25737,FK Radnički Niš,1022054,Miloš Spasić,milos-spasic,F,97,False,23.0,20.0,,,0.0,8.0,8.0,12.0,15.0,2.0,,,,90.0,42.0,6.2,11.0,,"{'original': 6.2, 'alternative': 6.9}",3,0.08,0.07,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,6,5,1,4,86.95652173913044,,50.0,100.0,,2.0,7.0,4.0,1.0,1.0,,,,,,,,2.0,1.0,-0.62,3.0,3.0,1.0,5.0,1.0,,1.0,,2.0,2.0,,
14015465,away,25737,FK Radnički Niš,810663,Nikola Srećković,nikola-sreckovic,F,20,False,25.0,20.0,2.0,,0.0,5.0,6.0,15.0,19.0,2.0,,,,90.0,47.0,6.6,14.0,,"{'original': 6.6, 'alternative': 7}",1,-0.08,0.22,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,6,5,80.0,,25.0,50.0,,4.0,6.0,6.0,2.0,1.0,,,,1.0,,,5.0,1.0,2.0,0.0,1.0,,,2.0,1.0,,1.0,,3.0,,,
14015465,away,25737,FK Radnički Niš,899302,Franck Kanouté,franck-kanoute,M,6,True,14.0,12.0,1.0,1.0,0.0,4.0,4.0,8.0,10.0,,,,,29.0,24.0,6.3,5.0,,"{'original': 6.3, 'alternative': 6.5}",2,0.28,0.03,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,2,3,85.71428571428571,100.0,100.0,,,1.0,4.0,2.0,1.0,,2.0,1.0,,,2.0,2.0,,2.0,,-0.1,1.0,,,2.0,1.0,,,,,,,
14015465,away,40261,FK Radnički Niš,844332,Jovan Nišić,jovan-nisic,M,45,True,34.0,31.0,1.0,,0.0,10.0,11.0,21.0,23.0,1.0,,,,29.0,42.0,7.2,6.0,,"{'original': 7.2, 'alternative': 6.9}",0,0.58,0.1,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,91.17647058823529,,60.0,,,5.0,2.0,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,3.0,,,,,,,
14015465,away,25737,FK Radnički Niš,1566364,Babacar Mboup,babacar-mboup,F,12,True,6.0,3.0,,,0.0,,,3.0,6.0,,,,,29.0,7.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.7}",0,-0.27,-0.62,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,50.0,,,,,,,2.0,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,
14015465,away,25737,FK Radnički Niš,1894089,Stefan Nikolić,stefan-nikolic,M,70,True,10.0,10.0,,,0.0,1.0,1.0,9.0,9.0,,,,,20.0,17.0,6.5,1.0,,"{'original': 6.5, 'alternative': 6.8}",1,-0.09,0.01,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,100.0,,,,,1.0,1.0,2.0,,,1.0,1.0,,,,,2.0,1.0,1.0,-0.07,,,,,,,,,,,,
14015465,away,37053,FK Radnički Niš,1429076,Lacine Kone,lacine-kone,F,9,True,3.0,3.0,,,0.0,,,3.0,3.0,2.0,,,,11.0,8.0,6.3,2.0,,"{'original': 6.3, 'alternative': 6.6}",1,0.02,0.34,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,,,,,,,,,1.0,,,,,,,,1.0,-0.21,,,,2.0,,,,,,,,
14015465,away,245405,FK Radnički Niš,99533,Stefan Aškovski,stefan-askovski,F,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,away,25737,FK Radnički Niš,804837,Dejan Stanivuković,dejan-stanivukovic,G,94,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,away,241802,FK Radnički Niš,121590,Marko Petković,marko-petkovic,D,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,away,263764,FK Radnički Niš,2237640,Marko Radic,marko-radic,D,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,away,25737,FK Radnički Niš,2198962,Djordje Petrović,djordje-petrovic,D,71,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015465,away,25737,FK Radnički Niš,1470370,Luka Izderić,luka-izderic,M,89,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
