minute,value
1.0,-4
2.0,41
3.0,17
4.0,-52
5.0,-35
6.0,-5
7.0,-33
8.0,-10
9.0,-3
10.0,15
11.0,12
12.0,13
13.0,12
14.0,29
15.0,47
16.0,18
17.0,-24
18.0,-8
19.0,-4
20.0,-29
21.0,-13
22.0,-32
23.0,-41
24.0,-26
25.0,32
26.0,8
27.0,-8
28.0,9
29.0,12
30.0,-12
31.0,13
32.0,-10
33.0,-5
34.0,-11
35.0,-28
36.0,-11
37.0,-2
38.0,7
39.0,31
40.0,-30
41.0,-12
42.0,-32
43.0,23
44.0,-1
45.0,-9
45.5,-3
46.0,5
47.0,7
48.0,17
49.0,10
50.0,12
51.0,35
52.0,25
53.0,16
54.0,35
55.0,25
56.0,16
57.0,39
58.0,68
59.0,70
60.0,42
61.0,40
62.0,56
63.0,34
64.0,34
65.0,24
66.0,27
67.0,18
68.0,15
69.0,9
70.0,-41
71.0,-40
72.0,-23
73.0,-10
74.0,-36
75.0,-18
76.0,20
77.0,10
78.0,10
79.0,13
80.0,20
81.0,35
82.0,29
83.0,24
84.0,16
85.0,38
86.0,27
87.0,35
88.0,42
89.0,32
90.0,46
90.5,4
