minute,value
1.0,2
2.0,3
3.0,2
4.0,7
5.0,17
6.0,10
7.0,50
8.0,37
9.0,45
10.0,20
11.0,61
12.0,18
13.0,-29
14.0,-14
15.0,-9
16.0,-10
17.0,-28
18.0,35
19.0,-21
20.0,19
21.0,-31
22.0,-7
23.0,33
24.0,21
25.0,17
26.0,16
27.0,13
28.0,9
29.0,48
30.0,41
31.0,25
32.0,28
33.0,22
34.0,-38
35.0,29
36.0,11
37.0,5
38.0,4
39.0,-14
40.0,21
41.0,51
42.0,30
43.0,27
44.0,9
45.0,8
45.5,2
46.0,-2
47.0,15
48.0,29
49.0,17
50.0,10
51.0,10
52.0,4
53.0,-52
54.0,-39
55.0,-19
56.0,-8
57.0,-7
58.0,47
59.0,49
60.0,51
61.0,40
62.0,26
63.0,27
64.0,18
65.0,13
66.0,-11
67.0,-3
68.0,6
69.0,-2
70.0,11
71.0,14
72.0,16
73.0,33
74.0,18
75.0,-12
76.0,29
77.0,20
78.0,27
79.0,20
80.0,17
81.0,24
82.0,24
83.0,34
84.0,20
85.0,16
86.0,21
87.0,49
88.0,34
89.0,25
90.0,-53
90.5,51
