player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Nikola Simic', 'firstName': 'Nikola Simic', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'D', 'jerseyNumber': '40', 'userCount': 685, 'gender': 'M', 'id': 1427163, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش'}, 'shortNameTranslation': {'ar': 'ن. سيميتش'}}}",True,save,,set-piece,"{'x': 8.5, 'y': 60.1, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 14.6}",5357347,57,,3373,"{'start': {'x': 60.1, 'y': 8.5}, 'block': {'x': 55.6, 'y': 4.1}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 85.4}}",34,2027,673,shot,"{'x': 4.1, 'y': 55.6, 'z': 0}"
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",True,block,,set-piece,"{'x': 10.7, 'y': 43.4, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51, 'z': 19}",5357340,56,,3301,"{'start': {'x': 43.4, 'y': 10.7}, 'block': {'x': 44.9, 'y': 7.7}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 81}}",35,2099,601,shot,"{'x': 7.7, 'y': 44.9, 'z': 0}"
"{'name': 'Jovan Milošević', 'firstName': 'Jovan Milosevic', 'lastName': '', 'slug': 'jovan-milosevic', 'shortName': 'J. Milošević', 'position': 'F', 'jerseyNumber': '7', 'userCount': 2321, 'gender': 'M', 'id': 1154491, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان ميلوسيفيتش', 'bn': 'জোভান মিলোসেভিচ', 'hi': 'जोवन मिलोसेवीक'}, 'shortNameTranslation': {'ar': 'ي. ميلوسيفيتش', 'bn': 'জে. মিলোসেভিচ', 'hi': 'जे. मिलोसेवीक'}}}",True,block,,set-piece,"{'x': 11.7, 'y': 34.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}",5357717,55,,3299,"{'start': {'x': 34.6, 'y': 11.7}, 'block': {'x': 38.8, 'y': 8.3}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",36,2101,599,shot,"{'x': 8.3, 'y': 38.8, 'z': 0}"
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",True,goal,regular,assisted,"{'x': 18.7, 'y': 35.6, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54, 'z': 3.8}",5357334,53,,3159,"{'start': {'x': 35.6, 'y': 18.7}, 'end': {'x': 46, 'y': 0}, 'goal': {'x': 46, 'y': 96.2}}",38,2241,459,shot,
"{'name': 'Nemanja Trifunović', 'firstName': 'Nemanja Trifunovic', 'slug': 'nemanja-trifunovic', 'shortName': 'N. Trifunović', 'position': 'M', 'jerseyNumber': '32', 'userCount': 515, 'gender': 'M', 'id': 1166188, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا تريفتش'}, 'shortNameTranslation': {'ar': 'ن. تريفتش'}}}",True,miss,,corner,"{'x': 21.2, 'y': 61.3, 'z': 0}",left-foot,right,"{'x': 0, 'y': 39, 'z': 11.1}",5357331,51,,3026,"{'start': {'x': 61.3, 'y': 21.2}, 'block': {'x': 61.6, 'y': 18.8}, 'end': {'x': 61, 'y': 0}, 'goal': {'x': 61, 'y': 88.9}}",40,2374,326,shot,"{'x': 18.8, 'y': 61.6, 'z': 0}"
"{'name': 'Tomislav Dadić', 'slug': 'tomislav-dadic', 'shortName': 'T. Dadić', 'position': 'D', 'jerseyNumber': '50', 'userCount': 57, 'gender': 'M', 'id': 978293, 'fieldTranslations': {'nameTranslation': {'ar': 'توميسلاف داديتش'}, 'shortNameTranslation': {'ar': 'ت. داديتش'}}}",False,miss,,assisted,"{'x': 13.2, 'y': 29.7, 'z': 0}",left-foot,right,"{'x': 0, 'y': 39.3, 'z': 4.2}",5357287,50,,2959,"{'start': {'x': 29.7, 'y': 13.2}, 'end': {'x': 60.7, 'y': 0}, 'goal': {'x': 60.7, 'y': 95.8}}",41,2441,259,shot,
"{'name': 'Issa Bah', 'slug': 'bah-issa', 'shortName': 'I. Bah', 'position': 'F', 'jerseyNumber': '77', 'userCount': 88, 'gender': 'M', 'id': 987250, 'fieldTranslations': {'nameTranslation': {'ar': 'باه، عيسى', 'bn': 'বাহ, ইসা', 'hi': 'बाह, इस्सा'}, 'shortNameTranslation': {'ar': 'ع. باه', 'bn': 'আই. বাহ', 'hi': 'आई. बाह'}}}",False,miss,,assisted,"{'x': 12, 'y': 25.4, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 34.1, 'z': 75}",5357286,49,,2908,"{'start': {'x': 25.4, 'y': 12}, 'end': {'x': 65.9, 'y': 0}, 'goal': {'x': 65.9, 'y': 25}}",42,2492,208,shot,
"{'name': 'Louay Ben Hassine', 'slug': 'louay-ben-hassine', 'shortName': 'L. B. Hassine', 'position': 'M', 'jerseyNumber': '99', 'userCount': 214, 'gender': 'M', 'id': 1000815, 'fieldTranslations': {'nameTranslation': {'ar': 'لؤي بن حسين'}, 'shortNameTranslation': {'ar': 'ل. حسين'}}}",False,goal,regular,assisted,"{'x': 25.4, 'y': 44.6, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 12}",5357141,45,3.0,2874,"{'start': {'x': 44.6, 'y': 25.4}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 88}}",1,2526,174,shot,
"{'name': 'Bojan Adžić', 'firstName': '', 'lastName': '', 'slug': 'bojan-adzic', 'shortName': 'B. Adžić', 'position': 'D', 'jerseyNumber': '23', 'userCount': 39, 'gender': 'M', 'id': 1159434, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان أديتش'}, 'shortNameTranslation': {'ar': 'ب. أديتش'}}}",False,miss,,regular,"{'x': 9.2, 'y': 71.8, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 42.5, 'z': 6.9}",5357140,45,3.0,2821,"{'start': {'x': 71.8, 'y': 9.2}, 'end': {'x': 57.5, 'y': 0}, 'goal': {'x': 57.5, 'y': 93.1}}",1,2579,121,shot,
"{'name': 'Matija Glušćević', 'firstName': 'Matija Gluscevic', 'lastName': '', 'slug': 'matija-gluscevic', 'shortName': 'M. Glušćević', 'position': 'M', 'jerseyNumber': '7', 'userCount': 151, 'gender': 'M', 'id': 1147561, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا غلوسيفيتش'}, 'shortNameTranslation': {'ar': 'م. غلوسيفيتش'}}}",False,block,,assisted,"{'x': 15.1, 'y': 67.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.4, 'z': 19}",5357139,45,2.0,2818,"{'start': {'x': 67.3, 'y': 15.1}, 'block': {'x': 60.1, 'y': 9.3}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 81}}",1,2582,118,shot,"{'x': 9.3, 'y': 60.1, 'z': 0}"
"{'name': 'Demba Seck', 'slug': 'demba-seck', 'shortName': 'D. Seck', 'position': 'M', 'jerseyNumber': '19', 'userCount': 1135, 'gender': 'M', 'id': 1012248, 'fieldTranslations': {'nameTranslation': {'ar': 'ديمبا سيك', 'bn': 'ডেম্বা সেক', 'hi': 'डेम्बा सेक'}, 'shortNameTranslation': {'ar': 'د. سيك', 'bn': 'ডি. সেক', 'hi': 'डी. सेक'}}}",True,miss,,regular,"{'x': 10.4, 'y': 61.1, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 63.5, 'z': 90.3}",5357129,45,1.0,2727,"{'start': {'x': 61.1, 'y': 10.4}, 'end': {'x': 36.5, 'y': 0}, 'goal': {'x': 36.5, 'y': 9.7}}",1,2673,27,shot,
"{'name': 'Aranđel Stojković', 'slug': 'arandel-stojkovic', 'shortName': 'A. Stojković', 'position': 'D', 'jerseyNumber': '2', 'userCount': 334, 'gender': 'M', 'id': 805932, 'fieldTranslations': {'nameTranslation': {'ar': 'أرانيل ستويكوفيتش', 'bn': 'আরন্দজেল স্টোজকোভিচ', 'hi': 'अरंडेल स्टोजकोविक'}, 'shortNameTranslation': {'ar': 'أ. ستويكوفيتش', 'bn': 'এ. স্টোজকোভিচ', 'hi': 'ए. स्टोजकोविक'}}}",True,block,,regular,"{'x': 21.6, 'y': 48.5, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.6, 'z': 19}",5357113,35,,2060,"{'start': {'x': 48.5, 'y': 21.6}, 'block': {'x': 49.5, 'y': 17.3}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 81}}",11,640,2060,shot,"{'x': 17.3, 'y': 49.5, 'z': 0}"
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",True,save,,assisted,"{'x': 27.2, 'y': 49.9, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 47.1, 'z': 28.5}",5357051,34,,1988,"{'start': {'x': 49.9, 'y': 27.2}, 'block': {'x': 51.8, 'y': 2.4}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 71.5}}",12,712,1988,shot,"{'x': 2.4, 'y': 51.8, 'z': 0}"
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",True,miss,,assisted,"{'x': 18.7, 'y': 48.3, 'z': 0}",left-foot,high,"{'x': 0, 'y': 55.5, 'z': 69.4}",5356975,29,,1722,"{'start': {'x': 48.3, 'y': 18.7}, 'end': {'x': 44.5, 'y': 0}, 'goal': {'x': 44.5, 'y': 30.6}}",17,978,1722,shot,
"{'name': 'Nemanja Trifunović', 'firstName': 'Nemanja Trifunovic', 'slug': 'nemanja-trifunovic', 'shortName': 'N. Trifunović', 'position': 'M', 'jerseyNumber': '32', 'userCount': 515, 'gender': 'M', 'id': 1166188, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا تريفتش'}, 'shortNameTranslation': {'ar': 'ن. تريفتش'}}}",True,block,,assisted,"{'x': 9.7, 'y': 30.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 19}",5356960,20,,1167,"{'start': {'x': 30.9, 'y': 9.7}, 'block': {'x': 34.7, 'y': 7.3}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 81}}",26,1533,1167,shot,"{'x': 7.3, 'y': 34.7, 'z': 0}"
"{'name': 'Yanis Karabelyov', 'slug': 'yanis-karabelyov', 'shortName': 'Y. Karabelyov', 'position': 'M', 'jerseyNumber': '28', 'userCount': 368, 'gender': 'M', 'id': 286121, 'fieldTranslations': {'nameTranslation': {'ar': 'يانيس كاربيلوف', 'bn': 'ইয়ানিস কারাবেলিভ', 'hi': 'यानिस काराबेल्योव'}, 'shortNameTranslation': {'ar': 'ي. كاربيلوف', 'bn': 'ওয়াই. কারাবেলিয়ভ', 'hi': 'वाई. काराबेल्योव'}}}",True,block,,regular,"{'x': 18.8, 'y': 55.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.2, 'z': 19}",5356951,19,,1132,"{'start': {'x': 55.2, 'y': 18.8}, 'block': {'x': 54.3, 'y': 15.1}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 81}}",27,1568,1132,shot,"{'x': 15.1, 'y': 54.3, 'z': 0}"
"{'name': 'Andrej Kostić', 'firstName': 'Andrej', 'lastName': 'Kostić', 'slug': 'andrej-kostic', 'shortName': 'A. Kostić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 1085, 'gender': 'M', 'id': 1819171, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري كوستيتش'}, 'shortNameTranslation': {'ar': 'أ. كوستيتش'}}}",True,save,,assisted,"{'x': 13.9, 'y': 46.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 8.2}",5356945,19,,1130,"{'start': {'x': 46.6, 'y': 13.9}, 'block': {'x': 48.9, 'y': 4.1}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 91.8}}",27,1570,1130,shot,"{'x': 4.1, 'y': 48.9, 'z': 0}"
"{'name': 'Vanja Dragojević', 'slug': 'vanja-dragojevic', 'shortName': 'V. Dragojevic', 'position': 'M', 'jerseyNumber': '6', 'userCount': 748, 'gender': 'M', 'id': 1500276, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا دراجويفيتش'}, 'shortNameTranslation': {'ar': 'ف. دراجويفيتش'}}}",True,save,,assisted,"{'x': 13.9, 'y': 47.4, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 50.5, 'z': 24.7}",5356888,17,,963,"{'start': {'x': 47.4, 'y': 13.9}, 'block': {'x': 49.8, 'y': 4.5}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 75.3}}",29,1737,963,shot,"{'x': 4.5, 'y': 49.8, 'z': 0}"
"{'name': 'Jovan Ilić', 'firstName': '', 'lastName': '', 'slug': 'jovan-ilic', 'shortName': 'J. Ilić', 'position': 'M', 'jerseyNumber': '31', 'userCount': 35, 'gender': 'M', 'id': 1046779, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان إيلتش'}, 'shortNameTranslation': {'ar': 'ي. إيلتش'}}}",False,block,,assisted,"{'x': 26.3, 'y': 43.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 19}",5356878,14,,823,"{'start': {'x': 43.8, 'y': 26.3}, 'block': {'x': 44.8, 'y': 20.7}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 81}}",32,1877,823,shot,"{'x': 20.7, 'y': 44.8, 'z': 0}"
"{'name': 'Vukašin Đurđević', 'firstName': 'Vukasin Djurdjevic', 'slug': 'vukasin-durdevic', 'shortName': 'V. Đurđević', 'position': 'D', 'jerseyNumber': '24', 'userCount': 402, 'gender': 'M', 'id': 1147544, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكاشين جورجييفيتش'}, 'shortNameTranslation': {'ar': 'ف. جورجييفيتش'}}}",True,miss,,corner,"{'x': 12.2, 'y': 45.8, 'z': 0}",head,left,"{'x': 0, 'y': 59.8, 'z': 12.5}",5357215,10,,547,"{'start': {'x': 45.8, 'y': 12.2}, 'block': {'x': 43.9, 'y': 7.3}, 'end': {'x': 40.2, 'y': 0}, 'goal': {'x': 40.2, 'y': 87.5}}",36,2153,547,shot,"{'x': 7.3, 'y': 43.9, 'z': 0}"
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",True,block,,free-kick,"{'x': 21.5, 'y': 35, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.3, 'z': 19}",5356829,3,,157,"{'start': {'x': 35, 'y': 21.5}, 'block': {'x': 40.6, 'y': 13.8}, 'end': {'x': 50.7, 'y': 0}, 'goal': {'x': 50.7, 'y': 81}}",43,2543,157,shot,"{'x': 13.8, 'y': 40.6, 'z': 0}"
