minute,value
1.0,-5
2.0,-2
3.0,26
4.0,7
5.0,1
6.0,-18
7.0,-11
8.0,10
9.0,2
10.0,-25
11.0,-28
12.0,21
13.0,14
14.0,-30
15.0,-12
16.0,-6
17.0,-5
18.0,-35
19.0,-20
20.0,-13
21.0,10
22.0,40
23.0,20
24.0,-77
25.0,-41
26.0,-32
27.0,-18
28.0,29
29.0,21
30.0,-26
31.0,-4
32.0,-3
33.0,70
34.0,44
35.0,23
36.0,13
37.0,2
38.0,-15
39.0,-40
40.0,-24
41.0,40
42.0,20
43.0,-31
44.0,-10
45.0,10
45.5,-5
46.0,-1
47.0,-1
48.0,1
49.0,1
50.0,56
51.0,44
52.0,27
53.0,42
54.0,25
55.0,51
56.0,31
57.0,19
58.0,1
59.0,2
60.0,56
61.0,38
62.0,-74
63.0,66
64.0,43
65.0,-29
66.0,-9
67.0,2
68.0,-13
69.0,-4
70.0,7
71.0,46
72.0,29
73.0,29
74.0,49
75.0,80
76.0,31
77.0,-34
78.0,-10
79.0,12
80.0,-6
81.0,7
82.0,11
83.0,38
84.0,33
85.0,37
86.0,23
87.0,19
88.0,15
89.0,19
90.0,5
90.5,0
