player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Adem Avdić', 'firstName': '', 'lastName': '', 'slug': 'adem-avdic', 'shortName': 'A. Avdić', 'position': 'D', 'jerseyNumber': '71', 'userCount': 1020, 'gender': 'M', 'id': 1493918, 'fieldTranslations': {'nameTranslation': {'ar': 'أديم أفديتش'}, 'shortNameTranslation': {'ar': 'أ. أفديتش'}}}",False,miss,assisted,"{'x': 17.2, 'y': 66.2, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58, 'z': 29.2}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6809555,90,5.0,5652,"{'start': {'x': 66.2, 'y': 17.2}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 70.8}}",1,648,252,shot,,
"{'name': 'Vasilije Kostov', 'slug': 'vasilije-kostov', 'shortName': 'V. Kostov', 'position': 'M', 'jerseyNumber': '22', 'userCount': 2752, 'gender': 'M', 'id': 1825955, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كوستوف'}, 'shortNameTranslation': {'ar': 'ف. كوستوف'}}}",False,block,fast-break,"{'x': 18.7, 'y': 55.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 19}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6809554,90,4.0,5626,"{'start': {'x': 55.4, 'y': 18.7}, 'block': {'x': 51.8, 'y': 7.6}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 81}}",1,674,226,shot,"{'x': 7.6, 'y': 51.8, 'z': 0}",
"{'name': 'Miloš Veljković', 'slug': 'milos-veljkovic', 'shortName': 'M. Veljković', 'position': 'D', 'jerseyNumber': '13', 'userCount': 1277, 'gender': 'M', 'id': 227224, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش فيلكوفيتش', 'bn': 'মিলোস ভেলজকোভিচ', 'hi': 'मिलोस वेलजकोविच'}, 'shortNameTranslation': {'ar': 'م. فيلكوفيتش', 'bn': 'এম. ভেলজকোভিচ', 'hi': 'एम. वेलजकोविच'}}}",False,save,corner,"{'x': 6, 'y': 52.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 3.8}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6809586,90,,5396,"{'start': {'x': 52.1, 'y': 6}, 'block': {'x': 50, 'y': 0.7}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 96.2}}",1,4,2696,shot,"{'x': 0.7, 'y': 50, 'z': 0}",
"{'name': 'Mohamed Cissé', 'firstName': 'Mohamed Cisse', 'lastName': '', 'slug': 'mohamed-cisse', 'shortName': 'M. Cissé', 'position': 'F', 'jerseyNumber': '10', 'userCount': 52, 'gender': 'M', 'id': 1133670, 'fieldTranslations': {'nameTranslation': {'ar': 'محمد سيسي', 'bn': 'মোহাম্মদ সিসে', 'hi': 'मोहम्मद सिस्से'}, 'shortNameTranslation': {'ar': 'م. سيسي', 'bn': 'এম. সিসি', 'hi': 'एम. सिस्से'}}}",True,save,regular,"{'x': 25.6, 'y': 67.9, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.3, 'z': 3.2}","{'name': 'Matheus', 'slug': 'matheus', 'shortName': 'Matheus', 'position': 'G', 'jerseyNumber': '1', 'userCount': 1597, 'gender': 'M', 'id': 603946, 'fieldTranslations': {'nameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}, 'shortNameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}}}",6809424,85,,5074,"{'start': {'x': 67.9, 'y': 25.6}, 'block': {'x': 51.3, 'y': 2}, 'end': {'x': 53.7, 'y': 0}, 'goal': {'x': 53.7, 'y': 96.8}}",6,326,2374,shot,"{'x': 2, 'y': 51.3, 'z': 0}",
"{'name': 'Jay Enem', 'slug': 'tyron-enem-jay-ifeanyi-junior', 'shortName': 'J. Enem', 'position': 'F', 'jerseyNumber': '42', 'userCount': 583, 'gender': 'M', 'id': 1937553, 'fieldTranslations': {'nameTranslation': {'ar': 'جاي إينيم'}, 'shortNameTranslation': {'ar': 'ج. إينيم'}}}",False,miss,assisted,"{'x': 3.3, 'y': 46.6, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.3, 'z': 18.1}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6809394,80,,4785,"{'start': {'x': 46.6, 'y': 3.3}, 'end': {'x': 42.7, 'y': 0}, 'goal': {'x': 42.7, 'y': 81.9}}",11,615,2085,shot,,
"{'name': 'Jay Enem', 'slug': 'tyron-enem-jay-ifeanyi-junior', 'shortName': 'J. Enem', 'position': 'F', 'jerseyNumber': '42', 'userCount': 583, 'gender': 'M', 'id': 1937553, 'fieldTranslations': {'nameTranslation': {'ar': 'جاي إينيم'}, 'shortNameTranslation': {'ar': 'ج. إينيم'}}}",False,goal,assisted,"{'x': 8.2, 'y': 46, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.4, 'z': 5.7}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6809348,78,,4627,"{'start': {'x': 46, 'y': 8.2}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 94.3}}",13,773,1927,shot,,regular
"{'name': 'Ester Sokler', 'slug': 'sokler-ester', 'shortName': 'E. Sokler', 'position': 'F', 'jerseyNumber': '19', 'userCount': 203, 'gender': 'M', 'id': 862199, 'fieldTranslations': {'nameTranslation': {'ar': 'سوكلير، إيستر', 'bn': 'সোক্লার, এস্টার', 'hi': 'सोक्लर, एस्टर'}, 'shortNameTranslation': {'ar': 'س. إيستر', 'bn': 'ই. সোক্লার', 'hi': 'ई. सोक्लर'}}}",True,block,assisted,"{'x': 6.8, 'y': 50.4, 'z': 0}",head,high-left,"{'x': 0, 'y': 54.3, 'z': 26.4}","{'name': 'Matheus', 'slug': 'matheus', 'shortName': 'Matheus', 'position': 'G', 'jerseyNumber': '1', 'userCount': 1597, 'gender': 'M', 'id': 603946, 'fieldTranslations': {'nameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}, 'shortNameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}}}",6834088,71,,4235,"{'start': {'x': 50.4, 'y': 6.8}, 'block': {'x': 50.4, 'y': 5.9}, 'end': {'x': 45.7, 'y': 0}, 'goal': {'x': 45.7, 'y': 73.6}}",20,1165,1535,shot,"{'x': 5.9, 'y': 50.4, 'z': 0}",
"{'name': 'Wajdi Sahli', 'slug': 'wajdi-sahli', 'shortName': 'W. Sahli', 'position': 'M', 'jerseyNumber': '7', 'userCount': 230, 'gender': 'M', 'id': 1013823, 'fieldTranslations': {'nameTranslation': {'ar': 'وجدي السهلي'}, 'shortNameTranslation': {'ar': 'و. السهلي'}}}",True,miss,regular,"{'x': 23.2, 'y': 33.3, 'z': 0}",right-foot,right,"{'x': 0, 'y': 2.7, 'z': 1.4}","{'name': 'Matheus', 'slug': 'matheus', 'shortName': 'Matheus', 'position': 'G', 'jerseyNumber': '1', 'userCount': 1597, 'gender': 'M', 'id': 603946, 'fieldTranslations': {'nameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}, 'shortNameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}}}",6809187,69,,4125,"{'start': {'x': 33.3, 'y': 23.2}, 'block': {'x': 100, 'y': 5.9}, 'end': {'x': 97.3, 'y': 0}, 'goal': {'x': 97.3, 'y': 98.6}}",22,1275,1425,shot,"{'x': 5.9, 'y': 100, 'z': 0}",
"{'name': 'Jay Enem', 'slug': 'tyron-enem-jay-ifeanyi-junior', 'shortName': 'J. Enem', 'position': 'F', 'jerseyNumber': '42', 'userCount': 583, 'gender': 'M', 'id': 1937553, 'fieldTranslations': {'nameTranslation': {'ar': 'جاي إينيم'}, 'shortNameTranslation': {'ar': 'ج. إينيم'}}}",False,save,throw-in-set-piece,"{'x': 6.7, 'y': 45, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.9, 'z': 5.7}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6809186,69,,4087,"{'start': {'x': 45, 'y': 6.7}, 'block': {'x': 48, 'y': 0.2}, 'end': {'x': 46.1, 'y': 0}, 'goal': {'x': 46.1, 'y': 94.3}}",22,1313,1387,shot,"{'x': 0.2, 'y': 48, 'z': 0}",
"{'name': 'Vladimir Lučić', 'firstName': '', 'lastName': '', 'slug': 'vladimir-lucic', 'shortName': 'V. Lučić', 'position': 'M', 'jerseyNumber': '37', 'userCount': 771, 'gender': 'M', 'id': 1029788, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير لوتشيتش', 'bn': 'ভ্লাদিমির লুসিচ', 'hi': 'व्लादिमीर लुसिक'}, 'shortNameTranslation': {'ar': 'ف. لوتشيتش', 'bn': 'ভি. লুসিচ', 'hi': 'वी. लुसिक'}}}",False,miss,assisted,"{'x': 15, 'y': 62, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 57.5, 'z': 12.5}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6809150,64,,3810,"{'start': {'x': 62, 'y': 15}, 'end': {'x': 42.5, 'y': 0}, 'goal': {'x': 42.5, 'y': 87.5}}",27,1590,1110,shot,,
