match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialWon,duelWon,totalClearance,interceptionWon,totalTackle,wonTackle,aerialLost,duelLost,outfielderBlock,unsuccessfulTouch,fouls,keyPass,wasFouled,totalCross,challengeLost,dispossessed,totalContest,wonContest,shotOffTarget,onTargetScoringAttempt,shotValueNormalized,blockedScoringAttempt,goals,totalOffside,bigChanceCreated,bigChanceMissed,accurateCross,totalKeeperSweeper,accurateKeeperSweeper
14015515,away,25736,FK Novi Pazar,1981962,Ahmed Hadzimujovic,ahmed-hadzimujovic,D,4,False,39.0,34.0,6.0,2.0,0.0,25.0,27.0,9.0,12.0,2.0,,,,90.0,45.0,6.2,6.0,,"{'original': 6.2, 'alternative': 6.5}",1,0.04,0.03,-0.35,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,87.17948717948718,33.33333333333333,,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,-0.17,,,,,,,,
14015515,away,25736,FK Novi Pazar,799179,Nemanja Miletić,nemanja-miletic,D,3,False,38.0,28.0,2.0,1.0,0.0,11.0,14.0,17.0,24.0,6.0,,,,90.0,69.0,6.6,21.0,,"{'original': 6.6, 'alternative': 6.8}",1,0.33,0.28,-0.37,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,3,1,73.68421052631578,50.0,27.27272727272727,100.0,,1.0,4.0,,1.0,,,3.0,4.0,,1.0,,4.0,2.0,11.0,,1.0,1.0,1.0,,,-0.11,1.0,,,,,3.0,,
14015515,away,25736,FK Novi Pazar,1982067,Skima Togbe,skima-togbe,M,16,False,9.0,7.0,2.0,,0.0,2.0,2.0,5.0,7.0,1.0,,,,39.0,10.0,6.5,2.0,,"{'original': 6.5, 'alternative': 6.5}",0,0.15,-0.08,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,77.77777777777779,,,,,,1.0,,,,,,2.0,,,1.0,2.0,1.0,,1.0,,,,,,,,,,1.0,,,,
14015515,away,25736,FK Novi Pazar,1147753,Ivan Davidović,ivan-davidovic,M,24,False,43.0,38.0,4.0,2.0,0.0,24.0,25.0,14.0,18.0,2.0,,,,90.0,60.0,6.5,13.0,,"{'original': 6.5, 'alternative': 6.6}",0,-0.02,0.05,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,4,1,88.37209302325581,50.0,,100.0,,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,2.0,1.0,2.0,4.0,,,1.0,1.0,,,,,,,,,,,
14015515,away,25736,FK Novi Pazar,1003429,Matija Malekinušić,matija-malekinusic,M,17,False,19.0,14.0,4.0,4.0,0.0,6.0,7.0,8.0,12.0,7.0,,,,90.0,35.0,6.2,11.0,,"{'original': 6.2, 'alternative': 6.9}",3,0.07,0.02,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,9,12,4,8,73.68421052631578,100.0,100.0,,,4.0,8.0,,,2.0,,5.0,13.0,,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,-0.51,,,,1.0,,1.0,,
14015515,away,25736,FK Novi Pazar,1398550,Dominic Sadi,sadi-dominic,M,10,False,23.0,17.0,,,0.0,6.0,8.0,11.0,15.0,1.0,,,,74.0,38.0,6.6,10.0,,"{'original': 6.6, 'alternative': 6.8}",2,-0.38,0.32,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,4,3,73.91304347826086,,,50.0,,,4.0,,2.0,2.0,1.0,1.0,4.0,,2.0,2.0,,1.0,,,,2.0,1.0,2.0,,-0.47,,,,,1.0,,,
14015515,away,25736,FK Novi Pazar,1100966,Mihajlo Petković,mihajlo-petkovic,M,21,False,21.0,18.0,1.0,,0.0,4.0,5.0,14.0,16.0,1.0,,,,84.0,37.0,6.3,14.0,,"{'original': 6.3, 'alternative': 6.6}",1,0.17,0.35,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,1,3,85.71428571428571,,33.33333333333333,,,,1.0,,,1.0,1.0,2.0,5.0,,8.0,2.0,1.0,,3.0,,1.0,,,,1.0,-0.07,,,,,,1.0,,
14015515,away,25736,FK Novi Pazar,1032770,Stefan Stanisavljević,stefan-stanisavljevic,F,18,False,16.0,13.0,,,0.0,4.0,4.0,9.0,12.0,5.0,,,,90.0,33.0,6.4,10.0,,"{'original': 6.4, 'alternative': 6.8}",1,-0.14,0.27,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,8,7,2,5,81.25,,,,,4.0,6.0,1.0,1.0,,,4.0,9.0,,3.0,1.0,,4.0,,,3.0,1.0,,,1.0,0.17,,,1.0,,1.0,,,
14015515,away,25736,FK Novi Pazar,1102770,Semir Alić,semir-alic,M,14,True,11.0,8.0,1.0,,0.0,4.0,5.0,4.0,6.0,3.0,,,,51.0,22.0,6.7,4.0,,"{'original': 6.7, 'alternative': 6.7}",1,0.0,0.1,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,5,3,72.72727272727273,,,66.66666666666666,,1.0,6.0,,1.0,3.0,1.0,,3.0,,,1.0,1.0,1.0,,1.0,,3.0,2.0,,,-0.08,1.0,,,,,,,
14015515,away,25736,FK Novi Pazar,944503,Luka Bijelović,luka-bijelovic,F,28,True,6.0,4.0,,,0.0,2.0,3.0,2.0,3.0,3.0,,,,16.0,10.0,6.6,2.0,,"{'original': 6.6, 'alternative': 6.5}",1,-0.21,0.18,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,66.66666666666666,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,0.01,1.0,,,,,,,
14015515,away,25736,FK Novi Pazar,907763,Abdulsamed Abdullahi,abdulsamed-abdullahi,M,8,True,,,,,0.0,,,,,,,,,10.0,1.0,6.5,1.0,,"{'original': 6.5, 'alternative': 6.4}",0,,0.02,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
14015515,away,25736,FK Novi Pazar,1175945,Bob Murphy Omoregbe,omoregbe-bob-murphy,F,7,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015515,away,6224,FK Novi Pazar,1149283,Milos Vracar,milos-vracar,D,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015515,away,25736,FK Novi Pazar,795839,Miloje Preković,miloje-prekovic,G,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015515,away,25736,FK Novi Pazar,1153954,Veljko Mirosavic,veljko-mirosavic,D,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015515,away,25736,FK Novi Pazar,1023999,Ensar Brunčević,ensar-bruncevic,D,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015515,away,5363,FK Novi Pazar,887054,Samson Iyede,samson-iyede,F,9,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015515,away,4499,FK Novi Pazar,1639816,Yakup Arda Kılıç,yakup-arda-kilic,F,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015515,away,25736,FK Novi Pazar,1493919,Zoran Alilović,zoran-alilovic,M,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
