minute,value
1.0,6
2.0,8
3.0,13
4.0,33
5.0,25
6.0,60
7.0,29
8.0,20
9.0,28
10.0,-26
11.0,-9
12.0,12
13.0,13
14.0,20
15.0,50
16.0,38
17.0,63
18.0,45
19.0,26
20.0,13
21.0,7
22.0,19
23.0,20
24.0,17
25.0,16
26.0,15
27.0,13
28.0,40
29.0,38
30.0,30
31.0,27
32.0,40
33.0,37
34.0,29
35.0,24
36.0,18
37.0,20
38.0,-21
39.0,34
40.0,20
41.0,30
42.0,21
43.0,33
44.0,17
45.0,42
45.5,23
46.0,4
47.0,21
48.0,55
49.0,36
50.0,42
51.0,26
52.0,31
53.0,19
54.0,-28
55.0,-8
56.0,-2
57.0,4
58.0,5
59.0,44
60.0,30
61.0,71
62.0,42
63.0,87
64.0,60
65.0,45
66.0,44
67.0,35
68.0,34
69.0,26
70.0,61
71.0,40
72.0,12
73.0,42
74.0,31
75.0,49
76.0,35
77.0,52
78.0,30
79.0,85
80.0,30
81.0,26
82.0,26
83.0,12
84.0,19
85.0,9
86.0,-7
87.0,9
88.0,14
89.0,16
90.0,51
