match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,shotOffTarget,dispossessed,blockedScoringAttempt
14147325,home,327162,Mladost DG,931333,Petar Radulović,petar-radulovic,G,25,False,34.0,28.0,12.0,6.0,0.0,24.0,25.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,90.0,37.0,7.2,5.0,0.0,0.0,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,82.35294117647058,50.0,,,,,,,
14147325,home,481825,Mladost DG,1800480,Nikola  Ukšanović,nikola-uksanovic,D,66,False,22.0,15.0,3.0,1.0,0.0,6.0,7.0,7.0,12.0,1.0,0.0,1.0,2.0,4.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,78.0,29.0,6.6,8.0,0.0,0.01,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,4,3,68.18181818181817,33.33333333333333,0.0,50.0,,1.0,,,
14147325,home,327162,Mladost DG,1036138,Jovan Vujisic,jovan-vujisic,D,5,False,49.0,40.0,6.0,2.0,0.0,23.0,27.0,17.0,22.0,0.0,0.0,1.0,2.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,90.0,67.0,6.7,10.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,3,8,81.63265306122449,33.33333333333333,,0.0,,,,,
14147325,home,327162,Mladost DG,605370,Luka Uskoković,luka-uskokovic,D,4,False,43.0,37.0,5.0,3.0,0.0,29.0,31.0,8.0,11.0,0.0,0.0,1.0,3.0,8.0,10.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,,,,,,,90.0,60.0,6.8,9.0,0.15,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,4,14,7,7,86.04651162790698,60.0,,100.0,,,1.0,,
14147325,home,327162,Mladost DG,1381381,Matije Badnjar,matije-badnjar,D,3,False,42.0,26.0,9.0,3.0,0.0,13.0,20.0,11.0,19.0,4.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,78.0,51.0,6.8,16.0,0.06,0.02,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,2,4,61.904761904761905,33.33333333333333,25.0,100.0,,1.0,1.0,,
14147325,home,327162,Mladost DG,1163021,Nelson Augustin Cordoba,nelson-augustin-cordoba,M,28,False,35.0,33.0,2.0,1.0,0.0,15.0,15.0,15.0,17.0,0.0,0.0,1.0,1.0,7.0,8.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,17.0,2.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,,,,,,,90.0,55.0,7.6,9.0,0.12,0.0,"{'original': 7.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,2,13,7,6,94.28571428571428,50.0,,100.0,,,,1.0,
14147325,home,327162,Mladost DG,929719,Davor Kontić,davor-kontic,M,8,False,37.0,32.0,3.0,2.0,0.0,22.0,24.0,9.0,12.0,0.0,0.0,4.0,3.0,10.0,9.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,61.0,46.0,6.0,11.0,0.0,0.01,"{'original': 6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,7,12,6,6,86.48648648648648,66.66666666666666,,100.0,,1.0,,3.0,
14147325,home,7887,Mladost DG,1149289,Balša Mrvaljević,balsa-mrvaljevic,M,18,False,24.0,12.0,2.0,0.0,0.0,2.0,3.0,10.0,20.0,0.0,0.0,1.0,1.0,17.0,9.0,1.0,7.0,5.0,1.0,0.0,0.0,0.0,,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,90.0,54.0,6.4,19.0,0.2,0.07,"{'original': 6.4, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",26,2,24,8,16,50.0,0.0,,71.42857142857143,,1.0,2.0,4.0,1.0
14147325,home,327162,Mladost DG,1030487,Anđelko Jovanović,andelko-jovanovic,M,10,False,30.0,22.0,4.0,2.0,0.0,10.0,10.0,12.0,20.0,2.0,0.0,0.0,0.0,14.0,15.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,,,,,,,78.0,67.0,7.6,12.0,0.21,0.31,"{'original': 7.6, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",29,0,29,15,14,73.33333333333333,50.0,0.0,66.66666666666666,,3.0,2.0,1.0,1.0
14147325,home,327162,Mladost DG,1497156,Lazar Knezevic,lazar-knezevic,M,7,False,21.0,13.0,2.0,0.0,0.0,6.0,10.0,7.0,11.0,1.0,0.0,5.0,1.0,18.0,8.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,72.0,39.0,6.3,18.0,0.01,0.08,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",26,6,20,7,13,61.904761904761905,0.0,0.0,25.0,,2.0,1.0,1.0,
