minute,value
0.0,0
1.0,-3
2.0,-3
3.0,-8
4.0,-35
5.0,-21
6.0,-56
7.0,-31
8.0,-17
9.0,-55
10.0,-29
11.0,-11
12.0,-13
13.0,-10
14.0,-4
15.0,-9
16.0,-7
17.0,-16
18.0,-15
19.0,-9
20.0,10
21.0,3
22.0,-6
23.0,-3
24.0,40
25.0,17
26.0,15
27.0,5
28.0,-5
29.0,-4
30.0,5
31.0,12
32.0,13
33.0,8
34.0,5
35.0,-46
36.0,-37
37.0,-22
38.0,-8
39.0,-14
40.0,26
41.0,39
42.0,23
43.0,9
44.0,6
45.0,-35
45.5,-30
46.0,1
47.0,6
48.0,10
49.0,57
50.0,40
51.0,29
52.0,68
53.0,91
54.0,56
55.0,34
56.0,16
57.0,2
58.0,-2
59.0,-6
60.0,-3
61.0,7
62.0,-5
63.0,-5
64.0,-2
65.0,-6
66.0,-3
67.0,-5
68.0,-2
69.0,82
70.0,45
71.0,33
72.0,16
73.0,11
74.0,-59
75.0,-34
76.0,-65
77.0,-37
78.0,-26
79.0,-15
80.0,-28
81.0,-13
82.0,-7
83.0,-8
84.0,6
85.0,-29
86.0,-60
87.0,72
88.0,57
89.0,44
90.0,28
90.5,-50
