player_id,name,shortName,position,team_name,country_name,dateOfBirth,team_id,appearances,minutes_played,goals,assists,total_shots,shots_on_target,key_passes,big_chances_created,total_passes,accurate_passes,total_long_balls,accurate_long_balls,total_crosses,accurate_crosses,total_tackles,tackles_won,interceptions,clearances,ball_recoveries,blocks,duels_won,duels_lost,aerial_won,aerial_lost,fouls_committed,fouls_won,dribbles_successful,dribbles_total,avg_rating,xG,xA,minutes_per_game,pass_accuracy,shot_accuracy,dribble_success_rate,duel_success_rate,goals_per_90,assists_per_90,has_player_photo
1019333,Young-woo Seol,Y. W. Seol,D,FK Crvena zvezda,South Korea,1998-12-05,5149,25,2134.0,1.0,5.0,9,4.0,39.0,9.0,1385.0,1263.0,92.0,51.0,71.0,25.0,39.0,31.0,20.0,41.0,138.0,2.0,88.0,61.0,15.0,13.0,23.0,27.0,7.0,17.0,7.17,0.0,0.0,85.4,91.2,44.4,41.2,59.1,0.04,0.21,True
926681,Miljan Ilić,M. Ilić,D,FK Radnički Niš,Serbia,1993-05-23,25737,25,2097.0,0.0,2.0,3,1.0,16.0,1.0,922.0,730.0,141.0,61.0,40.0,9.0,54.0,31.0,24.0,55.0,107.0,6.0,87.0,72.0,14.0,16.0,26.0,14.0,5.0,14.0,6.77,0.0,0.0,83.9,79.2,33.3,35.7,54.7,0.0,0.09,True
1981962,Ahmed Hadzimujovic,A. Hadzimujovic,D,FK Novi Pazar,Serbia,2007-08-17,25736,25,2085.0,0.0,0.0,7,1.0,8.0,1.0,924.0,727.0,204.0,79.0,2.0,0.0,41.0,25.0,32.0,135.0,69.0,19.0,124.0,73.0,66.0,41.0,24.0,14.0,3.0,4.0,6.9,0.0,0.0,83.4,78.7,14.3,75.0,62.9,0.0,0.0,True
1008225,Sambou Sissoko,S. Sissoko,M,FK Čukarički,Mali,2000-06-29,5148,24,2074.0,1.0,0.0,12,3.0,18.0,1.0,930.0,739.0,149.0,83.0,7.0,0.0,64.0,41.0,28.0,45.0,114.0,10.0,145.0,104.0,54.0,30.0,28.0,15.0,12.0,23.0,6.98,0.0,0.0,86.4,79.5,25.0,52.2,58.2,0.04,0.0,True
795938,Žarko Udovičić,Ž. Udovičić,D,FK Mladost Lučani,Serbia,1987-08-31,7771,25,2072.0,0.0,1.0,12,4.0,23.0,4.0,689.0,496.0,127.0,54.0,90.0,20.0,15.0,10.0,23.0,48.0,106.0,5.0,38.0,42.0,5.0,8.0,9.0,5.0,13.0,22.0,6.64,0.0,0.0,82.9,72.0,33.3,59.1,47.5,0.0,0.04,True
1005605,Milan Vukotić,M. Vukotić,M,FK Partizan,Montenegro,2002-10-05,5152,26,2066.0,4.0,6.0,64,27.0,73.0,15.0,1120.0,922.0,120.0,78.0,138.0,37.0,24.0,20.0,2.0,6.0,130.0,0.0,119.0,118.0,7.0,24.0,15.0,51.0,38.0,72.0,7.25,0.0,0.0,79.5,82.3,42.2,52.8,50.2,0.17,0.26,True
1000367,Miljan Momčilović,M. Momčilović,M,OFK Beograd,Serbia,2001-03-17,5153,25,2053.0,2.0,0.0,11,4.0,16.0,3.0,908.0,757.0,94.0,40.0,9.0,0.0,54.0,35.0,30.0,41.0,137.0,7.0,126.0,85.0,17.0,25.0,26.0,46.0,12.0,21.0,6.94,0.0,0.0,82.1,83.4,36.4,57.1,59.7,0.09,0.0,True
814416,Nikola Ćirković,N. Ćirković,D,FK Mladost Lučani,Serbia,1991-12-04,7771,24,2050.0,0.0,0.0,3,2.0,6.0,1.0,823.0,676.0,117.0,49.0,11.0,0.0,40.0,22.0,28.0,130.0,84.0,13.0,107.0,64.0,44.0,22.0,14.0,18.0,5.0,10.0,6.79,0.0,0.0,85.4,82.1,66.7,50.0,62.6,0.0,0.0,True
1152919,Luka Lijeskić,L. Lijeskić,G,FK Radnički 1923,Serbia,2005-02-23,43981,23,2044.0,0.0,0.0,0,0.0,0.0,0.0,666.0,450.0,287.0,81.0,0.0,0.0,2.0,1.0,0.0,22.0,216.0,0.0,9.0,4.0,1.0,2.0,0.0,5.0,0.0,0.0,6.76,0.0,0.0,88.9,67.6,,,69.2,0.0,0.0,True
112321,Radomir Milosavljević,R. Milosavljević,M,FK Radnički Niš,Serbia,1992-07-28,25737,23,1998.0,3.0,0.0,24,8.0,16.0,1.0,886.0,681.0,93.0,43.0,16.0,2.0,57.0,38.0,30.0,56.0,109.0,8.0,172.0,138.0,71.0,38.0,55.0,34.0,11.0,18.0,7.03,0.0,0.0,86.9,76.9,33.3,61.1,55.5,0.14,0.0,True
1500276,Vanja Dragojević,V. Dragojevic,M,FK Partizan,Serbia,2006-01-11,5152,27,1990.0,3.0,2.0,40,21.0,17.0,1.0,1065.0,893.0,140.0,86.0,7.0,3.0,38.0,25.0,26.0,48.0,118.0,10.0,98.0,88.0,20.0,26.0,36.0,34.0,6.0,13.0,7.01,0.0,0.0,73.7,83.8,52.5,46.2,52.7,0.14,0.09,True
901590,Haris Hajdarević,H. Hajdarević,M,FK Radnik Surdulica,Bosnia & Herzegovina,1998-10-07,111127,27,1989.0,1.0,3.0,41,10.0,34.0,5.0,635.0,457.0,62.0,28.0,32.0,7.0,29.0,16.0,7.0,21.0,106.0,0.0,120.0,191.0,24.0,72.0,38.0,48.0,20.0,42.0,6.6,0.0,0.0,73.7,72.0,24.4,47.6,38.6,0.05,0.14,True
805915,Nikola Simić,N. Simić,G,FK TSC Bačka Topola,Serbia,1996-12-21,263360,22,1980.0,0.0,0.0,0,0.0,0.0,0.0,603.0,407.0,284.0,96.0,0.0,0.0,0.0,0.0,0.0,27.0,165.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,90.0,67.5,,100.0,75.0,0.0,0.0,True
1825955,Vasilije Kostov,V. Kostov,M,FK Crvena zvezda,Serbia,2008-05-11,5149,27,1973.0,11.0,7.0,60,28.0,62.0,8.0,905.0,788.0,68.0,51.0,103.0,41.0,23.0,15.0,16.0,8.0,92.0,2.0,58.0,78.0,5.0,10.0,21.0,19.0,12.0,27.0,7.16,0.0,0.0,73.1,87.1,46.7,44.4,42.6,0.5,0.32,True
27863,Janko Tumbasević,J. Tumbasević,M,FK Mladost Lučani,Montenegro,1985-01-14,7771,26,1954.0,0.0,2.0,10,2.0,8.0,0.0,1005.0,817.0,77.0,31.0,7.0,0.0,43.0,25.0,35.0,41.0,111.0,7.0,111.0,91.0,42.0,19.0,31.0,20.0,6.0,13.0,6.81,0.0,0.0,75.2,81.3,20.0,46.2,55.0,0.0,0.09,True
1466631,Nikola Đuričić,N. Đuričić,D,FK Železničar Pančevo,Serbia,1999-12-12,282203,24,1944.0,1.0,0.0,7,3.0,19.0,2.0,1276.0,1114.0,110.0,62.0,26.0,9.0,26.0,15.0,16.0,62.0,105.0,5.0,118.0,71.0,59.0,21.0,31.0,22.0,11.0,13.0,6.97,0.0,0.0,81.0,87.3,42.9,84.6,62.4,0.05,0.0,True
938000,Lazar Ranđelović,L. Ranđelović,M,FK Vojvodina,Serbia,1997-08-05,5150,24,1937.0,6.0,11.0,57,22.0,38.0,10.0,554.0,428.0,21.0,9.0,112.0,25.0,13.0,10.0,4.0,8.0,81.0,1.0,47.0,118.0,6.0,33.0,18.0,10.0,18.0,45.0,6.86,0.0,0.0,80.7,77.3,38.6,40.0,28.5,0.28,0.51,True
1146227,Stefan Pirgić,S. Pirgić,F,FK Železničar Pančevo,Serbia,2003-02-09,282203,26,1923.0,2.0,3.0,12,6.0,16.0,3.0,817.0,686.0,68.0,24.0,4.0,0.0,26.0,16.0,18.0,41.0,88.0,12.0,89.0,64.0,15.0,22.0,18.0,37.0,11.0,15.0,6.94,0.0,0.0,74.0,84.0,50.0,73.3,58.2,0.09,0.14,True
1489498,Danijel Kolaric,D. Kolarić,D,FK Spartak Subotica,Serbia,2005-02-10,36967,22,1903.0,1.0,1.0,3,1.0,3.0,1.0,855.0,658.0,124.0,37.0,4.0,0.0,45.0,31.0,21.0,71.0,80.0,12.0,93.0,98.0,33.0,37.0,33.0,12.0,4.0,9.0,6.57,0.0,0.0,86.5,77.0,33.3,44.4,48.7,0.05,0.05,True
79383,Slobodan Simović,S. Simović,D,FK Radnički 1923,Serbia,1989-05-22,43981,23,1899.0,1.0,0.0,20,7.0,10.0,2.0,1020.0,848.0,207.0,115.0,2.0,1.0,32.0,18.0,25.0,103.0,97.0,15.0,125.0,65.0,44.0,26.0,20.0,37.0,12.0,17.0,7.28,0.0,0.0,82.6,83.1,35.0,70.6,65.8,0.05,0.0,True
844179,Njegoš Petrović,N. Petrović,M,FK Vojvodina,Serbia,1999-07-18,5150,24,1895.0,3.0,2.0,36,16.0,30.0,1.0,1026.0,851.0,126.0,64.0,42.0,11.0,42.0,29.0,16.0,20.0,109.0,6.0,104.0,82.0,25.0,24.0,28.0,23.0,14.0,27.0,7.09,0.0,0.0,79.0,82.9,44.4,51.9,55.9,0.14,0.09,True
892174,Uroš Ljubomirac,U. Ljubomirac,M,FK Mladost Lučani,Serbia,1990-04-12,7771,26,1893.0,3.0,1.0,19,6.0,22.0,3.0,705.0,509.0,54.0,19.0,21.0,4.0,15.0,11.0,15.0,26.0,104.0,5.0,117.0,117.0,41.0,40.0,29.0,49.0,12.0,25.0,6.73,0.0,0.0,72.8,72.2,31.6,48.0,50.0,0.14,0.05,True
1007254,Branislav Knežević,B. Knežević,M,FK Železničar Pančevo,Serbia,2002-07-21,282203,24,1883.0,2.0,0.0,17,5.0,9.0,4.0,537.0,449.0,30.0,14.0,8.0,0.0,15.0,9.0,9.0,19.0,78.0,1.0,56.0,79.0,8.0,23.0,33.0,20.0,13.0,19.0,6.69,0.0,0.0,78.5,83.6,29.4,68.4,41.5,0.1,0.0,True
879556,Stefan Jovanović,S. Jovanović,D,FK TSC Bačka Topola,Serbia,1994-04-07,263360,24,1882.0,1.0,2.0,13,3.0,25.0,3.0,815.0,646.0,89.0,31.0,65.0,17.0,35.0,29.0,17.0,55.0,127.0,4.0,86.0,114.0,12.0,25.0,41.0,31.0,9.0,25.0,6.8,0.0,0.0,78.4,79.3,23.1,36.0,43.0,0.05,0.1,True
966572,Ismael Casas,I. Casas,D,FK IMT Beograd,Spain,2001-03-07,308176,21,1878.0,0.0,0.0,7,2.0,18.0,3.0,795.0,615.0,121.0,53.0,79.0,17.0,35.0,22.0,28.0,71.0,118.0,9.0,94.0,70.0,19.0,28.0,15.0,30.0,10.0,20.0,6.78,0.0,0.0,89.4,77.4,28.6,50.0,57.3,0.0,0.0,True
965889,Radivoj Bosić,R. Bosić,M,FK TSC Bačka Topola,Serbia,2000-12-01,263360,25,1865.0,6.0,1.0,66,20.0,26.0,6.0,426.0,300.0,57.0,31.0,85.0,18.0,22.0,12.0,7.0,5.0,84.0,3.0,107.0,175.0,6.0,33.0,39.0,27.0,53.0,101.0,6.82,0.0,0.0,74.6,70.4,30.3,52.5,37.9,0.29,0.05,True
1013994,Sylvester Jasper,S. Jasper,M,FK Železničar Pančevo,Bulgaria,2001-09-13,282203,25,1861.0,5.0,2.0,47,20.0,31.0,7.0,571.0,493.0,33.0,22.0,111.0,24.0,19.0,14.0,8.0,9.0,74.0,1.0,123.0,116.0,8.0,20.0,19.0,57.0,40.0,80.0,7.08,0.0,0.0,74.4,86.3,42.6,50.0,51.5,0.24,0.1,True
795878,Đorđe Crnomarković,Đ. Crnomarković,D,FK Vojvodina,Serbia,1993-09-10,5150,23,1838.0,0.0,0.0,8,1.0,6.0,1.0,921.0,758.0,155.0,70.0,2.0,0.0,34.0,24.0,13.0,118.0,72.0,17.0,88.0,76.0,47.0,40.0,26.0,7.0,0.0,1.0,6.95,0.0,0.0,79.9,82.3,12.5,0.0,53.7,0.0,0.0,True
796223,Andrija Majdevac,A. Majdevac,F,FK Napredak Kruševac,Serbia,1997-08-06,7674,23,1816.0,8.0,2.0,33,13.0,16.0,2.0,336.0,256.0,12.0,6.0,10.0,0.0,3.0,2.0,2.0,23.0,47.0,0.0,71.0,121.0,21.0,50.0,18.0,38.0,9.0,28.0,6.86,0.0,0.0,79.0,76.2,39.4,32.1,37.0,0.4,0.1,True
842317,Aleksa Vukanović,A. Vukanović,F,FK Vojvodina,Serbia,1992-06-18,5150,27,1815.0,6.0,4.0,44,19.0,25.0,4.0,413.0,282.0,11.0,7.0,13.0,3.0,14.0,11.0,3.0,16.0,47.0,2.0,107.0,136.0,42.0,63.0,25.0,34.0,17.0,34.0,6.76,0.0,0.0,67.2,68.3,43.2,50.0,44.0,0.3,0.2,True
1104740,Luka Subotić,L. Subotić,D,FK Spartak Subotica,Serbia,2003-01-22,36967,22,1813.0,2.0,0.0,8,2.0,5.0,0.0,867.0,674.0,182.0,72.0,2.0,0.0,41.0,32.0,29.0,166.0,91.0,25.0,131.0,88.0,67.0,31.0,39.0,19.0,4.0,5.0,7.1,0.0,0.0,82.4,77.7,25.0,80.0,59.8,0.1,0.0,True
1165971,Uroš Miladinović,U. Miladinović,M,FK Čukarički,Serbia,2004-06-16,5148,27,1802.0,6.0,1.0,51,22.0,18.0,2.0,467.0,337.0,32.0,18.0,33.0,5.0,30.0,21.0,7.0,17.0,81.0,2.0,124.0,168.0,16.0,31.0,43.0,48.0,31.0,68.0,6.85,0.0,0.0,66.7,72.2,43.1,45.6,42.5,0.3,0.05,True
990184,Strahinja Manojlović,S. Manojlović,G,FK Radnički Niš,Serbia,2002-08-11,25737,20,1800.0,0.0,0.0,0,0.0,1.0,0.0,528.0,341.0,288.0,104.0,0.0,0.0,0.0,0.0,0.0,15.0,158.0,0.0,10.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,6.94,0.0,0.0,90.0,64.6,,,100.0,0.0,0.0,True
1165840,Miloš Popović,M. Popović,M,FK Radnik Surdulica,Serbia,2004-04-05,111127,21,1798.0,2.0,1.0,15,6.0,6.0,1.0,569.0,462.0,65.0,21.0,4.0,0.0,18.0,9.0,12.0,43.0,65.0,5.0,53.0,61.0,19.0,21.0,25.0,16.0,1.0,4.0,6.71,0.0,0.0,85.6,81.2,40.0,25.0,46.5,0.1,0.05,True
