player_id,name,shortName,position,team_name,country_name,dateOfBirth,team_id,appearances,minutes_played,goals,assists,total_shots,shots_on_target,key_passes,big_chances_created,total_passes,accurate_passes,total_long_balls,accurate_long_balls,total_crosses,accurate_crosses,total_tackles,tackles_won,interceptions,clearances,ball_recoveries,blocks,duels_won,duels_lost,aerial_won,aerial_lost,fouls_committed,fouls_won,dribbles_successful,dribbles_total,avg_rating,xG,xA,minutes_per_game,pass_accuracy,shot_accuracy,dribble_success_rate,duel_success_rate,goals_per_90,assists_per_90,has_player_photo
267437,Zoran Popović,Z. Popović,G,FK Železničar Pančevo,Serbia,1988-05-28,282203,28,2520.0,0.0,0.0,0,0.0,0.0,0.0,949.0,600.0,522.0,190.0,0.0,0.0,1.0,1.0,0.0,40.0,275.0,0.0,17.0,2.0,6.0,2.0,0.0,8.0,2.0,2.0,7.14,0.0,0.0,90.0,63.2,,100.0,89.5,0.0,0.0,True
844128,Dragan Rosić,D. Rosić,G,FK Vojvodina,Serbia,1996-09-22,5150,28,2520.0,0.0,0.0,0,0.0,0.0,0.0,550.0,305.0,349.0,106.0,0.0,0.0,0.0,0.0,0.0,31.0,231.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,7.06,0.0,0.0,90.0,55.5,,,100.0,0.0,0.0,True
1427163,Nikola Simic,N. Simić,D,FK Partizan,Serbia,2007-03-30,5152,28,2510.0,1.0,0.0,12,3.0,3.0,0.0,1695.0,1519.0,149.0,76.0,0.0,0.0,25.0,14.0,24.0,104.0,95.0,12.0,109.0,60.0,61.0,29.0,22.0,20.0,3.0,3.0,6.97,0.0,0.0,89.6,89.6,25.0,100.0,64.5,0.04,0.0,True
1165955,Dušan Pavlović,D. Pavlović,D,FK Radnički Niš,Serbia,2004-05-19,25737,27,2430.0,2.0,1.0,18,8.0,7.0,2.0,1371.0,1149.0,196.0,99.0,4.0,1.0,20.0,14.0,31.0,173.0,97.0,26.0,108.0,78.0,61.0,42.0,28.0,23.0,4.0,6.0,6.99,0.0,0.0,90.0,83.8,44.4,66.7,58.1,0.07,0.04,True
862782,Lazar Nikolić,L. Nikolić,D,FK Vojvodina,Serbia,1999-08-01,5150,27,2430.0,1.0,1.0,12,1.0,29.0,1.0,1087.0,813.0,181.0,68.0,89.0,20.0,75.0,51.0,33.0,97.0,148.0,9.0,126.0,106.0,23.0,22.0,33.0,19.0,9.0,22.0,7.22,0.0,0.0,90.0,74.8,8.3,40.9,54.3,0.04,0.04,True
834186,Nikola Vasiljević,N. Vasiljević,G,FK Javor Ivanjica,Serbia,1996-06-24,5144,27,2430.0,0.0,0.0,0,0.0,0.0,0.0,633.0,322.0,435.0,128.0,0.0,0.0,0.0,0.0,0.0,22.0,173.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.76,0.0,0.0,90.0,50.9,,,100.0,0.0,0.0,True
1147541,Mateja Gašić,M. Gašić,D,FK Radnik Surdulica,Serbia,2003-02-16,111127,27,2427.0,1.0,4.0,15,4.0,54.0,8.0,822.0,587.0,158.0,67.0,168.0,53.0,45.0,38.0,15.0,74.0,83.0,7.0,132.0,119.0,27.0,34.0,37.0,49.0,12.0,31.0,7.07,0.0,0.0,89.9,71.4,26.7,38.7,52.6,0.04,0.15,True
799179,Nemanja Miletić,N. Miletić,D,FK Novi Pazar,Serbia,1991-07-26,25736,27,2426.0,0.0,3.0,19,5.0,56.0,12.0,1054.0,808.0,137.0,57.0,203.0,52.0,28.0,18.0,26.0,89.0,139.0,8.0,127.0,93.0,42.0,31.0,28.0,42.0,15.0,23.0,6.99,0.0,0.0,89.9,76.7,26.3,65.2,57.7,0.0,0.11,True
38583,Saša Stamenković,S. Stamenković,G,FK Mladost Lučani,Serbia,1985-01-05,7771,27,2413.0,0.0,0.0,0,0.0,0.0,0.0,794.0,479.0,506.0,198.0,0.0,0.0,1.0,0.0,0.0,34.0,287.0,0.0,12.0,3.0,9.0,0.0,1.0,4.0,0.0,0.0,7.35,0.0,0.0,89.4,60.3,,,80.0,0.0,0.0,True
1468253,Đorđe Skoko,Đ. Skoko,D,FK Javor Ivanjica,Serbia,2003-06-03,5144,27,2384.0,0.0,1.0,16,2.0,7.0,2.0,1006.0,822.0,195.0,75.0,7.0,2.0,39.0,24.0,20.0,197.0,86.0,31.0,112.0,67.0,56.0,25.0,33.0,7.0,10.0,13.0,6.92,0.0,0.0,88.3,81.7,12.5,76.9,62.6,0.0,0.04,True
1147753,Ivan Davidović,I. Davidović,M,FK Novi Pazar,Serbia,1996-01-23,25736,28,2379.0,3.0,4.0,42,14.0,16.0,4.0,690.0,529.0,80.0,29.0,37.0,7.0,37.0,23.0,23.0,38.0,99.0,7.0,144.0,128.0,36.0,44.0,46.0,55.0,16.0,28.0,6.72,0.0,0.0,85.0,76.7,33.3,57.1,52.9,0.11,0.15,True
905103,Slobodan Tedić,S. Tedić,F,FK Čukarički,Serbia,2000-04-13,5148,28,2351.0,10.0,5.0,82,35.0,24.0,5.0,549.0,330.0,21.0,9.0,4.0,2.0,18.0,13.0,6.0,57.0,40.0,3.0,213.0,231.0,127.0,147.0,49.0,60.0,8.0,14.0,6.96,0.0,0.0,84.0,60.1,42.7,57.1,48.0,0.38,0.19,True
954755,Stefan Ranđelović,S. Ranđelović,G,FK Radnik Surdulica,Serbia,1999-01-27,111127,27,2349.0,0.0,0.0,0,0.0,0.0,0.0,687.0,449.0,367.0,138.0,0.0,0.0,0.0,0.0,0.0,39.0,222.0,0.0,10.0,2.0,8.0,1.0,0.0,5.0,0.0,0.0,6.87,0.0,0.0,87.0,65.4,,,83.3,0.0,0.0,True
844305,Marko Milošević,M. Milošević,G,FK Partizan,Serbia,1991-02-07,5152,26,2340.0,0.0,0.0,0,0.0,1.0,0.0,859.0,608.0,357.0,115.0,0.0,0.0,0.0,0.0,0.0,32.0,200.0,0.0,7.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,6.8,0.0,0.0,90.0,70.8,,,100.0,0.0,0.0,True
1001880,Mirko Milikić,M. Milikić,D,FK Železničar Pančevo,Montenegro,2001-12-24,282203,26,2340.0,0.0,0.0,12,2.0,8.0,1.0,1776.0,1503.0,260.0,107.0,3.0,1.0,25.0,15.0,31.0,165.0,73.0,21.0,130.0,91.0,84.0,41.0,38.0,21.0,0.0,1.0,7.14,0.0,0.0,90.0,84.6,16.7,0.0,58.8,0.0,0.0,True
1047325,Željko Samčović,Ž. Samčović,G,FK Novi Pazar,Serbia,2002-09-12,25736,26,2340.0,0.0,0.0,0,0.0,0.0,0.0,716.0,385.0,452.0,124.0,0.0,0.0,0.0,0.0,0.0,26.0,236.0,0.0,14.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,6.83,0.0,0.0,90.0,53.8,,,100.0,0.0,0.0,True
1126067,Balša Popović,B. Popović,G,OFK Beograd,Montenegro,2000-06-10,5153,26,2340.0,0.0,0.0,1,1.0,2.0,1.0,918.0,580.0,524.0,196.0,0.0,0.0,2.0,1.0,0.0,46.0,246.0,0.0,11.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,7.35,0.0,0.0,90.0,63.2,100.0,100.0,78.6,0.0,0.0,True
986764,Boubacari Doucoure,B. Doucoure,M,FK Javor Ivanjica,France,1999-03-19,5144,27,2332.0,3.0,1.0,27,16.0,19.0,3.0,985.0,763.0,119.0,58.0,14.0,4.0,63.0,36.0,34.0,60.0,160.0,17.0,148.0,126.0,50.0,23.0,32.0,18.0,17.0,32.0,7.05,0.0,0.0,86.4,77.5,59.3,53.1,54.0,0.12,0.04,True
1435246,Mamane Amadou Sabo,M. A. Sabo,M,FK Javor Ivanjica,Niger,2004-09-14,5144,26,2326.0,0.0,3.0,26,7.0,31.0,7.0,1029.0,859.0,177.0,103.0,87.0,29.0,42.0,25.0,37.0,61.0,155.0,9.0,114.0,102.0,19.0,11.0,35.0,29.0,24.0,38.0,7.17,0.0,0.0,89.5,83.5,26.9,63.2,52.8,0.0,0.12,True
1500275,Petar Petrović,P. Petrović,D,FK Javor Ivanjica,Serbia,2005-07-13,5144,26,2313.0,3.0,2.0,14,6.0,9.0,1.0,1099.0,861.0,248.0,105.0,6.0,2.0,32.0,24.0,36.0,172.0,70.0,25.0,100.0,66.0,42.0,22.0,25.0,17.0,9.0,15.0,7.11,0.0,0.0,89.0,78.3,42.9,60.0,60.2,0.12,0.08,True
1916326,Douglas Owusu,O. Douglas,M,FK Crvena zvezda,Ghana,2006-04-10,5149,27,2300.0,8.0,1.0,64,25.0,48.0,9.0,676.0,533.0,61.0,35.0,41.0,10.0,50.0,32.0,16.0,16.0,124.0,0.0,158.0,181.0,18.0,34.0,36.0,51.0,40.0,83.0,7.2,0.0,0.0,85.2,78.8,39.1,48.2,46.6,0.31,0.04,True
38574,Nenad Tomović,N. Tomović,D,FK Čukarički,Serbia,1987-08-30,5148,27,2294.0,1.0,0.0,7,5.0,7.0,2.0,1111.0,932.0,215.0,110.0,10.0,6.0,9.0,3.0,19.0,150.0,91.0,23.0,87.0,70.0,68.0,42.0,15.0,9.0,2.0,4.0,6.85,0.0,0.0,85.0,83.9,71.4,50.0,55.4,0.04,0.0,True
1063371,Stefan Tomović,S. Tomović,M,FK Spartak Subotica,Serbia,2001-10-14,36967,27,2294.0,6.0,6.0,40,19.0,57.0,11.0,1087.0,872.0,109.0,59.0,101.0,33.0,13.0,6.0,11.0,8.0,147.0,1.0,80.0,115.0,5.0,9.0,14.0,39.0,23.0,75.0,6.91,0.0,0.0,85.0,80.2,47.5,30.7,41.0,0.24,0.24,True
948696,Jovan Marinković,J. Marinković,D,FK Novi Pazar,Serbia,1996-09-12,25736,27,2282.0,2.0,2.0,17,5.0,14.0,4.0,1161.0,860.0,265.0,88.0,20.0,8.0,44.0,26.0,49.0,144.0,145.0,17.0,140.0,98.0,53.0,38.0,29.0,33.0,10.0,19.0,7.1,0.0,0.0,84.5,74.1,29.4,52.6,58.8,0.08,0.08,True
603946,Matheus,Matheus,G,FK Crvena zvezda,Brazil,1992-07-19,5149,25,2250.0,0.0,0.0,0,0.0,0.0,0.0,740.0,621.0,203.0,88.0,0.0,0.0,0.0,0.0,0.0,20.0,213.0,0.0,13.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,7.14,0.0,0.0,90.0,83.9,,,100.0,0.0,0.0,True
981518,Marko Bjeković,M. Bjeković,D,FK Javor Ivanjica,Serbia,2000-09-21,5144,26,2250.0,1.0,4.0,9,3.0,25.0,3.0,776.0,627.0,60.0,26.0,45.0,12.0,60.0,39.0,40.0,83.0,142.0,10.0,181.0,108.0,43.0,18.0,15.0,55.0,23.0,50.0,7.1,0.0,0.0,86.5,80.8,33.3,46.0,62.6,0.04,0.16,True
1012248,Demba Seck,D. Seck,M,FK Partizan,Senegal,2001-02-10,5152,28,2224.0,5.0,6.0,52,20.0,35.0,8.0,618.0,490.0,21.0,14.0,43.0,10.0,32.0,20.0,10.0,10.0,101.0,3.0,156.0,159.0,10.0,16.0,33.0,71.0,44.0,101.0,7.04,0.0,0.0,79.4,79.3,38.5,43.6,49.5,0.2,0.24,True
1957265,Vasilije Novičić,V. Novićić,M,FK IMT Beograd,Serbia,2008-05-07,308176,25,2205.0,7.0,4.0,25,11.0,26.0,4.0,832.0,631.0,121.0,37.0,159.0,28.0,50.0,36.0,31.0,20.0,111.0,8.0,103.0,97.0,28.0,37.0,25.0,16.0,9.0,16.0,6.92,0.0,0.0,88.2,75.8,44.0,56.2,51.5,0.29,0.16,True
1022062,Mihailo Oreščanin,M. Oreščanin,D,FK Mladost Lučani,Serbia,1997-09-07,7771,26,2172.0,0.0,0.0,16,2.0,2.0,0.0,944.0,756.0,174.0,67.0,7.0,2.0,34.0,21.0,48.0,153.0,70.0,26.0,110.0,93.0,45.0,45.0,31.0,27.0,5.0,11.0,6.78,0.0,0.0,83.5,80.1,12.5,45.5,54.2,0.0,0.0,True
1388249,Sandro Trémoulet,S. Trémoulet,D,FK Radnik Surdulica,Madagascar,1999-11-18,111127,24,2159.0,1.0,0.0,10,4.0,3.0,0.0,915.0,721.0,176.0,63.0,2.0,2.0,38.0,20.0,36.0,173.0,73.0,20.0,143.0,85.0,84.0,40.0,32.0,15.0,6.0,10.0,7.0,0.0,0.0,90.0,78.8,40.0,60.0,62.7,0.04,0.0,True
1150389,Milan Roganović,M. Roganović,D,FK Partizan,Montenegro,2005-10-28,5152,25,2155.0,0.0,5.0,7,2.0,25.0,4.0,1106.0,951.0,100.0,48.0,52.0,14.0,31.0,22.0,15.0,59.0,106.0,6.0,80.0,61.0,15.0,10.0,23.0,18.0,16.0,25.0,6.84,0.0,0.0,86.2,86.0,28.6,64.0,56.7,0.0,0.21,True
1000815,Louay Ben Hassine,L. B. Hassine,M,FK Radnički 1923,Tunisia,2000-04-02,43981,27,2151.0,4.0,1.0,38,18.0,26.0,2.0,749.0,636.0,43.0,15.0,35.0,8.0,30.0,21.0,24.0,30.0,104.0,1.0,126.0,84.0,14.0,23.0,21.0,66.0,16.0,30.0,6.97,0.0,0.0,79.7,84.9,47.4,53.3,60.0,0.17,0.04,True
949370,Yohan Bilingi,Y. Bilingi,D,FK Spartak Subotica,France,1999-02-01,36967,26,2140.0,0.0,1.0,13,2.0,5.0,1.0,851.0,661.0,133.0,51.0,9.0,4.0,45.0,26.0,27.0,96.0,95.0,8.0,102.0,80.0,42.0,27.0,36.0,8.0,7.0,12.0,6.43,0.0,0.0,82.3,77.7,15.4,58.3,56.0,0.0,0.04,True
