match_id,team_id,team_name,team_side,accurateCross,accurateLongBalls,accuratePasses,accurateThroughBall,aerialDuelsPercentage,ballPossession,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAttempt,cornerKicks,dispossessed,diveSaves,dribblesPercentage,duelWonPercent,errorsLeadToGoal,errorsLeadToShot,expectedGoals,finalThirdEntries,finalThirdPhaseStatistic,fouledFinalThird,fouls,freeKicks,goalKicks,goalkeeperSaves,groundDuelsPercentage,highClaims,hitWoodwork,interceptionWon,offsides,passes,penaltySaves,punches,redCards,shotsOffGoal,shotsOnGoal,throwIns,totalClearance,totalShotsInsideBox,totalShotsOnGoal,totalShotsOutsideBox,totalTackle,touchesInOppBox,wonTacklePercent,yellowCards
14015563,25737,FK Radnički Niš,home,5,28,284,,15,46,39,2.0,1.0,1.0,5,2,11,,8,56,,,1.1,41,61,2.0,13,15,8,,44,1.0,0,7,4.0,359,,0.0,1.0,5,1,29,10,7,11,4,22,18,19,5.0
14015563,282203,FK Železničar Pančevo,away,3,25,364,,10,54,40,0.0,0.0,0.0,3,2,4,,4,44,,,0.2,47,50,1.0,12,15,4,,36,0.0,0,10,2.0,423,,1.0,1.0,1,0,16,23,2,4,2,17,12,8,4.0
14015564,308176,FK IMT Beograd,home,5,18,181,,19,38,59,2.0,1.0,1.0,9,6,10,0.0,7,51,,0.0,1.58,53,66,4.0,17,11,8,3.0,38,0.0,0,8,1.0,262,,0.0,,6,5,16,16,9,20,11,22,18,17,3.0
14015564,5152,FK Partizan,away,6,20,352,,17,62,47,0.0,0.0,0.0,2,9,7,2.0,6,49,,1.0,0.26,42,56,2.0,11,17,10,4.0,37,1.0,0,5,1.0,458,,1.0,,3,3,27,24,5,8,3,16,14,11,3.0
14015565,7674,FK Napredak Kruševac,home,0,28,263,,20,55,52,1.0,1.0,0.0,2,3,9,,8,49,,0.0,2.05,84,66,6.0,19,21,9,2.0,48,0.0,0,11,1.0,385,0.0,,,5,3,33,25,4,10,6,22,11,14,3.0
14015565,43981,FK Radnički 1923,away,5,26,208,,23,45,59,3.0,2.0,1.0,3,2,10,,12,51,,1.0,2.21,53,76,3.0,22,19,6,4.0,47,1.0,0,20,0.0,313,1.0,,,9,3,25,27,7,15,8,17,25,12,1.0
14015566,7674,FK Napredak Kruševac,home,1,14,498,2.0,11,70,53,1.0,1.0,0.0,3,4,5,0.0,12,57,0.0,1.0,0.53,83,122,3.0,9,23,5,1.0,51,0.0,0,6,0.0,577,,1.0,,2,3,19,15,5,8,3,16,20,15,1.0
14015566,5144,FK Javor Ivanjica,away,5,28,180,0.0,14,30,53,3.0,1.0,2.0,5,6,10,1.0,10,43,1.0,0.0,1.67,47,51,2.0,23,9,8,2.0,32,1.0,0,14,2.0,245,,0.0,,5,3,25,28,9,13,4,13,27,9,2.0
14015567,43981,FK Radnički 1923,home,2,29,330,,12,60,40,2.0,,2.0,2,5,10,,12,54,0.0,,1.01,64,55,1.0,12,19,5,2.0,45,,0,16,1.0,406,,,,3,3,22,22,6,8,2,16,20,6,2.0
14015567,308176,FK IMT Beograd,away,2,18,201,,11,40,33,1.0,,1.0,4,3,10,,10,46,1.0,,0.54,42,42,2.0,19,12,10,0.0,38,,0,8,0.0,275,,,,2,3,25,24,4,9,5,16,11,8,1.0
14015568,5152,FK Partizan,home,8,22,403,,6,68,46,1.0,1.0,,7,10,7,0.0,7,45,,,1.84,67,109,0.0,17,12,4,0.0,34,,1,10,1.0,468,,,0.0,12,5,25,13,12,24,12,15,32,13,3.0
14015568,25737,FK Radnički Niš,away,1,24,145,,9,32,42,0.0,0.0,,2,2,9,1.0,5,55,,,0.41,54,36,1.0,12,17,18,5.0,39,,1,11,0.0,225,,,1.0,2,0,17,27,3,4,1,17,5,11,3.0
14015569,282203,FK Železničar Pančevo,home,4,19,418,,12,62,31,1.0,1.0,,2,4,4,,5,50,,,0.87,58,80,5.0,14,13,9,2.0,26,1.0,1,4,0.0,479,,,1.0,4,2,19,13,4,8,4,8,7,6,1.0
14015569,111127,FK Radnik Surdulica,away,6,19,220,,12,38,38,1.0,1.0,,1,6,6,,3,50,,,0.96,32,39,2.0,13,14,10,1.0,26,0.0,0,6,5.0,287,,,0.0,5,2,15,28,7,8,1,9,16,8,1.0
14015570,25736,FK Novi Pazar,home,8,40,431,,15,69,58,5.0,3.0,2.0,4,10,7,,8,55,,,2.78,85,108,6.0,5,12,3,1.0,35,0.0,0,6,1.0,538,,0.0,,4,6,26,13,10,14,4,15,25,10,0.0
14015570,36967,FK Spartak Subotica,away,0,17,168,,11,31,52,0.0,0.0,0.0,0,0,9,,7,45,,,0.29,44,28,0.0,14,5,11,4.0,30,1.0,0,13,0.0,256,,2.0,,2,3,23,29,3,5,2,18,5,6,2.0
14015572,5148,FK Čukarički,home,2,21,171,,11,30,37,1.0,0.0,1.0,0,2,4,0.0,6,43,1.0,,1.08,32,25,1.0,17,11,13,5.0,32,,1,11,1.0,248,,,,5,3,26,26,5,8,3,15,9,8,2.0
14015572,5149,FK Crvena zvezda,away,4,20,502,,23,70,47,5.0,2.0,3.0,4,9,9,1.0,5,57,0.0,,3.03,41,103,3.0,11,16,5,2.0,33,,1,10,3.0,581,,,,8,8,18,10,13,20,7,11,36,8,3.0
14015573,7771,FK Mladost Lučani,home,1,21,159,1.0,12,34,48,3.0,3.0,,1,2,2,,3,47,,,1.27,39,36,1.0,19,12,17,2.0,29,1.0,1,10,3.0,244,,1.0,,6,1,26,35,7,8,1,15,14,11,2.0
14015573,5153,OFK Beograd,away,6,22,405,0.0,15,66,48,1.0,1.0,,3,6,10,,6,53,,,1.92,48,88,4.0,12,19,7,1.0,32,1.0,1,10,0.0,484,,0.0,,12,2,28,10,12,17,5,8,33,7,4.0
14015574,263360,FK TSC Bačka Topola,home,3,26,381,0.0,18,62,45,4.0,4.0,0.0,4,6,10,,11,54,1.0,0.0,3.36,64,59,5.0,11,13,9,1.0,34,,1,5,1.0,466,0.0,0.0,,8,7,19,26,12,19,7,13,22,9,1.0
14015574,5150,FK Vojvodina,away,5,22,190,1.0,12,38,52,1.0,0.0,1.0,3,7,6,,5,46,0.0,2.0,1.35,55,56,1.0,14,11,13,7.0,32,,0,8,3.0,280,1.0,1.0,,2,3,19,25,6,8,2,17,18,10,3.0
14015575,5144,FK Javor Ivanjica,home,5,32,314,1.0,18,46,40,1.0,1.0,,1,4,5,1.0,6,57,,,1.07,55,51,6.0,14,16,7,1.0,33,,0,7,1.0,378,,0.0,,2,7,22,31,7,10,3,13,14,9,2.0
14015575,263360,FK TSC Bačka Topola,away,3,17,387,0.0,10,54,37,0.0,0.0,,8,5,5,1.0,2,43,,,0.37,69,65,2.0,16,14,5,7.0,29,,0,5,0.0,448,,1.0,,2,1,19,28,3,11,8,14,15,12,2.0
14015576,5150,FK Vojvodina,home,5,22,418,2.0,11,60,55,10.0,6.0,4.0,4,8,8,,6,53,,1.0,4.01,49,108,2.0,6,7,3,1.0,26,,0,12,3.0,489,,1.0,,8,11,20,27,20,23,3,11,43,6,
14015576,7771,FK Mladost Lučani,away,1,13,259,0.0,8,40,42,2.0,2.0,0.0,4,3,6,,2,47,,0.0,0.41,34,50,1.0,9,6,14,6.0,25,,0,13,1.0,332,,0.0,,3,1,17,29,3,8,5,18,10,6,
14015577,5153,OFK Beograd,home,3,17,262,1.0,19,56,52,4.0,2.0,2.0,4,1,6,1.0,6,48,0.0,1.0,1.33,53,65,3.0,15,14,5,2.0,32,1.0,0,13,1.0,375,1.0,1.0,,5,3,23,29,10,12,2,13,28,8,2.0
14015577,5148,FK Čukarički,away,5,15,181,0.0,20,44,46,4.0,4.0,0.0,4,4,7,0.0,9,52,1.0,0.0,2.05,57,49,2.0,14,14,7,1.0,35,1.0,2,3,3.0,288,0.0,2.0,,6,2,29,38,10,12,2,12,20,8,2.0
14015578,5149,FK Crvena zvezda,home,6,24,526,2.0,20,71,42,8.0,5.0,3.0,3,8,5,1.0,1,61,,1.0,3.34,85,104,6.0,10,18,3,2.0,22,0.0,1,9,,608,,,,7,11,19,16,15,21,6,6,37,4,0.0
14015578,25736,FK Novi Pazar,away,2,16,160,0.0,7,29,41,1.0,1.0,0.0,0,6,4,1.0,3,39,,1.0,0.27,42,20,0.0,19,10,9,6.0,20,1.0,1,7,,245,,,,4,2,19,27,3,6,3,7,8,3,4.0
14015579,36967,FK Spartak Subotica,home,3,28,399,,17,60,47,0.0,0.0,0.0,3,6,8,,8,50,,,0.62,75,97,2.0,13,12,6,2.0,37,0.0,0,8,3.0,483,,,,6,2,19,10,6,11,5,17,21,12,2.0
14015579,282203,FK Železničar Pančevo,away,2,25,248,,9,40,54,2.0,1.0,1.0,2,3,7,,11,50,,,0.86,44,46,3.0,12,13,9,2.0,45,2.0,1,7,0.0,324,,,,4,5,11,26,6,11,5,22,17,15,2.0
14015580,111127,FK Radnik Surdulica,home,7,25,330,0.0,12,58,53,2.0,1.0,1.0,3,9,8,2.0,3,47,,1.0,1.35,61,106,3.0,10,10,2,2.0,24,0.0,0,10,,409,,0.0,,6,6,29,10,6,15,9,12,11,9,1.0
14015580,5152,FK Partizan,away,0,18,247,1.0,14,42,49,0.0,0.0,0.0,0,3,4,2.0,5,53,,0.0,0.35,36,31,0.0,10,10,17,4.0,27,2.0,0,12,,330,,1.0,,0,4,19,35,2,4,2,13,7,5,3.0
14015581,25737,FK Radnički Niš,home,2,22,195,,16,39,36,1.0,,1.0,1,6,11,,3,45,1.0,,0.67,56,47,0.0,18,14,8,2.0,30,1.0,0,11,1.0,277,,0.0,,4,2,23,28,6,7,1,14,11,8,3.0
14015581,43981,FK Radnički 1923,away,5,15,358,,14,61,34,1.0,,1.0,7,4,5,,6,55,0.0,,1.27,54,77,3.0,14,18,7,0.0,43,0.0,0,6,4.0,432,,1.0,,5,3,30,17,10,15,5,19,20,11,1.0
14015582,308176,FK IMT Beograd,home,4,33,231,0.0,11,41,51,2.0,1.0,2.0,4,9,2,1.0,4,49,,1.0,3.08,35,74,1.0,14,8,9,3.0,28,0.0,0,6,4.0,299,,0.0,,7,8,13,12,14,19,5,16,34,9,1.0
14015582,7674,FK Napredak Kruševac,away,1,25,380,1.0,9,59,43,1.0,1.0,0.0,3,2,11,3.0,9,51,,1.0,0.54,58,63,2.0,9,14,11,6.0,31,1.0,0,6,2.0,451,,1.0,,3,3,18,28,5,9,4,9,12,7,2.0
14015583,308176,FK IMT Beograd,home,8,20,262,,15,51,33,4.0,4.0,,8,8,1,,5,46,,,1.57,62,75,4.0,19,18,4,0.0,31,,1,6,1.0,353,,,,8,4,18,20,10,20,10,10,22,9,2.0
14015583,5144,FK Javor Ivanjica,away,1,24,262,,28,49,29,0.0,0.0,,0,1,8,,5,54,,,0.06,45,41,1.0,18,19,8,3.0,27,,0,9,3.0,347,,,,4,0,17,39,1,4,3,5,1,4,3.0
14015584,7674,FK Napredak Kruševac,home,5,23,443,1.0,15,66,39,3.0,1.0,2.0,4,3,12,2.0,4,43,0.0,1.0,1.26,58,68,0.0,23,7,6,5.0,27,1.0,0,6,1.0,509,,0.0,,2,3,22,14,6,9,3,16,16,8,6.0
14015584,25737,FK Radnički Niš,away,5,25,204,0.0,11,34,47,8.0,4.0,4.0,3,4,10,0.0,5,57,1.0,0.0,3.88,49,62,4.0,7,21,6,0.0,45,3.0,0,9,1.0,256,,1.0,,4,9,13,18,12,16,4,18,26,11,1.0
14015585,43981,FK Radnički 1923,home,4,24,321,,20,65,45,2.0,2.0,,3,5,7,0.0,8,56,,1.0,0.36,47,68,2.0,12,27,9,0.0,44,1.0,0,9,1.0,395,,1.0,1.0,3,2,32,13,3,8,5,9,7,4,2.0
14015585,111127,FK Radnik Surdulica,away,4,15,135,,13,35,48,1.0,1.0,,5,2,5,1.0,8,44,,1.0,1.24,52,33,2.0,27,12,8,2.0,38,1.0,0,8,0.0,219,,0.0,0.0,7,0,19,30,6,12,6,18,19,12,6.0
14015586,5152,FK Partizan,home,3,36,417,1.0,16,55,39,3.0,1.0,2.0,1,2,6,0.0,4,59,,1.0,1.06,55,68,3.0,4,16,8,1.0,31,1.0,0,5,3.0,489,,1.0,,3,6,15,28,5,10,5,11,9,5,0.0
14015586,36967,FK Spartak Subotica,away,3,12,315,0.0,10,45,46,3.0,2.0,1.0,1,4,7,1.0,7,41,,0.0,1.22,62,90,1.0,16,4,6,4.0,23,1.0,0,9,1.0,396,,0.0,,5,2,11,15,4,8,4,12,17,9,3.0
14015587,282203,FK Železničar Pančevo,home,5,28,248,,12,39,41,1.0,1.0,0.0,2,8,3,1.0,13,60,,1.0,0.98,57,54,3.0,11,17,8,9.0,38,3.0,0,10,2.0,312,,,,5,3,10,26,4,10,6,8,8,4,1.0
14015587,5149,FK Crvena zvezda,away,7,26,428,,10,61,39,7.0,5.0,2.0,8,8,5,2.0,5,40,,0.0,3.74,42,130,0.0,17,11,9,3.0,24,0.0,0,9,3.0,480,,,,7,12,11,24,16,27,11,8,46,4,1.0
14015588,25736,FK Novi Pazar,home,3,22,128,,20,40,46,4.0,2.0,2.0,2,5,4,1.0,6,55,0.0,1.0,1.13,56,41,3.0,16,14,8,3.0,34,1.0,0,9,3.0,223,,0.0,0.0,5,6,25,29,9,13,4,16,15,8,2.0
14015588,5153,OFK Beograd,away,2,19,258,,13,60,44,1.0,0.0,1.0,2,3,7,0.0,7,45,2.0,0.0,1.25,64,52,2.0,14,16,9,4.0,31,2.0,0,9,3.0,358,,1.0,1.0,5,4,25,31,6,11,5,9,22,6,3.0
14015589,5148,FK Čukarički,home,5,22,251,0.0,15,52,46,2.0,2.0,0.0,5,4,10,0.0,6,42,,,2.08,79,92,5.0,20,16,13,1.0,34,0.0,0,4,0.0,351,,0.0,,2,7,26,26,9,14,5,12,18,6,3.0
14015589,5150,FK Vojvodina,away,4,17,240,1.0,20,48,56,1.0,0.0,1.0,3,1,7,1.0,8,58,,,0.68,59,54,2.0,16,20,3,6.0,47,1.0,0,5,3.0,332,,2.0,,10,4,17,35,6,17,11,19,14,15,4.0
14015590,7771,FK Mladost Lučani,home,1,18,243,,20,42,46,5.0,4.0,1.0,1,4,7,2.0,11,54,,0.0,2.38,60,34,2.0,8,14,13,2.0,38,,0,15,1.0,364,,1.0,,3,6,19,29,8,10,2,13,13,8,0.0
14015590,263360,FK TSC Bačka Topola,away,3,33,398,,26,58,51,2.0,2.0,1.0,8,10,4,1.0,7,46,,1.0,3.03,60,109,2.0,15,8,6,2.0,24,,1,11,1.0,510,,0.0,,5,4,23,31,10,17,7,11,34,8,2.0
14015591,5144,FK Javor Ivanjica,home,11,28,308,1.0,18,50,37,,,,4,5,4,0.0,8,58,,,1.71,56,79,2.0,11,17,11,3.0,35,2.0,0,7,1.0,389,,,,8,3,21,30,11,15,4,11,28,6,2.0
14015591,7771,FK Mladost Lučani,away,2,20,312,0.0,14,50,42,,,,2,5,4,1.0,4,42,,,0.84,70,85,2.0,17,11,13,3.0,25,0.0,0,6,2.0,388,,,,5,3,20,24,8,10,2,10,24,5,4.0
14015592,263360,FK TSC Bačka Topola,home,3,21,242,,16,49,59,3.0,2.0,1.0,9,8,15,,7,45,,,2.03,59,57,2.0,15,14,6,3.0,31,1.0,0,6,3.0,326,,1.0,,6,7,18,23,14,22,8,10,27,4,4.0
14015592,5148,FK Čukarički,away,4,30,258,,16,51,50,1.0,1.0,0.0,1,2,4,,6,55,,,0.86,53,63,6.0,14,15,7,6.0,41,0.0,0,11,0.0,335,,4.0,,3,4,25,32,6,8,2,21,19,12,3.0
14015593,5150,FK Vojvodina,home,13,28,351,,16,65,52,1.0,,0.0,7,13,18,0.0,6,47,,,1.48,84,88,,3,12,4,2.0,39,0.0,0,8,,468,,0.0,,8,2,34,15,11,17,6,23,36,17,1.0
14015593,25736,FK Novi Pazar,away,2,27,165,,25,35,60,1.0,,1.0,2,3,15,1.0,9,53,,,0.93,51,46,,12,3,15,2.0,36,6.0,0,10,,260,,2.0,,1,5,24,31,7,8,1,24,16,15,1.0
14015594,5153,OFK Beograd,home,5,33,402,0.0,21,59,60,1.0,1.0,,1,2,9,4.0,4,47,,,0.24,68,66,0.0,16,7,4,5.0,26,0.0,0,9,3.0,511,,1.0,0.0,4,1,28,28,4,6,2,15,9,10,2.0
14015594,282203,FK Železničar Pančevo,away,1,19,253,2.0,15,41,51,1.0,1.0,,2,3,5,0.0,7,53,,,0.82,58,38,3.0,7,16,5,1.0,37,1.0,1,10,1.0,365,,0.0,1.0,2,5,16,22,3,9,6,18,6,9,0.0
14015595,5149,FK Crvena zvezda,home,7,17,323,1.0,25,61,50,5.0,4.0,1.0,5,6,6,0.0,6,57,,1.0,2.93,43,73,1.0,16,13,2,3.0,31,,0,12,0.0,405,1.0,0.0,,7,9,16,20,14,21,7,13,35,7,1.0
14015595,5152,FK Partizan,away,5,18,176,0.0,14,39,30,3.0,3.0,1.0,0,4,5,2.0,2,43,,1.0,1.38,26,25,3.0,13,15,16,6.0,29,,0,7,1.0,262,0.0,1.0,,3,3,10,33,4,6,2,11,11,7,1.0
14015596,36967,FK Spartak Subotica,home,3,21,288,1.0,20,48,52,3.0,1.0,2.0,3,2,8,,8,47,1.0,0.0,1.71,61,67,1.0,22,11,9,1.0,32,,1,5,0.0,381,,1.0,,2,4,19,28,7,9,2,15,22,10,5.0
14015596,43981,FK Radnički 1923,away,4,25,318,0.0,14,52,50,4.0,1.0,3.0,1,2,6,,7,53,0.0,1.0,2.45,56,55,5.0,11,21,4,1.0,45,,1,11,2.0,410,,1.0,,8,4,29,26,8,13,5,17,18,8,1.0
14015597,111127,FK Radnik Surdulica,home,8,28,420,1.0,18,66,49,4.0,2.0,2.0,9,8,14,,8,46,,,3.07,77,132,4.0,14,7,4,1.0,31,1.0,0,7,5.0,504,,,0.0,7,4,21,12,16,20,4,15,46,9,2.0
14015597,7674,FK Napredak Kruševac,away,5,19,185,0.0,20,34,43,1.0,0.0,1.0,1,4,8,,4,54,,,0.53,40,32,1.0,8,14,14,2.0,38,1.0,0,16,1.0,268,,,2.0,3,2,21,32,3,5,2,20,17,11,5.0
14015598,25737,FK Radnički Niš,home,2,28,332,,27,54,54,1.0,,1.0,1,1,10,,2,52,,,1.13,58,40,1.0,9,14,3,0.0,28,3.0,1,9,3.0,446,,,,2,3,29,25,2,6,4,14,6,10,4.0
14015598,308176,FK IMT Beograd,away,4,27,270,,20,46,48,1.0,,1.0,4,7,10,,4,48,,,0.56,67,59,2.0,14,9,4,1.0,30,0.0,0,5,0.0,384,,,,1,1,23,13,5,6,1,19,10,14,0.0
14015599,25737,FK Radnički Niš,home,5,18,380,0.0,16,55,43,1.0,0.0,1.0,2,3,7,2.0,9,54,,0.0,0.86,65,86,2.0,12,15,5,3.0,36,1.0,0,9,2.0,448,,,0.0,4,5,17,18,7,11,4,15,18,8,1.0
14015599,5144,FK Javor Ivanjica,away,2,21,297,1.0,13,45,29,1.0,1.0,0.0,4,3,11,0.0,6,46,,1.0,0.76,55,46,4.0,15,12,11,4.0,31,0.0,0,4,0.0,369,,,1.0,2,3,27,11,3,9,6,14,13,10,3.0
14015600,308176,FK IMT Beograd,home,3,30,334,1.0,19,61,37,3.0,3.0,,3,6,6,0.0,1,50,,0.0,1.73,72,92,3.0,18,19,3,0.0,31,0.0,0,10,1.0,430,,0.0,,6,5,34,14,11,14,3,13,29,10,3.0
14015600,111127,FK Radnik Surdulica,away,3,15,183,0.0,13,39,36,0.0,0.0,,1,0,9,1.0,5,50,,2.0,0.46,47,24,1.0,19,18,10,5.0,37,3.0,0,14,0.0,288,,3.0,,3,0,23,39,2,4,2,14,6,6,3.0
14015601,7674,FK Napredak Kruševac,home,4,30,356,,23,60,67,1.0,0.0,1.0,1,3,7,4.0,7,52,1.0,2.0,1.08,74,100,2.0,7,9,12,5.0,28,0.0,0,15,4.0,463,,,,7,2,17,26,6,9,3,12,17,6,0.0
14015601,36967,FK Spartak Subotica,away,5,15,206,,23,40,60,2.0,1.0,1.0,7,7,4,0.0,4,48,0.0,0.0,2.72,55,64,0.0,9,7,10,1.0,25,2.0,0,5,1.0,310,,,,13,5,22,41,14,25,11,14,30,7,1.0
14015602,43981,FK Radnički 1923,home,3,14,185,0.0,13,32,55,0.0,0.0,0.0,2,0,11,3.0,6,40,,0.0,0.25,43,40,1.0,13,11,10,8.0,27,,0,13,1.0,268,,1.0,,2,1,23,32,3,5,2,10,18,8,2.0
14015602,5149,FK Crvena zvezda,away,5,28,505,3.0,19,68,65,5.0,4.0,1.0,3,6,7,0.0,12,60,,1.0,3.17,65,118,1.0,11,13,4,1.0,42,,2,11,2.0,584,,0.0,,7,10,19,18,14,20,6,18,35,11,2.0
14015603,5152,FK Partizan,home,5,17,271,0.0,5,52,48,3.0,2.0,1.0,2,5,8,,7,52,,0.0,1.19,25,35,0.0,14,18,13,1.0,45,2.0,0,11,3.0,370,,1.0,,4,5,26,20,8,11,3,22,18,13,2.0
14015603,5153,OFK Beograd,away,2,17,270,1.0,9,48,46,1.0,0.0,1.0,3,5,10,,8,48,,1.0,0.5,57,68,2.0,18,14,4,4.0,38,0.0,0,13,2.0,348,,0.0,,4,3,26,26,3,10,7,16,20,12,2.0
14015604,282203,FK Železničar Pančevo,home,5,24,238,1.0,14,45,44,5.0,3.0,2.0,3,7,7,1.0,6,47,,,2.38,51,48,2.0,12,11,11,7.0,31,2.0,0,7,0.0,317,,,,3,5,17,33,9,11,2,14,26,9,4.0
14015604,5150,FK Vojvodina,away,5,28,287,1.0,23,55,35,2.0,2.0,0.0,3,9,7,2.0,3,53,,,1.53,60,96,1.0,12,12,8,3.0,27,0.0,1,5,3.0,371,,,,7,8,24,29,10,18,8,15,33,11,1.0
14015605,25736,FK Novi Pazar,home,2,34,198,,10,40,55,2.0,0.0,2.0,1,3,6,,4,49,,0.0,1.86,58,45,1.0,9,9,8,2.0,31,2.0,0,10,1.0,291,,,,2,6,18,30,7,9,2,18,25,11,1.0
14015605,263360,FK TSC Bačka Topola,away,1,25,328,,13,60,47,1.0,1.0,0.0,2,6,12,,10,51,,3.0,0.81,70,71,1.0,9,9,8,3.0,29,0.0,0,3,3.0,432,,,,6,2,32,23,6,10,4,11,14,7,1.0
14015606,5148,FK Čukarički,home,3,22,344,,15,54,50,2.0,,2.0,5,4,3,1.0,4,53,,,0.97,45,77,1.0,20,17,4,4.0,35,,0,1,1.0,434,,0.0,,5,5,34,26,6,15,9,15,21,9,2.0
14015606,7771,FK Mladost Lučani,away,2,18,282,,14,46,53,0.0,,0.0,2,2,6,1.0,5,47,,,0.52,46,69,5.0,17,20,6,2.0,31,,0,6,0.0,376,,1.0,,0,5,20,28,4,7,3,7,7,6,1.0
14015607,5144,FK Javor Ivanjica,home,3,22,166,0.0,20,36,49,1.0,,1.0,1,2,11,2.0,3,46,,1.0,1.18,48,48,3.0,8,12,10,3.0,34,1.0,2,11,2.0,254,,,,6,2,27,24,7,9,2,19,13,15,5.0
14015607,5148,FK Čukarički,away,2,24,384,1.0,29,64,51,0.0,,0.0,5,2,12,0.0,7,54,,0.0,0.77,61,77,4.0,12,8,9,1.0,34,0.0,1,9,0.0,464,,,,5,3,18,28,3,13,10,20,10,12,1.0
14015608,7771,FK Mladost Lučani,home,7,22,367,,26,55,56,0.0,,0.0,2,7,10,,5,59,1.0,,0.41,82,73,3.0,3,15,10,2.0,31,1.0,0,10,3.0,477,,,,2,3,30,12,5,7,2,11,20,8,0.0
14015608,25736,FK Novi Pazar,away,2,36,300,,18,45,58,2.0,,2.0,1,1,5,,1,41,0.0,,1.72,62,66,0.0,15,3,9,3.0,21,1.0,0,14,0.0,404,,,,5,4,25,34,6,10,4,17,21,9,2.0
14015609,263360,FK TSC Bačka Topola,home,7,22,352,1.0,6,54,48,3.0,3.0,,3,6,4,,4,49,,,1.41,51,99,1.0,11,5,5,1.0,27,1.0,0,9,3.0,426,,,,8,7,20,12,9,18,9,18,28,11,4.0
14015609,282203,FK Železničar Pančevo,away,4,20,296,0.0,8,46,37,1.0,1.0,,1,1,10,,4,51,,,0.37,46,23,5.0,5,11,10,7.0,27,0.0,0,8,0.0,373,,,,4,1,23,14,4,6,2,12,10,8,1.0
14015610,5150,FK Vojvodina,home,3,19,209,0.0,12,39,47,3.0,1.0,2.0,3,8,4,1.0,5,52,,,2.18,53,63,3.0,18,13,5,2.0,38,,0,13,0.0,286,,,,7,5,16,16,4,15,11,20,21,10,1.0
14015610,5152,FK Partizan,away,3,26,388,1.0,14,61,39,1.0,1.0,0.0,1,2,9,0.0,6,48,,,0.44,46,61,2.0,15,18,14,2.0,33,,0,4,4.0,481,,,,2,2,22,27,3,5,2,10,11,7,1.0
14015611,5153,OFK Beograd,home,3,27,353,1.0,12,66,50,1.0,1.0,,4,6,14,,3,47,,0.0,1.01,77,109,8.0,18,23,4,1.0,39,0.0,0,15,1.0,457,,,,7,2,23,23,6,13,7,14,26,13,2.0
14015611,43981,FK Radnički 1923,away,3,19,144,0.0,20,34,51,0.0,0.0,,0,1,7,,3,53,,1.0,0.06,47,34,1.0,23,18,11,2.0,38,1.0,0,18,8.0,228,,,,1,1,20,29,1,2,2,17,14,9,5.0
14015612,5149,FK Crvena zvezda,home,9,24,590,1.0,12,78,52,2.0,1.0,1.0,3,15,3,,4,48,,,2.85,87,168,1.0,9,7,6,1.0,23,,1,8,5.0,659,,0.0,,9,10,12,5,17,22,5,12,51,10,2.0
14015612,7674,FK Napredak Kruševac,away,2,13,111,0.0,14,22,44,1.0,1.0,0.0,4,2,9,,3,52,,,0.56,23,15,2.0,7,9,11,6.0,24,,0,11,0.0,183,,1.0,,3,0,13,36,3,7,4,14,6,13,0.0
14015613,36967,FK Spartak Subotica,home,1,21,152,,14,35,43,1.0,1.0,,0,0,7,3.0,3,46,,,0.11,42,27,2.0,13,13,17,5.0,27,1.0,0,7,3.0,246,1.0,1.0,1.0,1,1,25,36,1,1,0,13,9,7,3.0
14015613,308176,FK IMT Beograd,away,7,33,340,,19,65,47,3.0,3.0,,3,4,9,1.0,1,54,,,2.24,63,61,5.0,13,12,7,1.0,30,0.0,1,4,0.0,446,0.0,0.0,0.0,9,7,29,15,13,19,6,17,25,12,3.0
14015614,111127,FK Radnik Surdulica,home,3,33,333,,6,58,33,2.0,1.0,1.0,3,4,13,,8,45,0.0,1.0,1.27,66,81,4.0,20,13,5,1.0,39,,0,7,,419,,,0.0,4,5,33,7,6,12,6,17,12,16,2.0
14015614,25737,FK Radnički Niš,away,1,35,225,,8,42,41,1.0,0.0,1.0,2,1,11,,8,55,1.0,0.0,1.37,62,60,4.0,14,19,14,3.0,47,,0,10,,306,,,1.0,3,3,22,24,5,8,3,20,8,14,4.0
14015615,111127,FK Radnik Surdulica,home,8,18,407,0.0,16,62,57,3.0,2.0,1.0,5,6,9,,9,54,,,1.94,69,122,5.0,11,22,7,4.0,45,0.0,2,5,,496,,0.0,0.0,9,4,28,12,11,18,7,17,29,11,2.0
14015615,5144,FK Javor Ivanjica,away,5,26,221,1.0,12,38,48,2.0,1.0,1.0,1,1,12,,8,46,,,1.53,58,82,1.0,22,11,13,3.0,40,1.0,0,13,,309,,1.0,1.0,1,6,23,26,6,8,2,21,21,14,5.0
14015616,25737,FK Radnički Niš,home,8,38,505,0.0,8,65,50,3.0,3.0,1.0,4,6,8,1.0,8,58,,,0.96,88,139,3.0,7,17,7,2.0,41,0.0,0,10,2.0,593,,1.0,,5,3,31,5,8,12,4,18,35,11,2.0
14015616,36967,FK Spartak Subotica,away,1,28,250,1.0,7,35,52,2.0,0.0,2.0,2,2,4,1.0,4,42,,,1.22,47,39,0.0,17,7,10,3.0,29,3.0,0,12,1.0,332,,1.0,,4,4,23,28,5,10,5,18,11,10,0.0
