minute,value
0.0,0
1.0,1
2.0,-6
3.0,-15
4.0,-20
5.0,-24
6.0,-15
7.0,-50
8.0,-39
9.0,-62
10.0,-31
11.0,-27
12.0,-12
13.0,-20
14.0,-13
15.0,-7
16.0,32
17.0,5
18.0,6
19.0,2
20.0,-13
21.0,-7
22.0,-11
23.0,-9
24.0,-7
25.0,-10
26.0,-13
27.0,-9
28.0,59
29.0,62
30.0,31
31.0,24
32.0,18
33.0,1
34.0,5
35.0,7
36.0,9
37.0,5
38.0,3
39.0,-26
40.0,-16
41.0,-15
42.0,-30
43.0,-18
44.0,-10
45.0,-6
45.5,0
46.0,-41
47.0,45
48.0,-46
49.0,45
50.0,5
51.0,-6
52.0,45
53.0,28
54.0,8
55.0,-6
56.0,-61
57.0,-41
58.0,-20
59.0,-57
60.0,-29
61.0,-14
62.0,10
63.0,6
64.0,31
65.0,23
66.0,18
67.0,4
68.0,1
69.0,-3
70.0,4
71.0,1
72.0,5
73.0,3
74.0,-6
75.0,5
76.0,1
77.0,-7
78.0,-10
79.0,15
80.0,10
81.0,15
82.0,4
83.0,2
84.0,-1
85.0,-27
86.0,-17
87.0,-16
88.0,25
89.0,9
90.0,12
90.5,165
