match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,shotOffTarget,bigChanceMissed,blockedScoringAttempt,keyPass,savedShotsFromInsideTheBox
14147390,home,37956,FK Arsenal Tivat,842506,Aleksandar Macanović,aleksandar-macanovic,M,20,True,14.0,11.0,1.0,0.0,0.0,3.0,3.0,7.0,10.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.0,18.0,6.6,5.0,0.0,0.28,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,78.57142857142857,0.0,100.0,,,1.0,,,,1.0,
14147390,home,37956,FK Arsenal Tivat,2411250,Luka Petkovic,luka-petkovic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,home,37956,FK Arsenal Tivat,1799087,Mihailo Živaljević,mihailo-zivaljevic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,home,37956,FK Arsenal Tivat,1030485,Petar Mališić,petar-malisic,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,home,37956,FK Arsenal Tivat,1396429,Nemanja Bojanić,nemanja-bojanic,M,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,home,37956,FK Arsenal Tivat,2357411,Stefan Labović,stefan-labovic,F,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,home,37956,FK Arsenal Tivat,2210662,Vasilije Kašćelan,vasilije-kascelan,,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,False,13.0,11.0,8.0,6.0,0.0,6.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,90.0,17.0,7.3,5.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,84.61538461538461,75.0,,,0.0,,,,,,1.0
14147390,away,6219,FK Jedinstvo Bijelo Polje,1131050,Andrej Cvijović,andrej-cvijovic,D,33,False,36.0,20.0,13.0,7.0,0.0,5.0,7.0,12.0,25.0,3.0,0.0,1.0,1.0,11.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,90.0,48.0,7.3,23.0,0.0,0.03,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,2,16,6,10,55.55555555555556,53.84615384615385,0.0,100.0,,1.0,,,,1.0,
14147390,away,6219,FK Jedinstvo Bijelo Polje,1424818,Srđan Šćepanović,srdan-scepanovic,D,55,False,20.0,15.0,7.0,5.0,0.0,9.0,10.0,5.0,8.0,0.0,0.0,3.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,18.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,,,,90.0,24.0,8.0,11.0,0.0,0.0,"{'original': 8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,9,2,1,1,75.0,71.42857142857143,,,,,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,807581,Miloš Nikolić,milos-nikolic,D,23,False,37.0,26.0,13.0,6.0,0.0,15.0,18.0,9.0,15.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,90.0,46.0,7.5,13.0,0.0,0.0,"{'original': 7.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,5,6,70.27027027027027,46.15384615384615,,,,,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,1440632,Georgios Makrydakis,makrydakis-georgios,D,56,False,34.0,22.0,8.0,2.0,0.0,4.0,7.0,14.0,23.0,3.0,2.0,0.0,1.0,9.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,90.0,51.0,6.9,19.0,0.0,0.07,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,3,9,64.70588235294117,25.0,66.66666666666666,33.33333333333333,,,,,,3.0,
14147390,away,383337,FK Jedinstvo Bijelo Polje,1391886,Sead Dacić,sead-dacic,M,19,False,30.0,16.0,7.0,1.0,0.0,3.0,4.0,10.0,20.0,2.0,0.0,7.0,7.0,14.0,18.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,,,,,,90.0,46.0,7.2,23.0,0.03,0.0,"{'original': 7.2, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",32,14,18,11,7,53.333333333333336,14.285714285714285,0.0,100.0,,1.0,,,1.0,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,1185130,Arsenije Čepić,arsenije-cepic,M,15,False,44.0,37.0,2.0,1.0,0.0,16.0,19.0,20.0,24.0,0.0,0.0,2.0,2.0,11.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,54.0,7.0,12.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,4,14,5,9,84.0909090909091,50.0,,100.0,,,,,,1.0,
14147390,away,282802,FK Jedinstvo Bijelo Polje,1978656,Nemanja Pavićević,nemanja-pavicevic,M,17,False,5.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,,,,,70.0,15.0,6.3,9.0,0.04,0.0,"{'original': 6.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,2,7,40.0,0.0,,50.0,,2.0,1.0,,1.0,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,1391891,Danis Kolić,danis-kolic,M,22,False,26.0,14.0,6.0,2.0,0.0,5.0,5.0,9.0,21.0,1.0,0.0,3.0,1.0,10.0,6.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,,,,,70.0,39.0,6.4,16.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,4,12,5,7,53.84615384615385,33.33333333333333,0.0,40.0,,,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,1190521,Lazar Šekularac,lazar-sekularac,M,27,False,20.0,11.0,0.0,0.0,0.0,1.0,1.0,10.0,19.0,3.0,0.0,6.0,0.0,19.0,7.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,,,,,,90.0,41.0,6.5,11.0,0.03,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",26,6,20,7,13,55.00000000000001,,0.0,75.0,,1.0,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,54752,Žarko Korać,zarko-korac,F,11,False,11.0,6.0,0.0,0.0,0.0,2.0,2.0,4.0,9.0,1.0,0.0,8.0,9.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,,,,,,77.0,19.0,7.1,14.0,0.04,0.03,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,17,3,1,2,54.54545454545454,,0.0,,,,,,,1.0,
14147390,away,241802,FK Jedinstvo Bijelo Polje,1391884,Takeru Komiya,takeru-komiya,M,30,True,6.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,20.0,10.0,6.7,4.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,83.33333333333334,,,100.0,,,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,M,4,True,6.0,3.0,1.0,0.0,0.0,,1.0,2.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,,20.0,15.0,6.9,3.0,0.02,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,4,4,50.0,0.0,0.0,100.0,,,1.0,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,1382874,Aldin Mušović,aldin-musovic,F,9,True,4.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,13.0,7.0,6.5,5.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,1,2,50.0,,,,,1.0,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,905682,Rijad Dzafic,rijad-dzafic,G,71,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,808563,Momčilo Dulović,momcilo-dulovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,808565,Haris Banda,haris-banda,D,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,away,6220,FK Jedinstvo Bijelo Polje,1005748,Veljko Radenović,veljko-radenovic,M,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,1166154,Mladen Kovačević,mladen-kovacevic,M,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147390,away,6219,FK Jedinstvo Bijelo Polje,2223988,Zijad Mahmutović,zijad-mahmutovic,,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
